text,label,augmentation_type,original_text,language,translation_method
עברית: WIN 2406 NOW! Click bit.ly/123 to claim!...,spam,,WIN 2406 NOW! Click bit.ly/123 to claim!,hebrew,google_translate_placeholder
עברית: Kirim Uang Sekarang http://bit.ly/1893...,phishing,,Kirim Uang Sekarang http://bit.ly/1893,hebrew,google_translate_placeholder
עברית: Untuk liburan belanja paling menarik mulai dari 45...,spam,,"Untuk liburan belanja paling menarik mulai dari 45 per orang; hubungi 0121 2025050 atau kunjungi www.shortbreaks.org.uk""",hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 6595. Don't share it....,phishing,,WhatsApp: New security code: 6595. Don't share it.,hebrew,google_translate_placeholder
"עברית: Hai, maaf tetapi saya tidak bisa membantu dalam ha...",spam,,"Hai, maaf tetapi saya tidak bisa membantu dalam hal ini. Apakah ada yang bisa saya bantu?",hebrew,google_translate_placeholder
עברית: Vuoi guardare un film gratis con la famiglia? Cign...,spam,,Vuoi guardare un film gratis con la famiglia? Cigna ti offre un'offerta speciale. Aspetta la nostra chiamata. Info Cigna Clicca su bit.ly/tentangCIGNA,hebrew,google_translate_placeholder
עברית: Earn $4854 per week working from home!...,spam,,Earn $4854 per week working from home!,hebrew,google_translate_placeholder
"עברית: Maaf, pulsa Anda tidak cukup untuk melakukan pembe...",ham,,"Maaf, pulsa Anda tidak cukup untuk melakukan pembelian paket Flash yang dipilih. Silahkan isi ulang pulsa Anda.",hebrew,google_translate_placeholder
עברית: RM0.00 Firefly FY3552 PEN-KNO del 20DIC23 è stato ...,ham,,RM0.00 Firefly FY3552 PEN-KNO del 20DIC23 è stato ripianificato alle 0700. Nuovo itinerario inviato via email. Gentilmente chiami al +60378454543 per richieste.,hebrew,google_translate_placeholder
"עברית: Amico, sai anche il telugu.. è buono..ok, buona no...",ham,,"Amico, sai anche il telugu.. è buono..ok, buona notte..",hebrew,google_translate_placeholder
עברית: Vous devez envoyer de l'argent à l'IRS MAINTENANT ...,spam,,Vous devez envoyer de l'argent à l'IRS MAINTENANT sur https://tinyurl.com/8917,hebrew,google_translate_placeholder
עברית: Envoyer de l'argent maintenant http//bit.ly/1042...,phishing,,Envoyer de l'argent maintenant http//bit.ly/1042,hebrew,google_translate_placeholder
עברית: Schicke jetzt Geld http//bit.ly/2387...,phishing,,Schicke jetzt Geld http//bit.ly/2387,hebrew,google_translate_placeholder
עברית: Prize winner! Claim your $2552 gift card at goo.gl...,phishing,,Prize winner! Claim your $2552 gift card at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Job offer: Earn $3345/month. Apply at bit.ly/123...,phishing,,Job offer: Earn $3345/month. Apply at bit.ly/123,hebrew,google_translate_placeholder
עברית: Your payment of $4971 was processed...,ham,,Your payment of $4971 was processed,hebrew,google_translate_placeholder
עברית: K..k..je vais bien aussi :) Quand allez-vous termi...,ham,,K..k..je vais bien aussi :) Quand allez-vous terminer le cours ?,hebrew,google_translate_placeholder
עברית: Anuncio de servicio al cliente. Tienes una entrega...,spam,,"Anuncio de servicio al cliente. Tienes una entrega de Año Nuevo esperándote. Por favor, llama al 07046744435 ahora para coordinar la entrega.",hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 6507 at bit.ly/123...,spam,,FREE iPhone 15! Enter code 6507 at bit.ly/123,hebrew,google_translate_placeholder
עברית: WIN 1872 NOW! Click goo.gl/xyz to claim!...,spam,,WIN 1872 NOW! Click goo.gl/xyz to claim!,hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http//bit.ly/1612...,phishing,,Enviar dinero ahora http//bit.ly/1612,hebrew,google_translate_placeholder
עברית: Es war ein schöner Tag und erstaunlicherweise war ...,ham,,"Es war ein schöner Tag und erstaunlicherweise war ich vernünftig, bin früh nach Hause gegangen und fühle mich jetzt gut. Oder bin ich einfach langweilig?! Wann ist deiner, ich kann mich nicht erinnern.",hebrew,google_translate_placeholder
עברית: Text BANNEDUK an die 89555 senden! Kosten 150p Tex...,spam,,Text BANNEDUK an die 89555 senden! Kosten 150p Textoperator g696ga 18+ XXX,hebrew,google_translate_placeholder
עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,phishing,,Paket im Terminal festgehalten: http://ffnst.com/7DH306,hebrew,google_translate_placeholder
עברית: Ingin SEX eksplisit dalam 30 detik? Hubungi 020731...,spam,,Ingin SEX eksplisit dalam 30 detik? Hubungi 02073162414 sekarang! Biaya 20p/menit Gsex POBOX 2667 WC1N 3XX,hebrew,google_translate_placeholder
עברית: Tolong jangan balas SMS ini...,ham,,Tolong jangan balas SMS ini,hebrew,google_translate_placeholder
עברית: Invia denaro adesso http//bit.ly/2852...,phishing,,Invia denaro adesso http//bit.ly/2852,hebrew,google_translate_placeholder
"עברית: Non hai specificato alcun significato, quindi il t...",ham,,"Non hai specificato alcun significato, quindi il testo rimane invariato.",hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http//bit.ly/2846...,phishing,,Enviar dinero ahora http//bit.ly/2846,hebrew,google_translate_placeholder
עברית: Work from home: Earn $1937/hour! Start today: bit....,spam,,Work from home: Earn $1937/hour! Start today: bit.ly/123,hebrew,google_translate_placeholder
עברית: Ur cash-balance is currently 500 pounds - to maxim...,spam,,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,hebrew,google_translate_placeholder
עברית: Sende jetzt Geld: http//bit.ly/1673...,phishing,,Sende jetzt Geld: http//bit.ly/1673,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $2212 cash prize at goo.gl/x...,spam,,Your entry won! Claim $2212 cash prize at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Ich gehe vielleicht gleich zum Friseur. Das Warten...,ham,,Ich gehe vielleicht gleich zum Friseur. Das Warten hier ist sehr langweilig.,hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 75...,spam,,Debt relief program: Get out of debt fast! Call 7520,hebrew,google_translate_placeholder
עברית: Paquete retenido en la terminal: http://ffnst.com/...,phishing,,Paquete retenido en la terminal: http://ffnst.com/7DH439,hebrew,google_translate_placeholder
עברית: Your dream job awaits! Apply now: tinyurl.com/abc...,spam,,Your dream job awaits! Apply now: tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Saya telah menerima dua surat lagi dari . Akan say...,ham,,Saya telah menerima dua surat lagi dari . Akan saya salin untuk Anda karena salah satunya memiliki pesan untuk Anda. Berbicara segera,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 3799 at tinyurl.com/abc...,spam,,FREE iPhone 15! Enter code 3799 at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Prize winner! Claim your $3434 gift card at tinyur...,phishing,,Prize winner! Claim your $3434 gift card at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Call 6424 for customer support...,ham,,Call 6424 for customer support,hebrew,google_translate_placeholder
עברית: Kirim uang sekarang http//bit.ly/1248...,phishing,,Kirim uang sekarang http//bit.ly/1248,hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 6928. Don't share it....,phishing,,WhatsApp: New security code: 6928. Don't share it.,hebrew,google_translate_placeholder
עברית: FREEMSG: I nostri registri indicano che potresti a...,spam,,"FREEMSG: I nostri registri indicano che potresti avere diritto a 3750 sterline per l'incidente che hai avuto. Per richiedere gratuitamente rispondi con SÌ a questo messaggio. Per annullare l'iscrizione, invia STOP. ",hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http://bit.ly/2346...,phishing,,Enviar dinero ahora http://bit.ly/2346,hebrew,google_translate_placeholder
עברית: Sende jetzt Geld http//bit.ly/1845...,phishing,,Sende jetzt Geld http//bit.ly/1845,hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 8732. Don't share it....,phishing,,WhatsApp: New security code: 8732. Don't share it.,hebrew,google_translate_placeholder
"עברית: SHOPEE: Um die Telefonnummer zu überprüfen, verwen...",ham,,"SHOPEE: Um die Telefonnummer zu überprüfen, verwenden Sie 944327. Gültig für 15 Minuten. Teilen Sie diesen Code niemals mit anderen, einschließlich Shopee-Mitarbeitern.",hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 2560. Don't share it....,phishing,,WhatsApp: New security code: 2560. Don't share it.,hebrew,google_translate_placeholder
עברית: Mai provare da solo a sopportare il peso di una la...,ham,,Mai provare da solo a sopportare il peso di una lacrima che esce dal tuo cuore e cade dagli occhi... Ricorda sempre che c'è un AMICO STUPIDO qui pronto a condividere... BSLVYL,hebrew,google_translate_placeholder
עברית: Tolong jangan memberitahukan kode ini kepada siapa...,ham,,Tolong jangan memberitahukan kode ini kepada siapapun. \,hebrew,google_translate_placeholder
"עברית: SMS. ac JSco: L'energia è alta, ma potresti non sa...",spam,,"SMS. ac JSco: L'energia è alta, ma potresti non sapere dove indirizzarla. Oggi le tue capacità di leadership sono forti. Psichico? Rispondi RIS con una domanda. Fine? Rispondi FINE JSCO",hebrew,google_translate_placeholder
עברית: PRIVAT! Ihr Kontoauszug für das Jahr 2003 zeigt 80...,spam,,"PRIVAT! Ihr Kontoauszug für das Jahr 2003 zeigt 800 nicht eingelöste S.I.M.-Punkte. Rufen Sie 08719899230 an, Kennungscode: 41685, Gültig bis 07.11.04.",hebrew,google_translate_placeholder
עברית: FreeMsg: Testo: CHIAMA il numero: 86888 e reclama ...,spam,,FreeMsg: Testo: CHIAMA il numero: 86888 e reclama il tuo premio di 3 ore di tempo di chiamata da utilizzare dal tuo telefono ora! Iscriviti a 6GBP/mese incluse 3 ore 16 stop?txtStop,hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 3102. Don't share it....,phishing,,WhatsApp: New security code: 3102. Don't share it.,hebrew,google_translate_placeholder
עברית: Urgen: Apple ID Anda akan dinonaktifkan. Aktifkan ...,phishing,,Urgen: Apple ID Anda akan dinonaktifkan. Aktifkan kembali akun Anda di http://reactivate-appleid.com segera.,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $3638 cash prize at bit.ly/1...,spam,,Your entry won! Claim $3638 cash prize at bit.ly/123,hebrew,google_translate_placeholder
עברית: When can Ã_ come out?...,ham,,When can Ã_ come out?,hebrew,google_translate_placeholder
עברית: Bitte überweisen Sie das Geld einfach auf das Kont...,spam,,"Bitte überweisen Sie das Geld einfach auf das Konto von Bank ----- An Ardiansyah 5500248418. Wenn die Überweisung erfolgt ist, schicken Sie einfach eine SMS. Danke.",hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 6553. Don't share it....,phishing,,WhatsApp: New security code: 6553. Don't share it.,hebrew,google_translate_placeholder
עברית: ical. pls do not answer this SMS...,ham,,ical. pls do not answer this SMS,hebrew,google_translate_placeholder
עברית: Prize winner! Claim your $3224 gift card at bit.ly...,phishing,,Prize winner! Claim your $3224 gift card at bit.ly/123,hebrew,google_translate_placeholder
עברית: Send Money Now http//bit.ly/2220...,phishing,,Send Money Now http//bit.ly/2220,hebrew,google_translate_placeholder
עברית: (aytd2773838383 https://goo.gl/783311...,spam,,(aytd2773838383 https://goo.gl/783311,hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http//bit.ly/1281...,phishing,,Enviar dinero ahora http//bit.ly/1281,hebrew,google_translate_placeholder
עברית: Invia denaro ora http//bit.ly/1728...,phishing,,Invia denaro ora http//bit.ly/1728,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $4666 cash prize at goo.gl/x...,spam,,Your entry won! Claim $4666 cash prize at goo.gl/xyz,hebrew,google_translate_placeholder
"עברית: Ja, das habe ich. Deshalb hast du mir auch geschri...",ham,,"Ja, das habe ich. Deshalb hast du mir auch geschrieben. Puh...ich vermisse dich so sehr.",hebrew,google_translate_placeholder
עברית: COVID-19 test results available. View at bit.ly/12...,phishing,,COVID-19 test results available. View at bit.ly/123,hebrew,google_translate_placeholder
עברית: Stai nascondendo qualcosa o tenendoti a distanza d...,ham,,Stai nascondendo qualcosa o tenendoti a distanza da me?,hebrew,google_translate_placeholder
עברית: Wow! Promo diperpanjang sd 13 Agt. Khusus kamu! Tu...,spam,,Wow! Promo diperpanjang sd 13 Agt. Khusus kamu! Tukar HP Smartfrenmu dengan Andromax E LTE Cuma 709rb dr 999rb. Ayo datangi Gallery Smartfren terdekat.,hebrew,google_translate_placeholder
עברית: Il gioco Block Breaker è ora disponibile in format...,spam,,Il gioco Block Breaker è ora disponibile in formato deluxe con nuove funzionalità e grafica eccezionale da T-Mobile. Acquistalo per soli £5 rispondendo con GET BBDELUXE e affronta la sfida.,hebrew,google_translate_placeholder
עברית: Link yang Anda berikan tampaknya merupakan link si...,spam,,Link yang Anda berikan tampaknya merupakan link singkat yang mengarahkan ke tujuan yang tidak jelas. Apakah ada informasi tambahan yang ingin Anda sampaikan?,hebrew,google_translate_placeholder
"עברית: Per favore, fallo dopo le 2 oppure lo ritiro marte...",ham,,"Per favore, fallo dopo le 2 oppure lo ritiro martedì sera verso le 8, se va bene.",hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 73...,spam,,Debt relief program: Get out of debt fast! Call 7369,hebrew,google_translate_placeholder
עברית: Work from home: Earn $4197/hour! Start today: bit....,spam,,Work from home: Earn $4197/hour! Start today: bit.ly/123,hebrew,google_translate_placeholder
עברית: Je ne sais pas... Je pense que ma mère est trop pa...,ham,,Je ne sais pas... Je pense que ma mère est trop paresseuse pour sortir... Je ne lui ai pas encore demandé...,hebrew,google_translate_placeholder
עברית: Envoyer de l'argent maintenant http//bit.ly/1774...,phishing,,Envoyer de l'argent maintenant http//bit.ly/1774,hebrew,google_translate_placeholder
עברית: (Bank of Granite வரம்புரு வாங்கல் வழிக் குறிப்பு) ...,spam,,(Bank of Granite வரம்புரு வாங்கல் வழிக் குறிப்பு) எங்களுக்கு உதவும் குறியீடு ***** 300% க்கு மேல் உயர்ந்து *********** Nasdaq குறியீடு CDGT அது ஒரு $5.00 வரம்பு...,hebrew,google_translate_placeholder
"עברית: But! Arsenal 4 (Henry, 7 contre Liverpool 2 Henry ...",spam,,"But! Arsenal 4 (Henry, 7 contre Liverpool 2 Henry marque d'un simple tir à 6 mètres d'une passe de Bergkamp pour donner à Arsenal un avantage de 2 buts après 78 minutes.",hebrew,google_translate_placeholder
עברית: Je recherche une dame dans la rue et une folle sou...,ham,,Je recherche une dame dans la rue et une folle sous les draps. Est-ce que c'est toi ?,hebrew,google_translate_placeholder
"עברית: HAI VINTO! Come stimato cliente Vodafone, il nostr...",spam,,"HAI VINTO! Come stimato cliente Vodafone, il nostro computer ha scelto TE per vincere un premio di £ 150. Riscattarlo è facile. Basta chiamare il 09061743386",hebrew,google_translate_placeholder
עברית: WIN 1652 NOW! Click goo.gl/xyz to claim!...,spam,,WIN 1652 NOW! Click goo.gl/xyz to claim!,hebrew,google_translate_placeholder
"עברית: SIX chances to win CASH! From 100 to 20,000 pounds...",spam,,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Répondre HL 4 info",hebrew,google_translate_placeholder
עברית: Work from home: Earn $3606/hour! Start today: bit....,spam,,Work from home: Earn $3606/hour! Start today: bit.ly/123,hebrew,google_translate_placeholder
"עברית: ```italian
Nel mio gruppo c1 leggo raramente haha ...",ham,,"```italian
Nel mio gruppo c1 leggo raramente haha mi manca spesso le notizie
```",hebrew,google_translate_placeholder
עברית: Cek video Pilih Pasanganmu @ sms.shsex.netUN fgksl...,spam,,Cek video Pilih Pasanganmu @ sms.shsex.netUN fgkslpoPW fgkslpo,hebrew,google_translate_placeholder
"עברית: Offre de Noël ! Dernier Motorola, SonyEricsson & N...",spam,,"Offre de Noël ! Dernier Motorola, SonyEricsson & Nokia & Bluetooth GRATUIT ou DVD ! Double Mins & 1000 SMS sur Orange. Appelez MobileUpd8 au 08000839402 ou appelez2optout/4QF2",hebrew,google_translate_placeholder
עברית: Your entry won! Claim $2596 cash prize at bit.ly/1...,spam,,Your entry won! Claim $2596 cash prize at bit.ly/123,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 5042 at goo.gl/xyz...,spam,,FREE iPhone 15! Enter code 5042 at goo.gl/xyz,hebrew,google_translate_placeholder
"עברית: Nein, bin ich nicht. Ich kann dir nicht alles gebe...",ham,,"Nein, bin ich nicht. Ich kann dir nicht alles geben, was du willst und brauchst. Tatsächlich könntest du für dich selbst besser sorgen - du hast mehr Geld als ich. Ich kann keine Arbeit finden, ich kann keinen Mann finden, ich kann die Miete nicht zahlen, ich kann nicht einmal meinen verdammten Tank betanken. Ja, ich bin gestresst und deprimiert. Ich habe nicht einmal zum Erntedankfest nach Hause angerufen, weil ich ihnen sagen müsste, dass ich nichts auf die Reihe kriege.",hebrew,google_translate_placeholder
עברית: GRATUIT 10 Go ! Pour ceux qui n'ont pas encore cha...,spam,,"GRATUIT 10 Go ! Pour ceux qui n'ont pas encore changé leur carte SIM en SIM 4G, échangez-la maintenant dans le magasin le plus proche d'IndosatOoredoo et profitez de 10 Go GRATUITS sur le réseau 4G.",hebrew,google_translate_placeholder
עברית: Tesoro! Come va quella giornata? Cosa stai facendo...,ham,,"Tesoro! Come va quella giornata? Cosa stai facendo? Mi manchi già, Amore mio ... * bacio amorevole* ... Spero che tutto vada bene.",hebrew,google_translate_placeholder
עברית: Non guardare indietro verso l'edificio perché non ...,ham,,Non guardare indietro verso l'edificio perché non hai un cappotto e non voglio che tu ti ammali di più. Vai subito a casa e mettiti un cappotto per andare in palestra!!!,hebrew,google_translate_placeholder
עברית: Pacchetto trattenuto in terminal: http://ffnst.com...,phishing,,Pacchetto trattenuto in terminal: http://ffnst.com/7DH1106,hebrew,google_translate_placeholder
"עברית: Halo, saldo akun Voicespin GTS_COM Anda sebesar 98...",ham,,"Halo, saldo akun Voicespin GTS_COM Anda sebesar 980,21. Kecuali Anda mengisi ulang secepat mungkin, saldo akan mencapai batas kredit dan secara otomatis akan diblokir.",hebrew,google_translate_placeholder
עברית: Your payment of $744 was processed...,ham,,Your payment of $744 was processed,hebrew,google_translate_placeholder
עברית: da www.Applausestore.com MensileIscrizione@50p/msg...,spam,,da www.Applausestore.com MensileIscrizione@50p/msg max6/mese TerminiCondizioni Consultare sito 16 anni 2stop txt stop,hebrew,google_translate_placeholder
עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,phishing,,Paket im Terminal festgehalten: http://ffnst.com/7DH898,hebrew,google_translate_placeholder
"עברית: No que yo sepa, la mayoría de la gente aquí todaví...",ham,,"No que yo sepa, la mayoría de la gente aquí todavía está fuera de la ciudad",hebrew,google_translate_placeholder
עברית: Kirim Uang Sekarang http//bit.ly/2329...,phishing,,Kirim Uang Sekarang http//bit.ly/2329,hebrew,google_translate_placeholder
עברית: Your account balance is $3463...,ham,,Your account balance is $3463,hebrew,google_translate_placeholder
עברית: Package held at terminal: http://ffnst.com/7DH28...,phishing,,Package held at terminal: http://ffnst.com/7DH28,hebrew,google_translate_placeholder
"עברית: TOKO JAYA BB,,, remise de 50% sur différents types...",spam,,"TOKO JAYA BB,,, remise de 50% sur différents types de BLACKBERRY Gemini 900 mille, Torch 2,5 jt, Dakota 2,8 jta NOKIA& SAMSUNG, Informations cliquez sur www.jayabb.com",hebrew,google_translate_placeholder
"עברית: Kamu pasti tidak akan percaya ini, tapi aku benar-...",ham,,"Kamu pasti tidak akan percaya ini, tapi aku benar-benar turun di Taunton. Wah",hebrew,google_translate_placeholder
"עברית: Hallo, Dein Geburtstag steht bald an. Es ist an de...",spam,,"Hallo, Dein Geburtstag steht bald an. Es ist an der Zeit, einen 1-Cr-Term-Plan für Rs. 5390 zu kaufen, anstatt Rs. 5603 nach dem Geburtstag zu zahlen. Klicke auf rml.lu/Cvs559Y21.",hebrew,google_translate_placeholder
עברית: Nous avons de nouvelles dates locales dans votre r...,spam,,Nous avons de nouvelles dates locales dans votre région - Beaucoup de nouvelles personnes se sont inscrites dans VOTRE RÉGION. Répondez DATE pour commencer maintenant ! 18 ans et plus www.flirtparty.us REPLYS150,hebrew,google_translate_placeholder
עברית: Job offer: Earn $1964/month. Apply at tinyurl.com/...,phishing,,Job offer: Earn $1964/month. Apply at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: PRIBADI! Laporan Rekening Anda untuk tahun 2003 me...,spam,,PRIBADI! Laporan Rekening Anda untuk tahun 2003 menyatakan 800 poin S.I.M. yang belum ditebus. Hubungi 08718738002 Kode Pengenal: 48922 Berlaku hingga 21/11/04,hebrew,google_translate_placeholder
עברית: Invia denaro ora http//bit.ly/2119...,phishing,,Invia denaro ora http//bit.ly/2119,hebrew,google_translate_placeholder
"עברית: Hai mai notato che quando stai guidando, chiunque ...",spam,,"Hai mai notato che quando stai guidando, chiunque vada più lentamente di te è un idiota e chiunque guidi più velocemente di te è un maniaco?",hebrew,google_translate_placeholder
עברית: Quel giorno hai chiesto del numero anand. Perché :...,ham,,Quel giorno hai chiesto del numero anand. Perché :-),hebrew,google_translate_placeholder
"עברית: හායි, ඔබගේ උපන්දිනය ඉක්මන් සිටියා. එය ඉක්මන්ගොඩียො...",spam,,"හායි, ඔබගේ උපන්දිනය ඉක්මන් සිටියා. එය ඉක්මන්ගොඩียොළුවට සිටියහැකි වෙළොත් 1 රු.5390 සහිත ගාන්ග්‍ර, හොයි Rs.5603 වැලිවන පසුවල් Rs. එය ෙකින්ට්් By Click rml.lu/Cvs559Y22",hebrew,google_translate_placeholder
"עברית: Sonne... Ich denke, vielleicht könnten wir, wenn n...",ham,,"Sonne... Ich denke, vielleicht könnten wir, wenn nichts dazwischen kommt... Ich denke, wir müssen eine Lektion buchen... Das Pilates ist beim Orchard MRT, weißt du, nicht wahr...",hebrew,google_translate_placeholder
עברית: Paket di Terminal tertahan: http://ffnst.com/7DH40...,phishing,,Paket di Terminal tertahan: http://ffnst.com/7DH409,hebrew,google_translate_placeholder
עברית: Send Money Now http//bit.ly/2675...,phishing,,Send Money Now http//bit.ly/2675,hebrew,google_translate_placeholder
עברית: Your payment of $2355 was processed...,ham,,Your payment of $2355 was processed,hebrew,google_translate_placeholder
עברית: Dia memberitahunya bahwa dia ingin dipindahkan ke ...,ham,,Dia memberitahunya bahwa dia ingin dipindahkan ke Chennai:) karena aku bekerja di sini:),hebrew,google_translate_placeholder
עברית: Call 5786 for customer support...,ham,,Call 5786 for customer support,hebrew,google_translate_placeholder
עברית: Job offer: Earn $1768/month. Apply at goo.gl/xyz...,phishing,,Job offer: Earn $1768/month. Apply at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Jos demande si tu veux te rencontrer?...,ham,,Jos demande si tu veux te rencontrer?,hebrew,google_translate_placeholder
עברית: Para muchas cosas es un antibiótico y se puede uti...,ham,,"Para muchas cosas es un antibiótico y se puede utilizar para infecciones en el pecho, abdomen y ginecológicas, incluso infecciones óseas.",hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 6849. Don't share it....,phishing,,WhatsApp: New security code: 6849. Don't share it.,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $1976 cash prize at goo.gl/x...,spam,,Your entry won! Claim $1976 cash prize at goo.gl/xyz,hebrew,google_translate_placeholder
"עברית: Ich wollte nur sagen, holy shit, ihr habt nicht üb...",ham,,"Ich wollte nur sagen, holy shit, ihr habt nicht übertrieben mit diesem Gras.",hebrew,google_translate_placeholder
עברית: Utiliza 159790 como código de seguridad de la cuen...,ham,,Utiliza 159790 como código de seguridad de la cuenta de Microsoft. Ve sin contraseña con Microsoft Authenticator https://aka.ms/authapp,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 4839 at bit.ly/123...,spam,,FREE iPhone 15! Enter code 4839 at bit.ly/123,hebrew,google_translate_placeholder
עברית: sy RUDY dri MALAYSIA Brencana investasikan uang sy...,spam,,"sy RUDY dri MALAYSIA Brencana investasikan uang sy Sbagai bekal hidup di indo, sy butuh org yg bisa sy percayakan uang sy RM 5jt, bila Bsedia, sms di 085256144059",hebrew,google_translate_placeholder
עברית: Sunshine-Quiz Wöchentliche Frage! Gewinnen Sie ein...,spam,,"Sunshine-Quiz Wöchentliche Frage! Gewinnen Sie einen erstklassigen Sony DVD-Player, wenn Sie wissen, in welchem Land Liverpool unter der Woche gespielt hat? Senden Sie die Antwort per SMS an 82277. £1.50 SP:Tyrone",hebrew,google_translate_placeholder
"עברית: Your Discord security code is: 748077 \
\
tzD9jY...",ham,,"Your Discord security code is: 748077 \
\
tzD9jY28Wrn",hebrew,google_translate_placeholder
עברית: Prize winner! Claim your $4265 gift card at tinyur...,phishing,,Prize winner! Claim your $4265 gift card at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Y dun cut too short leh. U dun like ah? She failed...,ham,,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,hebrew,google_translate_placeholder
עברית: FLASH SALE: 78% OFF all items! Shop now: goo.gl/xy...,spam,,FLASH SALE: 78% OFF all items! Shop now: goo.gl/xyz,hebrew,google_translate_placeholder
"עברית: Haha, mein Freund Tyler hat gerade tatsächlich gef...",ham,,"Haha, mein Freund Tyler hat gerade tatsächlich gefragt, ob Sie ihm einen Dubsack besorgen könnten.",hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 5097 at goo.gl/xyz...,spam,,FREE iPhone 15! Enter code 5097 at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Assalamualaikum Bu. Saya nama1 mhsi ilkom 2012 bar...,ham,,"Assalamualaikum Bu. Saya nama1 mhsi ilkom 2012 baru dpt pembimbing skripsi. Mohon maaf bu, kalau minggu ini ada di kampus hari ap aj Bu? Terima kasih.",hebrew,google_translate_placeholder
עברית: Sende jetzt Geld http//bit.ly/1589...,phishing,,Sende jetzt Geld http//bit.ly/1589,hebrew,google_translate_placeholder
עברית: Invia denaro ora http//bit.ly/2827...,phishing,,Invia denaro ora http//bit.ly/2827,hebrew,google_translate_placeholder
עברית: Offerta esclusiva: Ottieni il 50% di sconto sul tu...,spam,,Offerta esclusiva: Ottieni il 50% di sconto sul tuo prossimo acquisto su SuperShoes. Visita www.supershoes.com/offers. Annulla l'iscrizione su bit.ly/com37426,hebrew,google_translate_placeholder
עברית: Envoyer de l'argent maintenant http//bit.ly/1261...,phishing,,Envoyer de l'argent maintenant http//bit.ly/1261,hebrew,google_translate_placeholder
עברית: Paquete retenido en la terminal: http://ffnst.com/...,phishing,,Paquete retenido en la terminal: http://ffnst.com/7DH684,hebrew,google_translate_placeholder
עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,phishing,,Paket im Terminal festgehalten: http://ffnst.com/7DH1064,hebrew,google_translate_placeholder
"עברית: Hallo, Ihr Voicespin Mardex-Kontoguthaben beträgt ...",ham,,"Hallo, Ihr Voicespin Mardex-Kontoguthaben beträgt 79,76 Euro. Falls Sie es nicht umgehend aufladen, wird es den Kreditrahmen erreichen und automatisch gesperrt. Bitte beachten Sie dies.",hebrew,google_translate_placeholder
עברית: Ben fatto INGHILTERRA! Ottieni il suoneria polifon...,spam,,"Ben fatto INGHILTERRA! Ottieni il suoneria polifonica ufficiale o la bandiera a colori sul tuo cellulare! Invia un SMS con TONE o FLAG al 84199 ORA! Per annullare l'iscrizione, invia ENG STOP. Box39822 W111WX £ 1,50",hebrew,google_translate_placeholder
עברית: Envoyez de l'argent maintenant http//bit.ly/2299...,phishing,,Envoyez de l'argent maintenant http//bit.ly/2299,hebrew,google_translate_placeholder
עברית: Penawaran anggota SavaMob minggu ini sekarang dapa...,spam,,"Penawaran anggota SavaMob minggu ini sekarang dapat diakses. Cukup hubungi 08709501522 untuk detailnya! SavaMob, POBOX 139, LA3 2WU. Hanya seharga ¬£1.50/minggu. SavaMob - menawarkan secara seluler!",hebrew,google_translate_placeholder
