text,label,original_text
הודעה: Geben Sie den Abhebungscode 1586931 nicht an andere Personen weiter.,ham,Geben Sie den Abhebungscode 1586931 nicht an andere Personen weiter.
debt relief program: get out of debt fast! התקשר 4332,spam,Debt relief program: Get out of debt fast! Call 4332
"הודעה: Selamat, kartu SIM Anda 08562XXXXXX mendapat cek tunai Rp49jt PIN (RWD2749) info CS, 085691371116 atau kunjungi www.indosat-id.jimdo.com",spam,"Selamat, kartu SIM Anda 08562XXXXXX mendapat cek tunai Rp49jt PIN (RWD2749) info CS, 085691371116 atau kunjungi www.indosat-id.jimdo.com"
דחוף: your פרס is waiting! התקשר 8574,spam,URGENT: Your prize is waiting! Call 8574
your entry won! claim $3432 cash פרס at bit.ly/123,spam,Your entry won! Claim $3432 cash prize at bit.ly/123
הודעה: Package detained at the terminal: http://ffnst.com/7DH89,phishing,Package detained at the terminal: http://ffnst.com/7DH89
win 3555 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 3555 NOW! Click tinyurl.com/abc to claim!
"הודעה: Congratulazioni, hai vinto 500 voucher CD o 125 regali garantiti e l'ingresso gratuito al sorteggio settimanale di 100. Invia un SMS con la parola MUSIC al 87066. Termini e condizioni su www.Ldew.com1win150ppmx3age16.",spam,"Congratulazioni, hai vinto 500 voucher CD o 125 regali garantiti e l'ingresso gratuito al sorteggio settimanale di 100. Invia un SMS con la parola MUSIC al 87066. Termini e condizioni su www.Ldew.com1win150ppmx3age16."
debt relief program: get out of debt fast! התקשר 2125,spam,Debt relief program: Get out of debt fast! Call 2125
your חשבון balance is $4051,ham,Your account balance is $4051
הודעה: Silakan lanjutkan dengan watt. Saya hanya ingin memastikan. Semoga Anda memiliki akhir pekan yang menyenangkan. Abiola,ham,Silakan lanjutkan dengan watt. Saya hanya ingin memastikan. Semoga Anda memiliki akhir pekan yang menyenangkan. Abiola
פרס winner! claim your $4488 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $4488 gift card at tinyurl.com/abc
חינם iphone 15! enter code 6788 at bit.ly/123,spam,FREE iPhone 15! Enter code 6788 at bit.ly/123
הודעה: Your tax refund of $4703 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $4703 is ready. Claim at goo.gl/xyz
הודעה: Your tax refund of $3973 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $3973 is ready. Claim at tinyurl.com/abc
"(and my man carlos is definitely coming by mu tonight, לא excuses)",ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
דחוף: your פרס is waiting! התקשר 6866,spam,URGENT: Your prize is waiting! Call 6866
"הודעה: Don't lose, Bro, your games can be helped by adding coins, just buy them using your phone credit, check how at http://tsel.me/jajanonline",spam,"Don't lose, Bro, your games can be helped by adding coins, just buy them using your phone credit, check how at http://tsel.me/jajanonline"
חינם iphone 15! enter code 1213 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 1213 at tinyurl.com/abc
הודעה: Netflix - Three more steps and we'll do the rest. Finish signing up here: m.netflix.com/kmuanNoboNF,ham,Netflix - Three more steps and we'll do the rest. Finish signing up here: m.netflix.com/kmuanNoboNF
debt relief program: get out of debt fast! התקשר 9740,spam,Debt relief program: Get out of debt fast! Call 9740
decision letter from tricare indonesia לא xv/2015 winner pin 8jf2177 entitled to 1 toyota yaris u/info visit www.tri-2015.webnode.com or blogspot.com,spam,Decision letter from Tricare Indonesia NO XV/2015 Winner pin 8JF2177 entitled to 1 TOYOTA YARIS U/info Visit www.tri-2015.webnode.com or blogspot.com
הודעה: Your tax refund of $843 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $843 is ready. Claim at goo.gl/xyz
חינם iphone 15! enter code 1989 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 1989 at tinyurl.com/abc
your entry won! claim $1498 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $1498 cash prize at goo.gl/xyz
your entry won! claim $2249 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $2249 cash prize at tinyurl.com/abc
דחוף: your פרס is waiting! התקשר 3920,spam,URGENT: Your prize is waiting! Call 3920
your entry won! claim $3737 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $3737 cash prize at tinyurl.com/abc
life insurance premium increases with growing age. buy 1 cr life insurance עכשיו & pay rs5390 instead of rs5603 after your b'day. apply rml.lu/kqgkgv29,spam,Life insurance premium increases with growing age. Buy 1 Cr Life Insurance now & pay Rs5390 instead of Rs5603 after your b'day. Apply rml.lu/KQgkgv29
הודעה: Your tax refund of $3415 is ready. Claim at bit.ly/123,phishing,Your tax refund of $3415 is ready. Claim at bit.ly/123
פרס winner! claim your $929 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $929 gift card at goo.gl/xyz
"turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel חינם to go ahead and smoke that $ &lt;#&gt;  worth",ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
הודעה: Your tax refund of $2279 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $2279 is ready. Claim at tinyurl.com/abc
הודעה: Your tax refund of $786 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $786 is ready. Claim at tinyurl.com/abc
debt relief program: get out of debt fast! התקשר 9448,spam,Debt relief program: Get out of debt fast! Call 9448
חינם iphone 15! enter code 2188 at bit.ly/123,spam,FREE iPhone 15! Enter code 2188 at bit.ly/123
win 4808 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 4808 NOW! Click bit.ly/123 to claim!
your entry won! claim $4780 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $4780 cash prize at goo.gl/xyz
חינם iphone 15! enter code 2800 at bit.ly/123,spam,FREE iPhone 15! Enter code 2800 at bit.ly/123
debt relief program: get out of debt fast! התקשר 3599,spam,Debt relief program: Get out of debt fast! Call 3599
הודעה: Your tax refund of $3728 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $3728 is ready. Claim at tinyurl.com/abc
your package could not be delivered due to unpaid customs fee. pay עכשיו at www.postal-service.com/fees/13,phishing,Your package could not be delivered due to unpaid customs fee. Pay now at www.postal-service.com/fees/13
rt-king pro video club>> need help? info@ringtoneking.co.uk or התקשר 08701237397 you must be 16+ club credits redeemable at www.ringtoneking.co.uk! enjoy!,spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
הודעה: Anda perlu mengirim uang ke IRS SEKARANG di https://tinyurl.com/8950,spam,Anda perlu mengirim uang ke IRS SEKARANG di https://tinyurl.com/8950
חינם iphone 15! enter code 6562 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 6562 at tinyurl.com/abc
חינם iphone 15! enter code 7943 at bit.ly/123,spam,FREE iPhone 15! Enter code 7943 at bit.ly/123
הודעה: Package being held at the terminal: http://ffnst.com/7DH450,phishing,Package being held at the terminal: http://ffnst.com/7DH450
פרס winner! claim your $2388 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $2388 gift card at tinyurl.com/abc
your entry won! claim $4183 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $4183 cash prize at tinyurl.com/abc
התקשר 8496 for customer support,ham,Call 8496 for customer support
debt relief program: get out of debt fast! התקשר 7290,spam,Debt relief program: Get out of debt fast! Call 7290
הודעה: Your tax refund of $2580 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $2580 is ready. Claim at goo.gl/xyz
הודעה: Your order #7120 has been shipped.,ham,Your order #7120 has been shipped.
your entry won! claim $4361 cash פרס at bit.ly/123,spam,Your entry won! Claim $4361 cash prize at bit.ly/123
הודעה: Your payment of $4182 was processed,ham,Your payment of $4182 was processed
דחוף: your פרס is waiting! התקשר 5826,spam,URGENT: Your prize is waiting! Call 5826
hot summer sale! buy one get one חינם on all beachwear at trendystyles. shop עכשיו at www.trendystyles.com/sale27,spam,Hot Summer Sale! Buy one get one free on all beachwear at TrendyStyles. Shop now at www.trendystyles.com/sale27
הודעה: Package detained at the terminal: http://ffnst.com/7DH684,phishing,Package detained at the terminal: http://ffnst.com/7DH684
הודעה: Package held at the terminal: http://ffnst.com/7DH975,phishing,Package held at the terminal: http://ffnst.com/7DH975
your entry won! claim $2902 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $2902 cash prize at goo.gl/xyz
הודעה: K...k:)why cant you come here and search job:),ham,K...k:)why cant you come here and search job:)
הודעה: Mit deinem XL Axiata-Handy kannst du sofort mit XL im Internet surfen.,spam,Mit deinem XL Axiata-Handy kannst du sofort mit XL im Internet surfen.
הודעה: Your tax refund of $2080 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $2080 is ready. Claim at goo.gl/xyz
הודעה: Your payment of $638 was processed,ham,Your payment of $638 was processed
win 3361 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 3361 NOW! Click tinyurl.com/abc to claim!
re your התקשר; you didn't see my facebook huh?,ham,Re your call; You didn't see my facebook huh?
הודעה: Your tax refund of $2854 is ready. Claim at bit.ly/123,phishing,Your tax refund of $2854 is ready. Claim at bit.ly/123
הודעה: Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
debt relief program: get out of debt fast! התקשר 5423,spam,Debt relief program: Get out of debt fast! Call 5423
you have been specially selected to receive a 2000 pound award! התקשר 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo,spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
pt.tri לא.v11-3/16 slamat לא.simcard anda mraih cek tunai rp.35jt program isi ulang pulsa pin:m902cx8j info klik: www.bonus3tri.com,spam,PT.TRI No.V11-3/16 Slamat No.SimCARD Anda mraih CEK TUNAI Rp.35Jt Program ISI ULANG PULSA Pin:M902CX8J Info Klik: www.Bonus3tri.com
פרס winner! claim your $3508 gift card at bit.ly/123,phishing,Prize winner! Claim your $3508 gift card at bit.ly/123
your חשבון balance is $1415,ham,Your account balance is $1415
win 3312 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 3312 NOW! Click bit.ly/123 to claim!
דחוף: your פרס is waiting! התקשר 1985,spam,URGENT: Your prize is waiting! Call 1985
הודעה: Your tax refund of $4220 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $4220 is ready. Claim at tinyurl.com/abc
your חשבון balance is $4156,ham,Your account balance is $4156
הודעה: Ihr Bumble-Registrierungscode lautet 047774. Bitte teilen Sie diesen Code niemandem mit.,ham,Ihr Bumble-Registrierungscode lautet 047774. Bitte teilen Sie diesen Code niemandem mit.
your חשבון balance is $903,ham,Your account balance is $903
חינם iphone 15! enter code 7015 at bit.ly/123,spam,FREE iPhone 15! Enter code 7015 at bit.ly/123
your חשבון balance is $2973,ham,Your account balance is $2973
הודעה: Microsoft: Kata sandi telah diubah untuk ***********31. Bukan Anda? https://aka.ms/alcr,ham,Microsoft: Kata sandi telah diubah untuk ***********31. Bukan Anda? https://aka.ms/alcr
debt relief program: get out of debt fast! התקשר 1089,spam,Debt relief program: Get out of debt fast! Call 1089
פרס winner! claim your $4218 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $4218 gift card at tinyurl.com/abc
"הודעה: Catatan Penting: Informasi pribadi Anda di General Directorate of Residency and Foreigners Affairs belum lengkap, harap kunjungi tautan di bawah ini untuk melakukan pembaharuan informasi. Atau kami akan mencegah Anda meninggalkan negara ini dan memberlakukan denda sebesar 50.000 Dirham Uni Emirat Arab. Mohon perbarui informasi Anda untuk menghindari denda yang tinggi: https://bit.ly/ACD23344",phishing,"Catatan Penting: Informasi pribadi Anda di General Directorate of Residency and Foreigners Affairs belum lengkap, harap kunjungi tautan di bawah ini untuk melakukan pembaharuan informasi. Atau kami akan mencegah Anda meninggalkan negara ini dan memberlakukan denda sebesar 50.000 Dirham Uni Emirat Arab. Mohon perbarui informasi Anda untuk menghindari denda yang tinggi: https://bit.ly/ACD23344"
הודעה: Your tax refund of $3837 is ready. Claim at bit.ly/123,phishing,Your tax refund of $3837 is ready. Claim at bit.ly/123
"modal usaha : solusi keuangan anda hanya copy ktp, kartu kredit, npwp, לא rek pribdi bisa dapat 125 - 200 jt dr בנק hub lia di 085710489257 082112755426 91066949",spam,"MODAL USAHA : Solusi keuangan anda hanya copy ktp, kartu kredit, npwp, no rek pribdi bisa dapat 125 - 200 jt dr bank hub LIA di 085710489257 082112755426 91066949"
פרס winner! claim your $3690 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $3690 gift card at goo.gl/xyz
הודעה: Your payment of $2409 was processed,ham,Your payment of $2409 was processed
פרס winner! claim your $3561 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $3561 gift card at tinyurl.com/abc
your entry won! claim $751 cash פרס at bit.ly/123,spam,Your entry won! Claim $751 cash prize at bit.ly/123
לא translation - the term is inappropriate and offensive.,ham,No translation - The term is inappropriate and offensive.
חינם iphone 15! enter code 2178 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 2178 at goo.gl/xyz
הודעה: Your verification code is 9407,ham,Your verification code is 9407
you need to send money the irs עכשיו at https://tinyurl.com/9040,spam,You need to send money the IRS NOW at https://tinyurl.com/9040
פרס winner! claim your $3569 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $3569 gift card at goo.gl/xyz
"הודעה: Halo, Ulang tahun Anda akan segera tiba. Saatnya membeli Rencana 1 Cr Term seharga Rs.5390 daripada membayar Rs.5603 setelah ulang tahun. Klik rml.lu/Cvs559Y39",spam,"Halo, Ulang tahun Anda akan segera tiba. Saatnya membeli Rencana 1 Cr Term seharga Rs.5390 daripada membayar Rs.5603 setelah ulang tahun. Klik rml.lu/Cvs559Y39"
debt relief program: get out of debt fast! התקשר 2091,spam,Debt relief program: Get out of debt fast! Call 2091
"הודעה: That's what I love to hear :V see you sundayish, then",ham,"That's what I love to hear :V see you sundayish, then"
הודעה: Package is held at the terminal:  http://ffnst.com/7DH982,phishing,Package is held at the terminal:  http://ffnst.com/7DH982
הודעה: Your tax refund of $2798 is ready. Claim at bit.ly/123,phishing,Your tax refund of $2798 is ready. Claim at bit.ly/123
your חשבון balance is $1775,ham,Your account balance is $1775
חינם iphone 15! enter code 6243 at bit.ly/123,spam,FREE iPhone 15! Enter code 6243 at bit.ly/123
win 2062 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 2062 NOW! Click tinyurl.com/abc to claim!
"הודעה: Selamat, Anda telah diberikan 500 voucer CD atau 125 hadiah yang dijamin & Gratis masuk ke undian mingguan 100. Kirim SMS MUSIK ke 87066",spam,"Selamat, Anda telah diberikan 500 voucer CD atau 125 hadiah yang dijamin & Gratis masuk ke undian mingguan 100. Kirim SMS MUSIK ke 87066"
פרס winner! claim your $896 gift card at bit.ly/123,phishing,Prize winner! Claim your $896 gift card at bit.ly/123
הודעה: Apakah Anda masih memiliki pelajaran? Apakah Anda sedang di sekolah?,ham,Apakah Anda masih memiliki pelajaran? Apakah Anda sedang di sekolah?
הודעה: Boo. How's things? I'm back at home and a little bored already :-(,ham,Boo. How's things? I'm back at home and a little bored already :-(
הודעה: Package detained at the terminal: http://ffnst.com/7DH2,phishing,Package detained at the terminal: http://ffnst.com/7DH2
הודעה: Your verification code is 8327,ham,Your verification code is 8327
הודעה: Your tax refund of $873 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $873 is ready. Claim at goo.gl/xyz
debt relief program: get out of debt fast! התקשר 8429,spam,Debt relief program: Get out of debt fast! Call 8429
הודעה: Premi asuransi jiwa meningkat seiring bertambahnya usia. Beli Asuransi Jiwa 1 Cr sekarang & bayar Rs5390 daripada Rs5603 setelah ulang tahun Anda.  Apply rml.lu/KQgkgv6,spam,Premi asuransi jiwa meningkat seiring bertambahnya usia. Beli Asuransi Jiwa 1 Cr sekarang & bayar Rs5390 daripada Rs5603 setelah ulang tahun Anda.  Apply rml.lu/KQgkgv6
debt relief program: get out of debt fast! התקשר 2961,spam,Debt relief program: Get out of debt fast! Call 2961
פרס winner! claim your $2169 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $2169 gift card at goo.gl/xyz
הודעה: Your tax refund of $3720 is ready. Claim at bit.ly/123,phishing,Your tax refund of $3720 is ready. Claim at bit.ly/123
הודעה: Apakah Anda bisa menyesuaikan nama1 dengan basis data lama yang saya miliki yang masih mengalami anomali?,ham,Apakah Anda bisa menyesuaikan nama1 dengan basis data lama yang saya miliki yang masih mengalami anomali?
התקשר 6661 for customer support,ham,Call 6661 for customer support
הודעה: Your payment of $743 was processed,ham,Your payment of $743 was processed
הודעה: (You didn't hear it from me),ham,(You didn't hear it from me)
פרס winner! claim your $4301 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $4301 gift card at tinyurl.com/abc
your entry won! claim $1070 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $1070 cash prize at tinyurl.com/abc
your entry won! claim $1259 cash פרס at bit.ly/123,spam,Your entry won! Claim $1259 cash prize at bit.ly/123
הודעה: Top up your TCASH balance and enjoy various promos at TCASH partner merchants! Check out the latest TCASH promos at tsel.me/tappromo,spam,Top up your TCASH balance and enjoy various promos at TCASH partner merchants! Check out the latest TCASH promos at tsel.me/tappromo
win 588 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 588 NOW! Click bit.ly/123 to claim!
הודעה: Pengusiran ganda minggu ini - Spiral dan Michael dan baiklah sudah pergi dari sana!,ham,Pengusiran ganda minggu ini - Spiral dan Michael dan baiklah sudah pergi dari sana!
הודעה: Your tax refund of $1262 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $1262 is ready. Claim at tinyurl.com/abc
חינם iphone 15! enter code 4162 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 4162 at tinyurl.com/abc
your entry won! claim $4730 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $4730 cash prize at tinyurl.com/abc
"הודעה: Seseorang telah menghubungi layanan kencan kami dan memasukkan nomor telepon Anda karena tertarik pada Anda! Untuk mengetahui siapa dia, hubungi dari telepon rumah ke 09111032124. PoBox12n146tf150p",spam,"Seseorang telah menghubungi layanan kencan kami dan memasukkan nomor telepon Anda karena tertarik pada Anda! Untuk mengetahui siapa dia, hubungi dari telepon rumah ke 09111032124. PoBox12n146tf150p"
your חשבון balance is $4789,ham,Your account balance is $4789
your entry won! claim $1360 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $1360 cash prize at goo.gl/xyz
דחוף: your פרס is waiting! התקשר 4303,spam,URGENT: Your prize is waiting! Call 4303
פרס winner! claim your $3843 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $3843 gift card at goo.gl/xyz
הודעה: Your payment of $1431 was processed,ham,Your payment of $1431 was processed
your entry won! claim $855 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $855 cash prize at tinyurl.com/abc
חינם iphone 15! enter code 4080 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 4080 at tinyurl.com/abc
your entry won! claim $1825 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $1825 cash prize at goo.gl/xyz
you need to send money the irs עכשיו at https://tinyurl.com/9053,spam,You need to send money the IRS NOW at https://tinyurl.com/9053
חינם iphone 15! enter code 4137 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 4137 at tinyurl.com/abc
חינם iphone 15! enter code 7932 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 7932 at tinyurl.com/abc
דחוף: your פרס is waiting! התקשר 8350,spam,URGENT: Your prize is waiting! Call 8350
הודעה: Package being held at the terminal: http://ffnst.com/7DH400,phishing,Package being held at the terminal: http://ffnst.com/7DH400
הודעה: Beli 2 Gratis 1 atau beli 1 Diskon 25% tiket Kampung Gajah Wonderland Bandung s.d 31 Mei 2013. Tunjukkan SMS kpd Petugas .Info: www.indosat.com/kampunggajah,spam,Beli 2 Gratis 1 atau beli 1 Diskon 25% tiket Kampung Gajah Wonderland Bandung s.d 31 Mei 2013. Tunjukkan SMS kpd Petugas .Info: www.indosat.com/kampunggajah
ur cash-balance is currently 500 pounds - to maximize ur cash-in עכשיו send go to 86688 only 150p/msg. cc 08718720201 hg/suite342/2lands row/w1j6hl,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
פרס winner! claim your $4095 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $4095 gift card at goo.gl/xyz
הודעה: Package held at the terminal: http://ffnst.com/7DH461,phishing,Package held at the terminal: http://ffnst.com/7DH461
הודעה: Kode registrasi Bumble Anda adalah 204965. Tolong jangan beritahu kode ini kepada siapapun.,ham,Kode registrasi Bumble Anda adalah 204965. Tolong jangan beritahu kode ini kepada siapapun.
דחוף: your פרס is waiting! התקשר 1714,spam,URGENT: Your prize is waiting! Call 1714
הודעה: Your tax refund of $4628 is ready. Claim at bit.ly/123,phishing,Your tax refund of $4628 is ready. Claim at bit.ly/123
חינם iphone 15! enter code 1569 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 1569 at tinyurl.com/abc
debt relief program: get out of debt fast! התקשר 8101,spam,Debt relief program: Get out of debt fast! Call 8101
הודעה: Your tax refund of $1843 is ready. Claim at bit.ly/123,phishing,Your tax refund of $1843 is ready. Claim at bit.ly/123
חינם iphone 15! enter code 4754 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 4754 at goo.gl/xyz
your entry won! claim $2967 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $2967 cash prize at goo.gl/xyz
הודעה: Package held at the terminal: http://ffnst.com/7DH524,phishing,Package held at the terminal: http://ffnst.com/7DH524
דחוף: your פרס is waiting! התקשר 4607,spam,URGENT: Your prize is waiting! Call 4607
apple notification. your apple icloud id expires היום. log in to prevent deletion http://apple.id/ user-auth/online,phishing,Apple Notification. Your Apple iCloud ID expires today. Log in to prevent deletion http://apple.id/ user-auth/online
התקשר 5146 for customer support,ham,Call 5146 for customer support
i got a התקשר from a landline number. . . i am asked to come to anna nagar . . . i will go in the afternoon,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
הודעה: Your tax refund of $4279 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $4279 is ready. Claim at tinyurl.com/abc
debt relief program: get out of debt fast! התקשר 8299,spam,Debt relief program: Get out of debt fast! Call 8299
debt relief program: get out of debt fast! התקשר 6433,spam,Debt relief program: Get out of debt fast! Call 6433
הודעה: Apakah Anda sudah mulai di Skye?,ham,Apakah Anda sudah mulai di Skye?
דחוף: your פרס is waiting! התקשר 4511,spam,URGENT: Your prize is waiting! Call 4511
הודעה: Your tax refund of $836 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $836 is ready. Claim at goo.gl/xyz
your entry won! claim $1131 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $1131 cash prize at goo.gl/xyz
פרס winner! claim your $3913 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $3913 gift card at tinyurl.com/abc
פרס winner! claim your $4016 gift card at bit.ly/123,phishing,Prize winner! Claim your $4016 gift card at bit.ly/123
הודעה: Your verification code is 1193,ham,Your verification code is 1193
הודעה: Your tax refund of $2095 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $2095 is ready. Claim at tinyurl.com/abc
פרס winner! claim your $1471 gift card at bit.ly/123,phishing,Prize winner! Claim your $1471 gift card at bit.ly/123
הודעה: Your tax refund of $546 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $546 is ready. Claim at tinyurl.com/abc
"הודעה: Saya mohon maaf, saya tidak bisa membuka tautan yang diberikan. Bisakah saya membantu Anda dengan pertanyaan atau informasi lain?",spam,"Saya mohon maaf, saya tidak bisa membuka tautan yang diberikan. Bisakah saya membantu Anda dengan pertanyaan atau informasi lain?"
debt relief program: get out of debt fast! התקשר 8822,spam,Debt relief program: Get out of debt fast! Call 8822
הודעה: The package has been held at the terminal: http://ffnst.com/7DH573,phishing,The package has been held at the terminal: http://ffnst.com/7DH573
הודעה: Grande! Quindi cosa ti attrae nei fratelli?,ham,Grande! Quindi cosa ti attrae nei fratelli?
win 4276 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 4276 NOW! Click tinyurl.com/abc to claim!
"הודעה: Perbarui ponsel Anda dengan koleksi Halloween logo dan pesan gambar nokia plus nada dering misterius GRATIS, kirim CARD SPOOK ke 8007",spam,"Perbarui ponsel Anda dengan koleksi Halloween logo dan pesan gambar nokia plus nada dering misterius GRATIS, kirim CARD SPOOK ke 8007"
הודעה: Your tax refund of $4208 is ready. Claim at bit.ly/123,phishing,Your tax refund of $4208 is ready. Claim at bit.ly/123
דחוף: your פרס is waiting! התקשר 5917,spam,URGENT: Your prize is waiting! Call 5917
דחוף: your פרס is waiting! התקשר 4251,spam,URGENT: Your prize is waiting! Call 4251
"הודעה: Dapatkan Segera TIKET Murah & Promo DiTRAVEL Kmi,Untuk Penerbangan Domestik & Internasional ONLINE BOOKING 24 Jam Anda Berminat Hub:085318303276",spam,"Dapatkan Segera TIKET Murah & Promo DiTRAVEL Kmi,Untuk Penerbangan Domestik & Internasional ONLINE BOOKING 24 Jam Anda Berminat Hub:085318303276"
הודעה: These were my exact intentions,ham,These were my exact intentions
הודעה: Saya tidak bisa terus berbicara dengan orang lain jika saya tidak yakin bisa membayar mereka jika mereka menyetujui harga. Jadi tolong katakan kepada saya apa yang ingin Anda benar-benar beli dan berapa yang Anda bersedia bayar.,ham,Saya tidak bisa terus berbicara dengan orang lain jika saya tidak yakin bisa membayar mereka jika mereka menyetujui harga. Jadi tolong katakan kepada saya apa yang ingin Anda benar-benar beli dan berapa yang Anda bersedia bayar.
חינם iphone 15! enter code 5683 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 5683 at goo.gl/xyz
your entry won! claim $1905 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $1905 cash prize at goo.gl/xyz
הודעה: Your tax refund of $3857 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $3857 is ready. Claim at tinyurl.com/abc
הודעה: Va bene ma non troppo presto. Sto ancora partecipando a una riunione di progetto adesso.,ham,Va bene ma non troppo presto. Sto ancora partecipando a una riunione di progetto adesso.
debt relief program: get out of debt fast! התקשר 1117,spam,Debt relief program: Get out of debt fast! Call 1117
הודעה: Your verification code is 1584,ham,Your verification code is 1584
התקשר 3700 for customer support,ham,Call 3700 for customer support
הודעה: Your tax refund of $3826 is ready. Claim at bit.ly/123,phishing,Your tax refund of $3826 is ready. Claim at bit.ly/123
חינם iphone 15! enter code 2806 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 2806 at goo.gl/xyz
linkedin: anna viewed your profile. connect עכשיו: goo.gl/xyz,phishing,LinkedIn: Anna viewed your profile. Connect now: goo.gl/xyz
לא translation for this שלח הודעה,spam,No translation for this text
הודעה: Anda perlu segera mengirim uang kepada IRS SEKARANG di https://tinyurl.com/9028,spam,Anda perlu segera mengirim uang kepada IRS SEKARANG di https://tinyurl.com/9028
הודעה: Your order #5947 has been shipped.,ham,Your order #5947 has been shipped.
your entry won! claim $2995 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $2995 cash prize at tinyurl.com/abc
your חשבון balance is $585,ham,Your account balance is $585
your entry won! claim $1972 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $1972 cash prize at goo.gl/xyz
