text,label,original_text,language,translation_method,source_index
עברית : ¡ Acabo de enviar de nuevo ! ¿ Gritas y gimes en la c . . .,ham,עברית: ¡Acabo de enviar de nuevo! ¿Gritas y gimes en la c...,hebrew,rule_based,7646
עברית : זכייה winner ! קבל your $ 2705 gift card at bit . ly . . .,phishing,עברית: Prize winner! Claim your $2705 gift card at bit.ly...,hebrew,rule_based,7647
עברית : Pesan resmi dari 3care Bahwa saya mendapatkan undi . . .,spam,עברית: Pesan resmi dari 3care Bahwa saya mendapatkan undi...,hebrew,rule_based,7648
עברית : מתנה winner ! דרוש your $ 1940 gift card at bit . ly . . .,phishing,עברית: Prize winner! Claim your $1940 gift card at bit.ly...,hebrew,rule_based,7649
עברית : Package held at terminal : http : / / ffnst . com / 7DH386 . . .,phishing,עברית: Package held at terminal: http://ffnst.com/7DH386...,hebrew,rule_based,7650
עברית : Debt relief program : Get out of debt fast ! צור קשר 99 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 99...,hebrew,rule_based,7651
"עברית : Ich mache mich gerade fertig , um das Haus zu verla . . .",ham,"עברית: Ich mache mich gerade fertig, um das Haus zu verla...",hebrew,rule_based,7652
עברית : Sende jetzt Geld : http / / bit . ly / 2630 . . .,phishing,עברית: Sende jetzt Geld: http//bit.ly/2630...,hebrew,rule_based,7653
"עברית : Oh , okay . . . wo hast du den Test gemacht ? . . .",ham,"עברית: Oh, okay...wo hast du den Test gemacht?...",hebrew,rule_based,7654
עברית : Congratulazioni ! Hai vinto un premio di Rp . 75 mil . . .,spam,עברית: Congratulazioni! Hai vinto un premio di Rp. 75 mil...,hebrew,rule_based,7655
עברית : זכה 574 מייד ! Click bit . ly / 123 to תבע ! . . .,spam,עברית: WIN 574 NOW! Click bit.ly/123 to claim!...,hebrew,rule_based,7656
עברית : ניצח 1822 עכשיו ! Click tinyurl . com / abc to דרוש ! . . .,spam,עברית: WIN 1822 NOW! Click tinyurl.com/abc to claim!...,hebrew,rule_based,7657
עברית : Your payment of $ 4743 was processed . . .,ham,עברית: Your payment of $4743 was processed...,hebrew,rule_based,7658
עברית : Sende jetzt Geld . http / / bit . ly / 2458 . . .,phishing,עברית: Sende jetzt Geld. http//bit.ly/2458...,hebrew,rule_based,7659
עברית : זכה 1076 עכשיו ! Click goo . gl / xyz to קבל ! . . .,spam,עברית: WIN 1076 NOW! Click goo.gl/xyz to claim!...,hebrew,rule_based,7660
עברית : Package di Terminal ditahan : http : / / ffnst . com / 7DH5 . . .,phishing,עברית: Package di Terminal ditahan: http://ffnst.com/7DH5...,hebrew,rule_based,7661
עברית : Kirim uang sekarang http / / bit . ly / 2814 . . .,phishing,עברית: Kirim uang sekarang http//bit.ly/2814...,hebrew,rule_based,7662
עברית : מתנה winner ! דרוש your $ 1638 gift card at tinyur . . .,phishing,עברית: Prize winner! Claim your $1638 gift card at tinyur...,hebrew,rule_based,7663
עברית : פרס winner ! תבע your $ 2847 gift card at goo . gl . . .,phishing,עברית: Prize winner! Claim your $2847 gift card at goo.gl...,hebrew,rule_based,7664
עברית : ¡ Quiz del sol ! Gana un súper grabador de DVD Sony . . .,spam,עברית: ¡Quiz del sol! Gana un súper grabador de DVD Sony ...,hebrew,rule_based,7665
עברית : Fine sto semplicemente seduto . . . .,ham,עברית: Fine sto semplicemente seduto....,hebrew,rule_based,7666
עברית : I uploaded mine to Facebook . . .,ham,עברית: I uploaded mine to Facebook...,hebrew,rule_based,7667
עברית : Non riceverai più messaggi dal servizio di chat . P . . .,spam,עברית: Non riceverai più messaggi dal servizio di chat. P...,hebrew,rule_based,7668
עברית : Chiamerò ora caro mentre mangio . . . .,ham,עברית: Chiamerò ora caro mentre mangio....,hebrew,rule_based,7669
עברית : מיידי : Your זכייה is waiting ! צור קשר 8988 . . .,spam,עברית: URGENT: Your prize is waiting! Call 8988...,hebrew,rule_based,7670
עברית : 8007 25p 4 Lagu Children in Need Alfie Moon di pon . . .,spam,עברית: 8007 25p 4 Lagu Children in Need Alfie Moon di pon...,hebrew,rule_based,7671
"עברית : Va bene , potrei passare stasera allora se la mia l . . .",ham,"עברית: Va bene, potrei passare stasera allora se la mia l...",hebrew,rule_based,7672
עברית : Devi inviare denaro all ' IRS ADESSO su https : / / tiny . . .,spam,עברית: Devi inviare denaro all'IRS ADESSO su https://tiny...,hebrew,rule_based,7673
עברית : Work from home : Earn $ 4070 / hour ! Start כיום : goo . . . .,spam,עברית: Work from home: Earn $4070/hour! Start today: goo....,hebrew,rule_based,7674
עברית : Your entry זכית ב ! קבל $ 4446 מזומן פרס at bit . ly / 1 . . .,spam,עברית: Your entry won! Claim $4446 cash prize at bit.ly/1...,hebrew,rule_based,7675
עברית : Kirim Uang Sekarang http / / bit . ly / 2149 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/2149...,hebrew,rule_based,7676
עברית : Warnung : Ihre Apple ID wird an einem anderen Ort v . . .,phishing,עברית: Warnung: Ihre Apple ID wird an einem anderen Ort v...,hebrew,rule_based,7677
עברית : Also andros hielo etc etc . . . .,ham,עברית: Also andros hielo etc etc....,hebrew,rule_based,7678
עברית : OTP ShopeePay : GEBEN Sie diesen Code in KEINEM Fal . . .,ham,עברית: OTP ShopeePay: GEBEN Sie diesen Code in KEINEM Fal...,hebrew,rule_based,7679
עברית : Kirim Uang Sekarang http : / / bit . ly / 2817 . . .,phishing,עברית: Kirim Uang Sekarang http://bit.ly/2817...,hebrew,rule_based,7680
עברית : < Inoltrato da 88877 > Inserimento GRATUITO nel nost . . .,spam,עברית: <Inoltrato da 88877> Inserimento GRATUITO nel nost...,hebrew,rule_based,7681
עברית : Sende jetzt Geld http / / bit . ly / 1421 . . .,phishing,עברית: Sende jetzt Geld http//bit.ly/1421...,hebrew,rule_based,7682
"עברית : Wir haben versucht , Sie bezüglich Ihrer Antwort au . . .",spam,"עברית: Wir haben versucht, Sie bezüglich Ihrer Antwort au...",hebrew,rule_based,7683
עברית : Invia denaro ora http / / bit . ly / 1637 . . .,phishing,עברית: Invia denaro ora http//bit.ly/1637...,hebrew,rule_based,7684
עברית : WhatsApp : New אבטחה code : 6814 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 6814. Don't share it....,hebrew,rule_based,7685
"עברית : Baiklah , maka saya akan memberitahunya nanti dan m . . .",ham,"עברית: Baiklah, maka saya akan memberitahunya nanti dan m...",hebrew,rule_based,7686
עברית : Your verification code is 1089 . . .,ham,עברית: Your verification code is 1089...,hebrew,rule_based,7687
"עברית : Silakan masukkan kode verifikasi : 899079 , untuk me . . .",ham,"עברית: Silakan masukkan kode verifikasi: 899079, untuk me...",hebrew,rule_based,7688
"עברית : Willkommen bei Select , einem O2 - Service mit zusätz . . .",spam,"עברית: Willkommen bei Select, einem O2-Service mit zusätz...",hebrew,rule_based,7689
עברית : בחינם iPhone 15 ! Enter code 9288 at tinyurl . com / abc . . .,spam,עברית: FREE iPhone 15! Enter code 9288 at tinyurl.com/abc...,hebrew,rule_based,7690
עברית : ¡ Felicidades ! Nokia 3650 teléfono con cámara de vi . . .,spam,עברית: ¡Felicidades! Nokia 3650 teléfono con cámara de vi...,hebrew,rule_based,7691
עברית : Chat TEXTBUDDY baru menawarkan 2 pria horny di dae . . .,spam,עברית: Chat TEXTBUDDY baru menawarkan 2 pria horny di dae...,hebrew,rule_based,7692
עברית : 🎉 CONGRATS ! את זכית ב $ 4766 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $4766 Amazon gift card! Redeem...,hebrew,rule_based,7693
עברית : Your entry זכית ב ! קבל $ 2467 מזומן פרס at goo . gl / x . . .,spam,עברית: Your entry won! Claim $2467 cash prize at goo.gl/x...,hebrew,rule_based,7694
עברית : חשבון בנק of America : מוזר charge of $ 2583 . Revie . . .,phishing,עברית: Bank of America: Suspicious charge of $2583. Revie...,hebrew,rule_based,7695
עברית : Job מבצע : Earn $ 2069 / month . Apply at bit . ly / 123 . . .,phishing,עברית: Job offer: Earn $2069/month. Apply at bit.ly/123...,hebrew,rule_based,7696
עברית : Entrada gratuita al concurso semanal de gr8prizes . . .,spam,עברית: Entrada gratuita al concurso semanal de gr8prizes ...,hebrew,rule_based,7697
עברית : Package detained at the terminal : http : / / ffnst . com . . .,phishing,עברית: Package detained at the terminal: http://ffnst.com...,hebrew,rule_based,7698
עברית : I was just callin to say שלום . Take care bruv ! . . .,ham,עברית: I was just callin to say hi. Take care bruv!...,hebrew,rule_based,7699
עברית : Your daily הודע from me ‚ Äì a favour this time . . .,ham,עברית: Your daily text from me ‚Äì a favour this time...,hebrew,rule_based,7700
עברית : Your חשבון בנק balance is $ 1463 . . .,ham,עברית: Your account balance is $1463...,hebrew,rule_based,7701
עברית : 🎉 CONGRATS ! אתם ניצחת $ 4083 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $4083 Amazon gift card! Redeem...,hebrew,rule_based,7702
עברית : WhatsApp : New ביטחון code : 3519 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 3519. Don't share it....,hebrew,rule_based,7703
עברית : WhatsApp : New ביטחון code : 6978 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 6978. Don't share it....,hebrew,rule_based,7704
עברית : דחוף : Your זכייה is waiting ! חייג 6268 . . .,spam,עברית: URGENT: Your prize is waiting! Call 6268...,hebrew,rule_based,7705
עברית : ללא תשלום iPhone 15 ! Enter code 9329 at tinyurl . com / abc . . .,spam,עברית: FREE iPhone 15! Enter code 9329 at tinyurl.com/abc...,hebrew,rule_based,7706
עברית : K . : ) אתם are the only girl waiting in reception ah ? . . .,ham,עברית: K.:)you are the only girl waiting in reception ah?...,hebrew,rule_based,7707
עברית : Aujourd ' hui ! ! BRONET Spécial 4 Go ( 2 Go 24h + 2 G . . .,spam,עברית: Aujourd'hui !! BRONET Spécial 4 Go (2 Go 24h + 2 G...,hebrew,rule_based,7708
עברית : זכייה winner ! קבל your $ 3180 gift card at bit . ly . . .,phishing,עברית: Prize winner! Claim your $3180 gift card at bit.ly...,hebrew,rule_based,7709
עברית : Invia denaro ora http / / bit . ly / 2201 . . .,phishing,עברית: Invia denaro ora http//bit.ly/2201...,hebrew,rule_based,7710
עברית : Your verification code is 1223 . . .,ham,עברית: Your verification code is 1223...,hebrew,rule_based,7711
עברית : Envía dinero ahora http / / bit . ly / 2695 . . .,phishing,עברית: Envía dinero ahora http//bit.ly/2695...,hebrew,rule_based,7712
עברית : Attiva iRing Coboy Jr - Terhebat . Premi * 808 * 7 # . I . . .,spam,עברית: Attiva iRing Coboy Jr - Terhebat. Premi *808*7#. I...,hebrew,rule_based,7713
עברית : SHOPEE : Utilisez le code OTP 289597 POUR CRÉER UN . . .,ham,עברית: SHOPEE: Utilisez le code OTP 289597 POUR CRÉER UN ...,hebrew,rule_based,7714
"עברית : Dein Plan war es , sorglos mit mir zu IKEA zu gehen . . .",ham,"עברית: Dein Plan war es, sorglos mit mir zu IKEA zu gehen...",hebrew,rule_based,7715
עברית : Se le ha otorgado un City Break y podría GANAR una . . .,spam,עברית: Se le ha otorgado un City Break y podría GANAR una...,hebrew,rule_based,7716
עברית : Kirim Uang Sekarang http / / bit . ly / 2542 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/2542...,hebrew,rule_based,7717
עברית : WERBEAKTION ZUM FEST . Motorrad - und Ölservice - Pake . . .,spam,עברית: WERBEAKTION ZUM FEST. Motorrad- und Ölservice-Pake...,hebrew,rule_based,7718
עברית : ניצח 1323 עכשיו ! Click bit . ly / 123 to קבל ! . . .,spam,עברית: WIN 1323 NOW! Click bit.ly/123 to claim!...,hebrew,rule_based,7719
עברית : ( aytd2773838383 https : / / goo . gl / 783056 . . .,spam,עברית: (aytd2773838383 https://goo.gl/783056...,hebrew,rule_based,7720
עברית : Vous devez envoyer de l ' argent à l ' IRS MAINTENANT . . .,spam,עברית: Vous devez envoyer de l'argent à l'IRS MAINTENANT ...,hebrew,rule_based,7721
עברית : Angleterre contre Macédoine - ne manquez pas les b . . .,spam,עברית: Angleterre contre Macédoine - ne manquez pas les b...,hebrew,rule_based,7722
"עברית : ¡ Hola , su saldo de cuenta de Voicespin KUZEY_GRUP . . .",ham,"עברית: ¡Hola, su saldo de cuenta de Voicespin KUZEY_GRUP ...",hebrew,rule_based,7723
עברית : Comment vas - tu ? Tu me manques ! . . .,ham,עברית: Comment vas-tu? Tu me manques!...,hebrew,rule_based,7724
עברית : Paquete detenido en terminal : http : / / ffnst . com / 7DH . . .,phishing,עברית: Paquete detenido en terminal: http://ffnst.com/7DH...,hebrew,rule_based,7725
עברית : Invia denaro ora http / / bit . ly / 2833 . . .,phishing,עברית: Invia denaro ora http//bit.ly/2833...,hebrew,rule_based,7726
עברית : Enviar dinero ahora http / / bit . ly / 1284 . . .,phishing,עברית: Enviar dinero ahora http//bit.ly/1284...,hebrew,rule_based,7727
עברית : Package is held at the terminal : http : / / ffnst . com / . . .,phishing,עברית: Package is held at the terminal: http://ffnst.com/...,hebrew,rule_based,7728
עברית : Nel modo in cui Raditya Dika vede le persone muta . . .,ham,עברית: Nel modo in cui Raditya Dika vede le persone muta ...,hebrew,rule_based,7729
עברית : Send Money מיד http / / bit . ly / 2553 . . .,phishing,עברית: Send Money Now http//bit.ly/2553...,hebrew,rule_based,7730
עברית : זכית 4386 מיד ! Click tinyurl . com / abc to קבל ! . . .,spam,עברית: WIN 4386 NOW! Click tinyurl.com/abc to claim!...,hebrew,rule_based,7731
עברית : Send Money עכשיו http / / bit . ly / 1163 . . .,phishing,עברית: Send Money Now http//bit.ly/1163...,hebrew,rule_based,7732
עברית : ניצח 4587 עכשיו ! Click bit . ly / 123 to דרוש ! . . .,spam,עברית: WIN 4587 NOW! Click bit.ly/123 to claim!...,hebrew,rule_based,7733
עברית : Ton hamster est mort ? Hey alors demain je te renco . . .,ham,עברית: Ton hamster est mort? Hey alors demain je te renco...,hebrew,rule_based,7734
עברית : Saya sudah terbiasa dengan hal itu . Saya hanya ber . . .,ham,עברית: Saya sudah terbiasa dengan hal itu. Saya hanya ber...,hebrew,rule_based,7735
עברית : Netflix : את got Netflix from Telkomsel ! To start . . .,ham,עברית: Netflix: You got Netflix from Telkomsel! To start ...,hebrew,rule_based,7736
עברית : WhatsApp : New הגנה code : 1390 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 1390. Don't share it....,hebrew,rule_based,7737
"עברית : Sì , va avanti , annoiato e depresso seduto ad aspet . . .",ham,"עברית: Sì, va avanti, annoiato e depresso seduto ad aspet...",hebrew,rule_based,7738
עברית : Work from home : Earn $ 3416 / hour ! Start היום : bit . . . .,spam,עברית: Work from home: Earn $3416/hour! Start today: bit....,hebrew,rule_based,7739
עברית : Votre colis n ' a pas pu être livré en raison de fra . . .,phishing,עברית: Votre colis n'a pas pu être livré en raison de fra...,hebrew,rule_based,7740
"עברית : Ich hoffe , dass du gestern dein Spiel genossen has . . .",ham,"עברית: Ich hoffe, dass du gestern dein Spiel genossen has...",hebrew,rule_based,7741
"עברית : בסדר , estoy en camino hacia la estación de tren . . . .",ham,"עברית: Ok, estoy en camino hacia la estación de tren....",hebrew,rule_based,7742
עברית : Berhentikan ceritanya . Saya sudah memberitahunya b . . .,ham,עברית: Berhentikan ceritanya. Saya sudah memberitahunya b...,hebrew,rule_based,7743
"עברית : Halo , 2malam ini adalah malam keberuntunganmu ! Kam . . .",spam,"עברית: Halo, 2malam ini adalah malam keberuntunganmu! Kam...",hebrew,rule_based,7744
עברית : WOW ! The Boys R Back . TAKE THAT 2007 UK Tour . ניצח . . .,spam,עברית: WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win ...,hebrew,rule_based,7745
"עברית : Biarkan hatimu menjadi kompasmu , pikiranmu menjadi . . .",ham,"עברית: Biarkan hatimu menjadi kompasmu, pikiranmu menjadi...",hebrew,rule_based,7746
עברית : Sto approfondendo gli aspetti sulla sicurezza e su . . .,ham,עברית: Sto approfondendo gli aspetti sulla sicurezza e su...,hebrew,rule_based,7747
עברית : Send Money מייד http / / bit . ly / 2509 . . .,phishing,עברית: Send Money Now http//bit.ly/2509...,hebrew,rule_based,7748
עברית : Exclusive הטבה : Get 50 % off on your next purchase . . .,spam,עברית: Exclusive Offer: Get 50% off on your next purchase...,hebrew,rule_based,7749
"עברית : ¡ Hola , su saldo de cuenta Voicespin StockTradeGlob . . .",ham,"עברית: ¡Hola, su saldo de cuenta Voicespin StockTradeGlob...",hebrew,rule_based,7750
עברית : Bleibst du in der Stadt ? . . .,ham,עברית: Bleibst du in der Stadt?...,hebrew,rule_based,7751
עברית : Send Money עכשיו http / / bit . ly / 2402 . . .,phishing,עברית: Send Money Now http//bit.ly/2402...,hebrew,rule_based,7752
עברית : Le montant de la prime d ' assurance - vie augmente av . . .,spam,עברית: Le montant de la prime d'assurance-vie augmente av...,hebrew,rule_based,7753
עברית : 🎉 CONGRATS ! אתם זכית ב $ 1591 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $1591 Amazon gift card! Redeem...,hebrew,rule_based,7754
עברית : Invia denaro ora http : / / bit . ly / 1273 . . .,phishing,עברית: Invia denaro ora http://bit.ly/1273...,hebrew,rule_based,7755
עברית : Invia denaro ora http / / bit . ly / 1089 . . .,phishing,עברית: Invia denaro ora http//bit.ly/1089...,hebrew,rule_based,7756
עברית : Work from home : Earn $ 4465 / hour ! Start היום : tiny . . .,spam,עברית: Work from home: Earn $4465/hour! Start today: tiny...,hebrew,rule_based,7757
עברית : WhatsApp : New הגנה code : 5759 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 5759. Don't share it....,hebrew,rule_based,7758
עברית : Pacchetto trattenuto in deposito : http : / / ffnst . com . . .,phishing,עברית: Pacchetto trattenuto in deposito: http://ffnst.com...,hebrew,rule_based,7759
עברית : פרס winner ! קבל your $ 4256 gift card at bit . ly . . .,phishing,עברית: Prize winner! Claim your $4256 gift card at bit.ly...,hebrew,rule_based,7760
"עברית : Herzlichen Glückwunsch , Sie haben entweder einen J . . .",spam,"עברית: Herzlichen Glückwunsch, Sie haben entweder einen J...",hebrew,rule_based,7761
עברית : חשבון בנק of America : שונה charge of $ 3007 . Revie . . .,phishing,עברית: Bank of America: Suspicious charge of $3007. Revie...,hebrew,rule_based,7762
עברית : Pacchetto trattenuto in terminal : http : / / ffnst . com . . .,phishing,עברית: Pacchetto trattenuto in terminal: http://ffnst.com...,hebrew,rule_based,7763
עברית : Earn $ 3462 per week working from home ! . . .,spam,עברית: Earn $3462 per week working from home!...,hebrew,rule_based,7764
עברית : Kode keamanan Discord Anda adalah : 061977 \ . . .,ham,עברית: Kode keamanan Discord Anda adalah: 061977 \...,hebrew,rule_based,7765
עברית : DRINGEND ! Ihre Mobilfunknummer * * * * * * * * * * * hat am . . .,spam,עברית: DRINGEND! Ihre Mobilfunknummer *********** hat am ...,hebrew,rule_based,7766
עברית : Enviar dinero ahora http : / / bit . ly / 1327 . . .,phishing,עברית: Enviar dinero ahora http://bit.ly/1327...,hebrew,rule_based,7767
"עברית : Sì , stiamo anche chattando . . . .",ham,"עברית: Sì, stiamo anche chattando....",hebrew,rule_based,7768
עברית : Nous avons de la pizza si tu veux . . . .,ham,עברית: Nous avons de la pizza si tu veux....,hebrew,rule_based,7769
עברית : Debt relief program : Get out of debt fast ! התקשר 23 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 23...,hebrew,rule_based,7770
עברית : Dapatkan penguat data seluler gratis setiap kali A . . .,phishing,עברית: Dapatkan penguat data seluler gratis setiap kali A...,hebrew,rule_based,7771
עברית : Package held at the terminal : http : / / ffnst . com / 7DH . . .,phishing,עברית: Package held at the terminal: http://ffnst.com/7DH...,hebrew,rule_based,7772
עברית : URGEN ! Nomor Ponsel Anda telah memenangkan Hadiah . . .,spam,עברית: URGEN! Nomor Ponsel Anda telah memenangkan Hadiah ...,hebrew,rule_based,7773
עברית : Paquet retenu dans le terminal : http : / / ffnst . com / . . .,phishing,עברית: Paquet retenu dans le terminal : http://ffnst.com/...,hebrew,rule_based,7774
עברית : מתנה winner ! תבע your $ 1063 gift card at goo . gl . . .,phishing,עברית: Prize winner! Claim your $1063 gift card at goo.gl...,hebrew,rule_based,7775
עברית : Your חשבון בנק balance is $ 3929 . . .,ham,עברית: Your account balance is $3929...,hebrew,rule_based,7776
עברית : NASIB : Nutrisi otak terpenting adalah berpikir posi . . .,spam,עברית: NASIB:Nutrisi otak terpenting adalah berpikir posi...,hebrew,rule_based,7777
עברית : Il y en a 2 en gras & lt ; # & gt ; . Est - ce que c ' est le . . .,ham,עברית: Il y en a 2 en gras &lt;#&gt;. Est-ce que c'est le...,hebrew,rule_based,7778
"עברית : Saudaraku , semoga Anda memiliki bulan yang menyena . . .",ham,"עברית: Saudaraku, semoga Anda memiliki bulan yang menyena...",hebrew,rule_based,7779
עברית : Hmm : ) combien de joueurs sélectionnés ? . . .,ham,עברית: Hmm:) combien de joueurs sélectionnés?...,hebrew,rule_based,7780
עברית : Earn $ 734 per week working from home ! . . .,spam,עברית: Earn $734 per week working from home!...,hebrew,rule_based,7781
עברית : Vous devez envoyer de l ' argent au service des impô . . .,spam,עברית: Vous devez envoyer de l'argent au service des impô...,hebrew,rule_based,7782
עברית : Your entry זכית ! תבע $ 2507 כסף מתנה at bit . ly / 1 . . .,spam,עברית: Your entry won! Claim $2507 cash prize at bit.ly/1...,hebrew,rule_based,7783
עברית : את need to send money the IRS מיד at https : / / tiny . . .,spam,עברית: You need to send money the IRS NOW at https://tiny...,hebrew,rule_based,7784
עברית : Send Money עכשיו http / / bit . ly / 1461 . . .,phishing,עברית: Send Money Now http//bit.ly/1461...,hebrew,rule_based,7785
עברית : חינם iPhone 15 ! Enter code 2515 at bit . ly / 123 . . .,spam,עברית: FREE iPhone 15! Enter code 2515 at bit.ly/123...,hebrew,rule_based,7786
עברית : Invia denaro ora http / / bit . ly / 1066 . . .,phishing,עברית: Invia denaro ora http//bit.ly/1066...,hebrew,rule_based,7787
"עברית : Benar , bukan kamu yang menelepon , tapi orang lain . . .",ham,"עברית: Benar, bukan kamu yang menelepon, tapi orang lain ...",hebrew,rule_based,7788
עברית : פרס winner ! תבע your $ 3484 gift card at bit . ly . . .,phishing,עברית: Prize winner! Claim your $3484 gift card at bit.ly...,hebrew,rule_based,7789
עברית : Sto aspettando la tua chiamata signore . . . .,ham,עברית: Sto aspettando la tua chiamata signore....,hebrew,rule_based,7790
עברית : Envoyez de l ' argent maintenant http / / bit . ly / 1526 . . .,phishing,עברית: Envoyez de l'argent maintenant http//bit.ly/1526...,hebrew,rule_based,7791
עברית : Hemos intentado comunicarnos sin éxito . ¡ Su TARJET . . .,spam,עברית: Hemos intentado comunicarnos sin éxito. ¡Su TARJET...,hebrew,rule_based,7792
עברית : Work from home : Earn $ 4934 / hour ! Start היום : goo . . . .,spam,עברית: Work from home: Earn $4934/hour! Start today: goo....,hebrew,rule_based,7793
עברית : Pacchetto trattenuto in terminale : http : / / ffnst . co . . .,phishing,עברית: Pacchetto trattenuto in terminale: http://ffnst.co...,hebrew,rule_based,7794
עברית : Le vin coule et je n ' ai jamais . . . . . .,ham,עברית: Le vin coule et je n'ai jamais......,hebrew,rule_based,7795
עברית : Debt relief program : Get out of debt fast ! צור קשר 31 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 31...,hebrew,rule_based,7796
עברית : Your IRS tax refund is pending acceptance . Must ac . . .,phishing,עברית: Your IRS tax refund is pending acceptance. Must ac...,hebrew,rule_based,7797
עברית : Package detained at the terminal : http : / / ffnst . com . . .,phishing,עברית: Package detained at the terminal: http://ffnst.com...,hebrew,rule_based,7798
עברית : Apakah dia datang ? . . .,ham,עברית: Apakah dia datang?...,hebrew,rule_based,7799
עברית : Your tax refund of $ 4500 is ready . תבע at tinyur . . .,phishing,עברית: Your tax refund of $4500 is ready. Claim at tinyur...,hebrew,rule_based,7800
עברית : Envoyer de l ' argent maintenant http / / bit . ly / 1173 . . .,phishing,עברית: Envoyer de l'argent maintenant http//bit.ly/1173...,hebrew,rule_based,7801
עברית : Téléphones portables GRATUITS avec location à part . . .,spam,עברית: Téléphones portables GRATUITS avec location à part...,hebrew,rule_based,7802
עברית : Envoyer de l ' argent maintenant http / / bit . ly / 2779 . . .,phishing,עברית: Envoyer de l'argent maintenant http//bit.ly/2779...,hebrew,rule_based,7803
עברית : ( 909495 ) Uniportal verification code . . . .,ham,עברית: (909495)Uniportal verification code....,hebrew,rule_based,7804
עברית : Anda sedang menikmati Paket Reguler dgn sisa kuota . . .,spam,עברית: Anda sedang menikmati Paket Reguler dgn sisa kuota...,hebrew,rule_based,7805
עברית : חינם iPhone 15 ! Enter code 4680 at tinyurl . com / abc . . .,spam,עברית: FREE iPhone 15! Enter code 4680 at tinyurl.com/abc...,hebrew,rule_based,7806
עברית : PRIBADI ! Rekeningmu tahun 2003 untuk 078 . . .,spam,עברית: PRIBADI! Rekeningmu tahun 2003 untuk 078...,hebrew,rule_based,7807
עברית : Enviar dinero ahora http : / / bit . ly / 1655 . . .,phishing,עברית: Enviar dinero ahora http://bit.ly/1655...,hebrew,rule_based,7808
עברית : Enviar dinero ahora http / / bit . ly / 1010 . . .,phishing,עברית: Enviar dinero ahora http//bit.ly/1010...,hebrew,rule_based,7809
עברית : Paket tertahan di terminal : http : / / ffnst . com / 7DH93 . . .,phishing,עברית: Paket tertahan di terminal: http://ffnst.com/7DH93...,hebrew,rule_based,7810
עברית : Paket im Terminal festgehalten : http : / / ffnst . com / 7 . . .,phishing,עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,hebrew,rule_based,7811
עברית : Paket im Terminal festgehalten : http : / / ffnst . com / 7 . . .,phishing,עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,hebrew,rule_based,7812
עברית : Spiele weiterhin deine Spiele und kaufe so viele A . . .,spam,עברית: Spiele weiterhin deine Spiele und kaufe so viele A...,hebrew,rule_based,7813
עברית : Sunshine Quiz Wkly Q ! ניצח a top Sony DVD player if . . .,spam,עברית: Sunshine Quiz Wkly Q! Win a top Sony DVD player if...,hebrew,rule_based,7814
עברית : Your tax refund of $ 4103 is ready . דרוש at tinyur . . .,phishing,עברית: Your tax refund of $4103 is ready. Claim at tinyur...,hebrew,rule_based,7815
עברית : צור קשר 8529 for customer support . . .,ham,עברית: Call 8529 for customer support...,hebrew,rule_based,7816
עברית : Debt relief program : Get out of debt fast ! צור קשר 34 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 34...,hebrew,rule_based,7817
עברית : Por favor dile a Nelson que los bbs ya לא vienen . . . .,ham,עברית: Por favor dile a Nelson que los bbs ya no vienen. ...,hebrew,rule_based,7818
עברית : Job הצעה : Earn $ 3222 / month . Apply at goo . gl / xyz . . .,phishing,עברית: Job offer: Earn $3222/month. Apply at goo.gl/xyz...,hebrew,rule_based,7819
עברית : Pacchetto trattenuto al terminale : http : / / ffnst . co . . .,phishing,עברית: Pacchetto trattenuto al terminale: http://ffnst.co...,hebrew,rule_based,7820
עברית : Sie müssen dem IRS JETZT unter https : / / tinyurl . com . . .,spam,עברית: Sie müssen dem IRS JETZT unter https://tinyurl.com...,hebrew,rule_based,7821
עברית : Tessy . . s ' il te plaît fais - moi une faveur . S ' il te . . .,ham,עברית: Tessy.. s'il te plaît fais-moi une faveur. S'il te...,hebrew,rule_based,7822
עברית : WhatsApp : New אבטחה code : 9112 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 9112. Don't share it....,hebrew,rule_based,7823
עברית : Debt relief program : Get out of debt fast ! התקשר 96 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 96...,hebrew,rule_based,7824
