text,label,augmentation_type
Debt relief program: Get out of debt fast! Call 3159,spam,
Send Money Now http//bit.ly/1514,phishing,
WhatsApp: New security code: 3743. Don't share it.,phishing,
பணம் அனைத்து வழிகளிலும் அனுப்பவும் http//bit.ly/2258,phishing,
Your entry won! Claim $1783 cash prize at goo.gl/xyz,spam,
"Untuk kesempatan memenangkan belanja sebesar ¬£250 setiap minggunya SMS: BELANJA ke 80878. Syarat & Ketentuan www.txt-2-shop.com Layanan pelanggan 08715705022, biaya SMS 1x¬£1.50/minggu",spam,
🎉 CONGRATS! You won $3028 Amazon gift card! Redeem at bit.ly/123 🎉,spam,
Colis retenu au terminal : http://ffnst.com/7DH185,phishing,
ඔබේ සහයෝගී අංකය 3Care ආයතනය ලබාගෙන ඇතිමට තැන්පතු Honda Jazz RS උපයෝගිතයට ලබාගතහැකිය PIN: 792RW1F7 තොරතුරුට ක්ලික් කරන්න: www.tricare2016.jimdo.com මෙම BANK BRI අංකය 313.0100.5936.535 සහිත ගිණුම: Bayu Alamsyah,spam,
Invia denaro ora http//bit.ly/1904,phishing,
Confirmation code: 8760. Valid for 10 minutes,ham,
Enviar dinero ahora http//bit.ly/1448,phishing,
<#> ඔයාට ඔබගේ PIN: 186142 ය.\ කීයා මෙම ආකෘතිය යානායකරන්නන්ට මෙම කේත වෙනසක් නොකරන්නේනමීද.\ ටෙක් බිට්: z6NZ55X/Prz,ham,
Package held at the terminal: http://ffnst.com/7DH433,phishing,
"L'été est enfin arrivé ! Vous voulez discuter ou flirter avec des célibataires sexy de votre région ? Pour être mis en relation, répondez simplement ÉTÉ maintenant. Gratuit pour s'inscrire. Pour ne plus recevoir de messages, envoyez STOP au 08714742804.",spam,
Sei sicuro di non poter prendere del tempo di malattia?,ham,
"Weißt du noch von meinem alten Dom, über den ich dir gestern erzählt habe? Sein Name ist Roger. Er hat mich gestern Abend kontaktiert und möchte, dass ich mich heute um 14 Uhr mit ihm treffe.",ham,
"Halo, saldo akun Voicespin COSMETICS_GROUP_COMPANY Anda sebesar -499,99. Kecuali Anda mengisinya secepatnya, saldo akan mencapai batas kredit dan akan diblokir.",ham,
Invia denaro ora http://bit.ly/1523,phishing,
"දඬශ් කරයි, ඔයා කොහොමද?",ham,
Vorrei il kfc è martedì. Compra solo 2 pasti SOLO 2. Senza salsa. Solo 2 Mark. 2!,ham,
¡Urgente! Por favor llame al 09061743811 desde un teléfono fijo. Su vacaciones de cortesía en Tenerife de 4 estrellas de ABTA o £5000 en efectivo esperan ser recogidos. SAE T&Cs Box 326 CW25WX 150ppm.,spam,
🎉 CONGRATS! You won $518 Amazon gift card! Redeem at tinyurl.com/abc 🎉,spam,
Me volví a encontrar con Alex Nichols de la secundaria y resulta que está traficando.,ham,
¿Estás seguro de que no puedes tomar un día por enfermedad?,ham,
"என் தாய்பெற்றிகள், என் பிள்ளைகள், என் நண்பர்கள் மற்றும் என் சக உளவோடு. அனைத்துலகும்.. ஆச்சரியமடைந்தனர்கள் !! நான் சோபாவில் காத்திருந்தேன்.. ... ..... ' உடலாக.",ham,
Envoyer de l'argent maintenant http://bit.ly/1582,phishing,
"நான் இறந்தால், நான் உங்களுக்கு என் அனைத்து பொருளுக்கும் உங்களுக்கு கொடுக்க வேண்டும்.",ham,
https://goo.gl/10326,spam,
Debt relief program: Get out of debt fast! Call 6144,spam,
أرسل الأموال الآن http//bit.ly/2611,phishing,
"Кто-то обратился в нашу службу знакомств и ввел ваш номер телефона, потому что они вам нравятся! Чтобы узнать, кто это, позвоните с фиксированного телефона по номеру 09058098002. PoBox1, W14RG 150p",spam,
"Bonjour, votre solde de compte Voicespin ZohoDemo est de -100,05. À moins que vous ne le rechargiez dès que possible, il atteindra la limite de crédit et sera bloqué automatiquement.",ham,
!أخبار رائعة! اتصل بالرقم المجاني 08006344447 للحصول على مبلغ نقدي مضمون بقيمة 1000 جنيه إسترليني أو هدية بقيمة 2000 جنيه إسترليني. تحدث مع مشغّل حي الآن!,spam,
https://goo.gl/783402,spam,
Enviar dinero ahora http//bit.ly/2278,phishing,
දැන් මුදල් යොමු කරන්න http//bit.ly/1097,phishing,
Paket im Terminal festgehalten: http://ffnst.com/7DH309,phishing,
අඩුම අයිතියක්. ඔබ මට අවශ්යයිද සන්ටෙක් යන්නෙක් මහන්සියට පිටවී සිතුවියා?,ham,
Поздравляем! Вы получили ваучер Zalora Rp100rb. Введите код ваучера TSU59 при совершении покупки на www.zalora.co.id/simPATI. Хотите другой ваучер? Обратитесь по номеру *999*1#,spam,
මුදල් එවන්න දැන් http//bit.ly/1107,phishing,
"ඔබ ගමනට පිටවීමට තිබෙද්දී මට ටෙලිෆෝන් කරන්න, අනිවාසේ කරන්න, මමගේ දුරකතා ගැනිමෙන් සිටියා.",ham,
تمّ طلاقنا. ههه. هي هنا,ham,
"Sí, queda bastante, pasaré mañana cuando me levante",ham,
أرسل المال الآن http//bit.ly/1433,phishing,
அல்ல அன்பே நான் உறங்கினேன் :-P,ham,
Work from home: Earn $2267/hour! Start today: goo.gl/xyz,spam,
"Данные о платеже для заказа №1338904 были отправлены вам по электронной почтеПожалуйста, проверьте свою почтуС уважением, Феликс. Тел. +44 151 832 0580Электронная почта sales@csdep.net",ham,
Work from home: Earn $985/hour! Start today: tinyurl.com/abc,spam,
Bank of America: Suspicious charge of $1170. Review at tinyurl.com/abc,phishing,
පළමුවරස් තැම්බල් අතිරේකිරිම: http://ffnst.com/7DH82,phishing,
Enviar dinero ahora http://bit.ly/2476,phishing,
No. 1 Sonnerie Nokia 4 ur mob chaque semaine! Il suffit de texter NOK au 87021. 1ère sonnerie GRATUITE! Alors commencez à texter maintenant et dites-le à vos amis. 150p/sonnerie. 16 réponse HL 4info,spam,
🎉 CONGRATS! You won $1590 Amazon gift card! Redeem at bit.ly/123 🎉,spam,
Prize winner! Claim your $1869 gift card at goo.gl/xyz,phishing,
"Ok, ok ok..then..qual è il tuo piano per oggi",ham,
Mon superviseur a trouvé pour moi un numéro que je pense être celui de ses étudiants. Je ne lui ai pas encore demandé. Je vous le dirai après lui avoir demandé.,ham,
Prize winner! Claim your $1992 gift card at tinyurl.com/abc,phishing,
Confirmation code: 1383. Valid for 10 minutes,ham,
Pacchetto trattenuto in terminal: http://ffnst.com/7DH36,phishing,
ඔබට දැන් IRS එකට මුදල් යවා තිබේවි https://tinyurl.com/8956,spam,
من فضلك اتصل بي، ما الذي حدث؟,ham,
சிறந்த சேவை: உங்கள் அடுத்த வாங்கலில் 50% தள்ளுபடி பெறுங்கள் சூப்பர் ஷூஸ். www.supershoes.com/offers அணுப்பு செய்ய குழுவை சேர்க்கவும். விலக்கவும் bit.ly/com37399,spam,
"Je ne pense pas pouvoir m'échapper pour une randonnée aussi longue avec la famille en ville, désolé.",ham,
Ricevi un potenziatore di dati mobili gratuito con ogni nuovo piano telefonico presso MobileNet. Chiamaci al 800-555-0199 o visita www.mobilenet.com/54,phishing,
Your order #4940 has been shipped.,ham,
Llamé y le dije todo:)entonces él tiene que elegir este futuro.,ham,
Earn $3158 per week working from home!,spam,
WhatsApp: New security code: 4130. Don't share it.,phishing,
ටර්මිනල් පසුව ඇති පැකට්: http://ffnst.com/7DH903,phishing,
Prize winner! Claim your $1489 gift card at goo.gl/xyz,phishing,
Wann gehst du wirklich online? Ich brauche nur noch 2 Tickets und eine weitere Jacke und dann bin ich fertig. Ich habe bereits alle meine Gutscheine benutzt.,ham,
Offerta esclusiva: Ottieni il 50% di sconto sul tuo prossimo acquisto su SuperShoes. Visita www.supershoes.com/offers. Disiscriviti su bit.ly/com37380,spam,
Invia denaro adesso http//bit.ly/2700,phishing,
لا أستطيع الانتظار للحفل معًا!,ham,
Paket im Terminal festgehalten: http://ffnst.com/7DH580,phishing,
"D'accord, nous pouvons en obtenir, tu ouvres avant ce soir ?",ham,
Invia denaro ora http//bit.ly/1563,phishing,
Debt relief program: Get out of debt fast! Call 9392,spam,
نصَّ على شخص ما إنشاء موقع إلكتروني حيث يمكنك لعب هولد إم باستخدام عملة الفضاء في لعبة إيف أونلاين.,ham,
දැන් මුනදාද මුදල් යවන්න http//bit.ly/2051,phishing,
"¡Hola, el saldo de tu cuenta de demostración de Voicespin ZohoDemo es de -104.12. A menos que lo recargues lo antes posible, alcanzará el límite de crédito y se bloqueará automáticamente!",ham,
Das ist cool. Wo soll ich kommen? Auf dich oder in dich? :),ham,
Your verification code is 5932,ham,
Invia denaro ora http//bit.ly/1824,phishing,
Obtén un amplificador de datos móviles gratis con cada nuevo plan de teléfono en MobileNet. Llámanos al 800-555-0199 o visita www.mobilenet.com/57,phishing,
¡Venta de verano caliente! Compra uno y llévate otro gratis en toda la ropa de playa en TrendyStyles. ¡Compra ahora en www.trendystyles.com/sale48!,spam,
Your entry won! Claim $4480 cash prize at goo.gl/xyz,spam,
Enviar dinero ahora http//bit.ly/2114,phishing,
Work from home: Earn $4266/hour! Start today: bit.ly/123,spam,
Nikmati EXTRA 2GB 4G LTE + EXTRA kuota hingga 1GB midnight dg beli pkt FLASH 1GB/30hr mulai Rp 43rb di *363*49# Cek tarif di tsel.me/FL SKB,spam,
Paquete retenido en la terminal: http://ffnst.com/7DH191,phishing,
MobileNet හි නව දුරකතන සංග්රහයට සුදුසු ජංගම දත් වඩාත්ම වහාමක් ලක් කරන්න. අපට එවරවන්න 800-555-0199 හෝ www.mobilenet.com/58 වෙත පිවිසීමක් දිගටම ලබා ගත හැක.,phishing,
කරුණාකර මට තවත් ඔබට කාරුණික සපයා නැත. මට වැරදි මාරු නැත.,ham,
<#> 64993 உங்கள் Facebook குறியீடு\H29Q+Fsn4Sr,ham,
Prize winner! Claim your $2600 gift card at bit.ly/123,phishing,
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam,
"Se battre avec le monde est facile, soit vous gagnez soit vous perdez, mais se battre avec quelqu'un qui vous est proche est difficile, si vous perdez - vous perdez, si vous gagnez - vous perdez toujours.",ham,
Посылка удерживается в терминале: http://ffnst.com/7DH257,phishing,
Paquete retenido en la terminal: http://ffnst.com/7DH574,phishing,
"Les photos les plus sexy directement sur votre téléphone !! Voyez-moi mouiller et désirer, juste pour vous xx Envoyez PICS au 89555 maintenant ! SMS coûte 150p textoperator g696ga 18 XxX",spam,
Debt relief program: Get out of debt fast! Call 1059,spam,
Bank of America: Suspicious charge of $3185. Review at tinyurl.com/abc,phishing,
Your entry won! Claim $3163 cash prize at bit.ly/123,spam,
Paket im Terminal festgehalten: http://ffnst.com/7DH480,phishing,
"Отлично! Надеюсь, что тебе нравятся мужчины хорошо одаренные. Мой размер - &lt;#&gt; дюймов...",ham,
Kirim Uang Sekarang http//bit.ly/1713,phishing,
Your tax refund of $1905 is ready. Claim at tinyurl.com/abc,phishing,
مرحبًا، رصيد حسابك في Voicespin الخاص بـ boris_test هو 15.0. ما لم تقم بشحنه في أقرب وقت سيصل إلى الحد الأقصى للائتمان وسيتم حظره تلقائيًا.,ham,
"नमस्ते John, आप कैसे हैं?",ham,
Work from home: Earn $2531/hour! Start today: tinyurl.com/abc,spam,
Debt relief program: Get out of debt fast! Call 9820,spam,
"Llegaré a las 3, a menos que ustedes quieran que vaya un poco antes.",ham,
"Attiva i tuoi 500 messaggi di testo GRATUITI rispondendo a questo messaggio con la parola GRATIS Per i termini e le condizioni, visita www.07781482378.com",spam,
"Hoy es el día de la rosa amarilla. Si amas mi amistad, dame 1 perdida de llamada y envía esto a tus amigos y ve cuántas llamadas perdidas recibes. Si recibes 6 perdidas, te casas con tu Amor.",ham,
Paquete detenido en la terminal: http://ffnst.com/7DH107,phishing,
"ස්වේഷෟර් මයිකෙල් ශ්වර්. email හෝ හැන්ඩි ගමන් කරන්න අප්පේට 10% උපරිමාණ්භයන් සහිතවන්න. central@csdep.net. +44 151 832 0580MFG, මොනිකා",ham,
FLASH SALE: 45% OFF all items! Shop now: tinyurl.com/abc,spam,
"කරුණාකර ඉක්මන් කරන්න, මම සිංහලයෙන් පරිවර්තනය කරමු නොහැකිය. ඒ වෙනුවට සම්පූර්ණ සොයාගැනීමක් ඉන්න පුළුවන්. පිස්ව වෙයින් පාරිභාව සාර්ථකේ ගොහුම් වෙති:-)",ham,
Get a free mobile data booster with every new phone plan at MobileNet. Call us at 800-555-0199 or visit www.mobilenet.com/35,phishing,
Call 4277 for customer support,ham,
Invia denaro ora http//bit.ly/1143,phishing,
Invia denaro ora http//bit.ly/2032,phishing,
"Лол, это другое. Я не стараюсь найти каждое реальное фото, которое ты когда-либо сделал.",ham,
Auf welchem Weg bist du und was machst du gerade?,ham,
Earn $2421 per week working from home!,spam,
ඔබ විශේෂයෙන් මුනගමනට මුනගම මාරුව ගිණුමේ මඟින් කියා ගත යුතු ද කෙසේද?,spam,
"Tiga kali juga dil, april, juli, sama okt",ham,
"Votre numéro n'a pas de forfait NetMax. Obtenez le forfait NetMax 5,5 Go et 7 Go via le téléphone portable *123#, l'application BimaTri ou le site web tri.co.id.",spam,
Package held at the terminal: http://ffnst.com/7DH848,phishing,
WIN 3553 NOW! Click bit.ly/123 to claim!,spam,
Work from home: Earn $1734/hour! Start today: bit.ly/123,spam,
"Двойные минуты и двойные SMS и скидка в половину цены на линейный тариф на новейшие мобильные телефоны Orange Bluetooth. Позвоните в MobileUpd8 для самых свежих предложений. 08000839402 или позвоните, чтобы отказаться/ LF56",spam,
Send Money Now http//bit.ly/1333,phishing,
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam,
WhatsApp: New security code: 8096. Don't share it.,phishing,
"Привет, может быть завтра встретимся у ткани?",ham,
"Англия против Македонии - не пропустите голы/новости о составах команд. Отправьте смс национальной команде на номер 87077, например, ENGLAND на 87077. Попробуйте: WALES, SCOTLAND 4txt/√∫1.20 POBOXox36504W45WQ 16+.",spam,
"med. Para ayuda, llame al +65 6327 2742. T&Cs aplican. Por favor, no responda.",ham,
Job offer: Earn $4194/month. Apply at goo.gl/xyz,phishing,
Debt relief program: Get out of debt fast! Call 1773,spam,
"مبروك! لقد فزت بجائزة قيمتها 75 مليون روبية من نقاط تيلكومسيل ""الطبعة سبتمبر""، يرجى الاتصال بالمكتب الرئيسي على 082375271777 (السيد إير. دوي هارتانتو).",spam,
Enviar dinero ahora http://bit.ly/2149,phishing,
You need to send money the IRS NOW at https://tinyurl.com/8909,spam,
Netflix - இரண்டு மேல் படிக்க மூன்று படங்களை முடிக்கவும். இங்கே பதிவு செய்யும்போது முடிக்கவும்: m.netflix.com/cFtjmbCfBkX,ham,
"Hallo, Ihr Voicespin Evest-Kontostand beträgt -25411,15. Wenn Sie es nicht so schnell wie möglich aufladen, wird es das Kreditlimit erreichen und automatisch gesperrt werden.",ham,
Send Money Now http//bit.ly/1083,phishing,
"тематически. пожалуйста, не отвечайте на это СМС",ham,
"Лол! Ой, извините! Приятного времяпровождения.",ham,
Pacco trattenuto in terminal: http://ffnst.com/7DH791,phishing,
يجب عليك إرسال المال إلى مكتب الضرائب الأمريكي الآن على https://tinyurl.com/9017,spam,
"නැත, එවගෙන සවියක් යානුවෙයි. ඇය කියනවා ඇය සවිය වනවා. මට නොහැකිවූවූනෙන් සිටව.",ham,
Einmaliges Passwort für das Microsoft-Konto: 8692410,ham,
"URGENT, INFORMATION IMPORTANTE POUR LES UTILISATEURS D'O2. AUJOURD'HUI EST VOTRE JOUR DE CHANCE! POUR DÉCOUVRIR POURQUOI, CONNECTEZ-VOUS SUR HTTP://WWW.URAWINNER.COM IL Y A UNE FANTASTIQUE SURPRISE QUI VOUS ATTEND",spam,
Hello madam how are you ?,ham,
Prize winner! Claim your $1243 gift card at tinyurl.com/abc,phishing,
நல்லது. கோபத்தை உங்கள் நேரத்தில் அனுப்பலாம் என்று நான் எச்சரிக்கைக்கு வந்துள்ளேன். நீங்கள் செலுத்த வேண்டிய டிக்கெட் என்ன நான் செலுத்த வேண்டும் என்று தெரியுமா?,ham,
Confirmation code: 4987. Valid for 10 minutes,ham,
يا صديق، أنت تعرف أيضا التيلوجو؟ ذلك جيد.. حسنًا، تصبح على خير..,ham,
https://bit.ly/10447,spam,
"Merci beaucoup. Lorsque nous avons skypé avec kz et sura, nous n'avons pas eu le plaisir de ta compagnie. J'espère que tu vas bien. Nous t'avons donné un ultimatum oh! Nous faisons le décompte pour le aburo. Profite-en!",ham,
Envoyer de l'argent maintenant http//bit.ly/1247,phishing,
y. Tolong jangan membalas SMS ini,ham,
"83039 62735 = £450 Unterkunftsgutscheine für UK-Breaks. Es gelten die Geschäftsbedingungen. Um den Gutschein einzulösen, müssen Sie Ihre Gutscheinnummer angeben, die 15541 lautet.",spam,
Paquete retenido en la terminal: http://ffnst.com/7DH972,phishing,
أرسل المال الآن http//bit.ly/2512,phishing,
Paket im Terminal festgehalten: http://ffnst.com/7DH257,phishing,
No.. pero escuché acerca de eso..,ham,
أرسل المال الآن http//bit.ly/2005,phishing,
Geld jetzt senden: http://bit.ly/1070,phishing,
إنه وقت الأسبوع مرة أخرى، رايان,ham,
Non condividere il codice di prelievo 1586931 con altre persone,ham,
"Bonjour, votre solde du compte Voicespin MegaMarkets est de 1831.1. À moins que vous ne le remplissiez dès que possible, il atteindra la limite de crédit et sera bloqué automatiquement.",ham,
https://goo.gl/10155,spam,
Obtenez un amplificateur de données mobile gratuit avec chaque nouveau forfait téléphonique chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/57,phishing,
Earn $2232 per week working from home!,spam,
Kirim Uang Sekarang http//bit.ly/2766,phishing,
Enviar dinero ahora http//bit.ly/2250,phishing,
Your order #8867 has been shipped.,ham,
Work from home: Earn $4775/hour! Start today: bit.ly/123,spam,
Non sai quanto sono testardo. Non volevo neanche andare in ospedale. Continuavo a dire a Mark che non sono un debole. Gli ospedali sono per i deboli.,ham,
ටර්මිනල් තීරුවේ පැකෙටය ලබනවි: http://ffnst.com/7DH565,phishing,
Bank of America: Suspicious charge of $2982. Review at bit.ly/123,phishing,
Tu as du talent mais tu le gaspilles.,ham,
Your verification code is 4709,ham,
مرحبًا، رصيد حسابك في Voicespin MARGIN_ONE_SERVICES_LTD هو -7486.4. ما لم تقوم بشحن الرصيد على وجه السرعة، فإنه سيصل إلى الحد الأقصى للائتمان وسيتم حظره.,ham,
https://goo.gl/783422,spam,
Earn $2532 per week working from home!,spam,
பணம் அனைத்தும் உங்கள் கையில் இபடி http//bit.ly/1966,phishing,
مرحبًا ، رصيد حسابك في Voicespin INTENDA_GROUP_LIMITED هو 25.36. مالم تقم بشحنه في أقرب وقت ممكن، ستصل إلى الحد الأقصى للائتمان وسيتم حظره.,ham,
https://goo.gl/783491,spam,
!عاجل اتصل على الرقم 09066612661 من الخط الثابت. عطلتك المجانية في تينيريفي 4 نجوم أو مبلغ نقدي بقيمة ١٠،٠٠٠ جنيه إسترليني في انتظار استلامه عند كتابة العنوان على ظرف الإرجاع. شروط وأحكام يتم الإرسال على PO Box 3 WA14 2PX 150ppm 18+ المرسل: Hol Offer,spam,
Your account balance is $2300,ham,
දැන් මුදල් යොදන්න http//bit.ly/2252,phishing,
Colis retenu au terminal : http://ffnst.com/7DH319,phishing,
Work from home: Earn $3904/hour! Start today: goo.gl/xyz,spam,
URGENT: Your prize is waiting! Call 7175,spam,
"Anuncio de servicio al cliente. Recientemente intentamos hacer una entrega pero no pudimos hacerlo, por favor llame al 07090298926 para reprogramar. Ref: 9307622",spam,
لقد شحنت القطع النقدية على LINE لشراء ملصقات أو نصوص؟ قم بشراء الآن أيضًا باستخدام الرصيد لزيادة مجموعتك! تحقق من الطريقة عبر http://tsel.me/jajanonline,spam,
Kami mencoba menghubungi Anda terkait balasan Anda terhadap SMS kami untuk video ponsel 750 menit TEKS TIDAK TERBATAS kamera gratis Balas atau hubungi sekarang 08000930705 Del Kamis,spam,
https://bit.ly/10735,spam,
Job offer: Earn $4997/month. Apply at tinyurl.com/abc,phishing,
Confirmation code: 6595. Valid for 10 minutes,ham,
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,
Your entry won! Claim $3332 cash prize at tinyurl.com/abc,spam,
"Привет, ваш баланс учетной записи Voicespin ZohoDemo составляет -100,12. Если вы не пополните его как можно скорее, он достигнет кредитного лимита и будет заблокирован автоматически",ham,
ههه... لا، عزيزتي، لن أزور منزلك بعد منتصف الليل، ولكن شكرًا على الدعوة.,ham,
Bank of America: Suspicious charge of $1959. Review at goo.gl/xyz,phishing,
"aytd2773838383 https://goo.gl/783104Bitte beachten Sie, dass ich keine Links öffnen kann. Wenn Sie weitere Informationen benötigen, geben Sie diese bitte als Text ein.",spam,
பேக்கேட்் ஏதேனுமே உள்ளிடப்பட்டுள்ளது: http://ffnst.com/7DH874,phishing,
يحدث أن هناك طريقتان لتحقيق ما تريدين. يمكنها القدوم وسأقوم بتأمينها الطبي. وستكون قادرة على الولادة والحصول على الرعاية الأساسية. أنا حاليًا أبحث عن التأمين الطبي المناسب لها. فقط أعطيني حتى صباح يوم الجمعة. هذا عندما سألتقي بالشخص الرئيسي الذي يمكن أن يوجهني إلى التأمين المناسب.,ham,
"Hola, ¿todavía quieres ir a hacer yoga? Porque si terminamos en el cine, luego podemos bañarnos y tomar un baño de vapor.",ham,
"¿Quién está ahí, saluda a nuestro traficante de drogas?",ham,
මහයාංශය: ආයුබෝවන්: ඌ රු නොඑනාද මම හදුරට සිටිත් කියවන්න නෙහෙලා සිටිත් බොහෝ නොහැර සමග ජීවිතෙනි සවන් නැවතිලිනවෙති එලබනවෙති. හැකි රැවුල් වැයෙන් ඈවිලිද පමණි. උ අනාථතදයාය. සුපිරි රියදිගේ!,ham,
Earn $3588 per week working from home!,spam,
"Ich stehe neben einem MINI!!!! Wann denkst du, kommst du heute rein?",ham,
FREE iPhone 15! Enter code 6420 at bit.ly/123,spam,
https://bit.ly/11413,spam,
"Hallo, Ihr Voicespin SharkOP-Kontostand beträgt -69,39. Wenn Sie es nicht umgehend auffüllen, wird es das Kreditlimit erreichen und automatisch blockiert werden.",ham,
FLASH SALE: 75% OFF all items! Shop now: goo.gl/xyz,spam,
Your entry won! Claim $1817 cash prize at bit.ly/123,spam,
"விஜேதா! மதிப்பிலுள்ள நெட்வொர்க் உற்பத்தினராக உள்ளீர்கள், நீங்கள் ¬£900 பரிசுவாக தேர்ந்தீர்கள்! பயில்களை எடுத்துக்கொள்ள அழைக்க 09061701444 என்ற எண் தொடர்பு கொள்ளவும். செல்வகம் 24 மணி நேரம் மட்டுமே. ACL03530150PM",spam,
🎉 CONGRATS! You won $1028 Amazon gift card! Redeem at tinyurl.com/abc 🎉,spam,
මා එයින් ප්රතිචාරා කරපු බැවින් ඔහුට කියා ඇත. එය නැවත ඇන්ඩර් කළා පුලුවන් විය යුතුය.,ham,
Paquete retenido en la terminal: http://ffnst.com/7DH360,phishing,
Your tax refund of $3054 is ready. Claim at goo.gl/xyz,phishing,
WhatsApp: New security code: 4115. Don't share it.,phishing,
الحزمة تم رصدها في المحطة: http://ffnst.com/7DH631,phishing,
"Aber ich bin wirklich, wirklich pleite. Kein Betrag ist zu klein, sogar <#>.",ham,
(رقم الايدي: aytd2773838383 https://goo.gl/783130),spam,
Okie...,ham,
Work from home: Earn $4514/hour! Start today: bit.ly/123,spam,
آمل أن تكون قد قضيت يومًا رائعًا.,ham,
https://goo.gl/783037,spam,
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam,
WIN 3496 NOW! Click tinyurl.com/abc to claim!,spam,
දැන් මුදල් යොමුදෙන්න http//bit.ly/1481,phishing,
Devi inviare denaro all'IRS ORA su https://tinyurl.com/9065.,spam,
"හායි, ඔබගේ Voicespin COSMETICS_GROUP_COMPANY ගිල් ගියට -496.16 වේ. එය අවම පහසුකමක් හෝ එය සිසුනෙනවා නම්, ASAP වෙන්නේ නැහැ දර්ශනය නගාපුට එකතු කළාවේ උක්කු ඇතුම් හායි.",ham,
Apakah kamu bersedia mengikuti kelas aptitude?,ham,
Отправьте деньги сейчас http//bit.ly/2053,phishing,
Hay 2 en negrita &lt;#&gt;. ¿Son tuyos?,ham,
All e best 4 ur exam later.,ham,
"Jadi sendok dulu ya, baik?",ham,
WhatsApp: New security code: 7688. Don't share it.,phishing,
"නෑ, එය සැබෑද..දහයක්, ඔබ මේ අංකය දක්වනවාද &lt;#&gt; ?",ham,
Your account balance is $4705,ham,
Enviar dinero ahora http//bit.ly/2284,phishing,
Paquete retenido en la terminal: http://ffnst.com/7DH127,phishing,
Kirim Uang Sekarang http//bit.ly/2321,phishing,
مرحبًا، رصيد حسابك في Voicespin StockTradeGlobal هو -1873.02. ما لم تقوم بشحنه في أقرب وقت، سيصل إلى الحد الأقصى للائتمان وسيتم حظره تلقائيًا.,ham,
"தொடர்புடி! உங்கள் அலைபேசி எண் 077xxx 02/06/03 அனுப்பப்பட்ட ரூ.2,000 போனஸ் காலர் பிரைஸ் வெற்றி பெற்றுள்ளது! நீங்களை அண்முகமாக அணுப்புவது இரண்டாவது முயற்சி! சொந்த எண் 09066362206 விரைவில் அழைக்கவும்! பாக்ஸ் 97N7QP, 150 பீபீஎம்",spam,
FREE iPhone 15! Enter code 3780 at goo.gl/xyz,spam,
මම නැවතුම් සිටිමිනි...,ham,
الحزمة تم الإحتجاز في المحطة: http://ffnst.com/7DH413,phishing,
Call 1799 for customer support,ham,
"பல மக்கள் முதல் பார்வையில் சிறப்புத் தெரிகின்றனர், ஆனால் உங்களுக்கு அவர்களில் சிறந்தவர்கள் ஏற்கட்டளை வாங்குவருகின்றனர். உங்கள் கடைசியாயும் கண்ணோட்டம் வரை அவர்களை பரப்பி வைத்துக்கொள்ளுக.. வாழ்வை முடிக்கும் வரை. ஷீஜஸ்.",ham,
"Hello, your Voicespin DotBig_Limited account balance is 498.36. Unless you fill it up ASAP it will reach the credit limit and it will be blocked automati",ham,
🎉 CONGRATS! You won $4459 Amazon gift card! Redeem at goo.gl/xyz 🎉,spam,
"¿Qué es lo que viene por la colina... ¿Es un monstruo? Espero que tengas un gran día. Las cosas van bien aquí, ¡aunque ocupadas!",ham,
Your verification code is 6513,ham,
ஹே ஹன்டான்பஸ் அவனை சந்திக்க 2 போகிறேன். அவன் சாப்பாண்டு செல்ல வேண்டும் எனக்கு படிப்பில் வேண்டாம் ஏன் காரணம் கொட்டுக்கிறேன்! ஆனால் இவர் இதுவரை இனிமேல் அழகாய் இருக்கிறான் xxx,ham,
Tu código de verificación de Discord es: 306918,ham,
"Masukkan kode verifikasi: 803659, untuk mengaktifkan SPayLater. Berlaku selama 15 menit. JANGAN beritahu kode ini ke siapa pun.\jKPmMcdNAgI",ham,
Envoyer de l'argent maintenant http//bit.ly/2311,phishing,
"Siapkan kebun Anda untuk musim panas dengan pilihan tanaman umbi dan biji-bijian musim panas senilai ¬¨¬£33:50 secara GRATIS hanya dengan The Scotsman pada hari Sabtu ini. Untuk berhenti, kunjungi go2 notxt.co.uk",spam,
இன்றைய வோடஃபோன் எண்ணிக்கை 0089 முடிவுத் தான் (எனக்கு கடைசியாக நான்கு எண்கள்) £350 விருதை பெற்றுள்ளது. உங்கள் எண் பொருந்தும் போது தயவுசெய்து 09063442151 எண்களை அழையவும் உங்கள் £350 விருதை பெறுவதற்கு,spam,
Ссылка на вашу фотографию была отправлена. Вы также можете использовать http://alto18.co.uk/wave/wave.asp?o=44345,spam,
Aku juga datang ke ruangan.,ham,
Don't miss this amazing deal: bag for only $82!,spam,
