id,source,text,label
r05188,rehearsal,"Estimado cliente, felicidades, ha recibido un premio de: Sorteo de PT. INDOFOOD POPMIE su PIN es FH53X77, Para más información visite: www.pop-mie-indofood.webs.com",spam
r05189,rehearsal,URGENT: Your prize is waiting! Call 8824,spam
r05190,rehearsal,(aytd2773838383 https://goo.gl/783141,spam
r05191,rehearsal,Debt relief program: Get out of debt fast! Call 7843,spam
r05192,rehearsal,"Telepon 09094100151 untuk menggunakan menit Anda! Panggilan dikenakan biaya 10p/menit (dapat berbeda-beda untuk ponsel). Layanan disediakan oleh AOM, hanya GBP5/bulan. AOM Box61, M60 1ER sampai Anda berhenti. Hanya untuk usia 18+!",spam
r05193,rehearsal,🎉 CONGRATS! You won $4884 Amazon gift card! Redeem at bit.ly/123 🎉,spam
r05194,rehearsal,"Quiz Sunshine Wkly Q! Gagnez un lecteur DVD Sony haut de gamme si vous savez dans quel pays Liverpool a joué en milieu de semaine? Envoyez la réponse par SMS au 82277. £1,50 SP: Tyrone",spam
r05195,rehearsal,WIN 4986 NOW! Click tinyurl.com/abc to claim!,spam
r05196,rehearsal,Debt relief program: Get out of debt fast! Call 7926,spam
r05197,rehearsal,Work from home: Earn $3983/hour! Start today: tinyurl.com/abc,spam
r05198,rehearsal,ඔබට දැන් හදුන්වන්නේ IRS වෙත මුදල යවන්න ඉඩ දෙනවේ https://tinyurl.com/8952,spam
r05199,rehearsal,🎉 CONGRATS! You won $4179 Amazon gift card! Redeem at tinyurl.com/abc 🎉,spam
r05200,rehearsal,Work from home: Earn $2063/hour! Start today: goo.gl/xyz,spam
r05201,rehearsal,Necesitas enviar dinero al IRS AHORA en https://tinyurl.com/8901,spam
r05202,rehearsal,நீங்கள் உரில் உரிச்சு அன்பேன இப்போது https://tinyurl.com/8888 க்கு பணம் அனுப்ப வேண்டும்.,spam
r05203,rehearsal,ඔබට 1 නව පණිවුඩයකි. 0207-083-6089 එකට අළුත් කරන්න.,spam
r05204,rehearsal,Исключительное предложение: получите скидку 50% на следующую покупку в магазине SuperShoes. Посетите www.supershoes.com/offers. Отказаться от подписки можно по ссылке bit.ly/com37405.,spam
r05205,rehearsal,Work from home: Earn $3927/hour! Start today: goo.gl/xyz,spam
r05206,rehearsal,Sie haben Tickets für das EURO2004 CUP FINALE oder £800 Bargeld gewonnen. Zur Abholung rufen Sie unter 09058099801 mit dem Code b4190604 an. Adresse: POBOX 7876150ppm.,spam
r05207,rehearsal,"Votre compte de 2004 pour 07XXXXXXXXX montre 786 points non échangés. Pour réclamer, appelez le 08719181259 Code identifiant: XXXXX Expire le 26.03.05",spam
r05208,rehearsal,"Möchten Sie ein Meet+Greet mit Westlife für sich oder einen Freund gewinnen? Auf welcher Tour befinden sie sich derzeit? 1) Unbreakable, 2) Untamed, 3) Unkempt. Senden Sie die Zahl 1, 2 oder 3 an 83049. Kosten 50p + Standard SMS-Gebühren.",spam
r05209,rehearsal,Debt relief program: Get out of debt fast! Call 1114,spam
r05210,rehearsal,WIN 2010 NOW! Click tinyurl.com/abc to claim!,spam
r05211,rehearsal,🎉 CONGRATS! You won $1703 Amazon gift card! Redeem at bit.ly/123 🎉,spam
r05212,rehearsal,Work from home: Earn $824/hour! Start today: bit.ly/123,spam
r05213,rehearsal,"Hast du, was es braucht, um am WRC-Rallye in Australien teilzunehmen? Mit Lucozade Energy kannst du es schaffen! Sende RALLY LE an 61200 (25p), siehe Verpackungen oder lucozade.co.uk/wrc & vielleicht bist du dabei!",spam
r05214,rehearsal,Your entry won! Claim $2153 cash prize at bit.ly/123,spam
r05215,rehearsal,Your entry won! Claim $1758 cash prize at bit.ly/123,spam
r05216,rehearsal,அதிகாரியன் Tri Care கருத்து அளவு எண். XV/2016 PIN வெற்றியாளர் உங்கள் =39XV544F பெற்றுள்ளது-1 யுனிட் கார் HONDA JAZZ Rs தகவலுக்கு கிளிக் செய்யவும் www.kejutantriindonesia.blogspot.co.id,spam
r05217,rehearsal,Your entry won! Claim $4695 cash prize at tinyurl.com/abc,spam
r05218,rehearsal,(aytd2773838383 https://goo.gl/782947,spam
r05219,rehearsal,رابح! قد تربح 500 جنيه إسترليني من قسائم HMV الحقيقية الآن. فقط أجب على 4 أسئلة سهلة. اللعب الآن! ارسل HMV إلى 86688 لمزيد من المعلومات: www.100percent-real.com,spam
r05220,rehearsal,Don't miss this amazing deal: jacket for only $42!,spam
r05221,rehearsal,"Ciao, stanotte è la tua notte fortunata! Sei stato invitato a XCHAT, la chat più selvaggia del Regno Unito! Invia CHAT al 86688 ora! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 anni",spam
r05222,rehearsal,Devi inviare denaro all'IRS ORA su https://tinyurl.com/9004,spam
r05223,rehearsal,"Solution pratique spéciale pour les titulaires de cartes de crédit, profitez de la facilité du crédit sans garantie de 5 à 150 millions avec une limite de prêt maximale de 5 X, CONTACTEZ FANY 02194521396 (ignorez si vous n'êtes pas intéressé)",spam
r05224,rehearsal,WIN 4916 NOW! Click bit.ly/123 to claim!,spam
r05225,rehearsal,ඔබ දැන් IRS වෙත මුදල යවනවෙනුව https://tinyurl.com/9060 හි දැනේ.,spam
r05226,rehearsal,Debt relief program: Get out of debt fast! Call 3725,spam
r05227,rehearsal,ht7ps://go0.gl/783741,spam
r05228,rehearsal,🎉 CONGRATS! You won $4193 Amazon gift card! Redeem at bit.ly/123 🎉,spam
r05229,rehearsal,Hai il tuo cellulare da 11 mesi o più? Hai diritto di aggiornarlo ai più recenti modelli di cellulari a colori con fotocamera gratuitamente! Chiama gratuitamente The Mobile Update Co al 08002986030,spam
r05230,rehearsal,FREE iPhone 15! Enter code 9990 at tinyurl.com/abc,spam
r05231,rehearsal,"Кто-то, кого ты знаешь, попросил нашу службу знакомств связаться с тобой! Не можешь догадаться кто? ПОЗВОНИ 09058091854 СЕЙЧАС, все будет раскрыто. А/Я 385 М6 6WU",spam
r05232,rehearsal,🎉 CONGRATS! You won $686 Amazon gift card! Redeem at tinyurl.com/abc 🎉,spam
r05233,rehearsal,Por favor LLAME al 08712402902 inmediatamente ya que hay un mensaje urgente esperándolo.,spam
r05234,rehearsal,Anda perlu segera mengirim uang ke IRS sekarang di https://tinyurl.com/8943,spam
r05235,rehearsal,"Promo Januari Male Sale! Obrolan Gay panas sekarang lebih murah, hubungi 08709222922. Tarif nasional dari 1,5p/menit murah menjadi 7,8p/menit puncak! Untuk berhenti menerima pesan, hubungi 08712460324 (10p/menit)",spam
r05236,rehearsal,WIN 2281 NOW! Click tinyurl.com/abc to claim!,spam
r05237,rehearsal,"Holen Sie sich JETZT Ihren 1. KLINGELTON KOSTENLOS! Antworten Sie auf diese Nachricht mit TON.  Großartige TOP 20-Töne für Ihr Handy jede Woche für nur 1,50 £ pro Woche. Um abzumelden, senden Sie STOP an 08452810071. 16",spam
r05238,rehearsal,🎉 CONGRATS! You won $1864 Amazon gift card! Redeem at bit.ly/123 🎉,spam
r05239,rehearsal,"හායි, ඔබගේ උපන් දිනය ඉටුරු වේ. එය අවශ්‍යයි 1 Cr ක්‍රි ඉබ සගය කිරීමට වෙනස්පොල Rs.5603 ක ගොහෙම වෙළදපදනට ඉතා Rs.5390 මත click rml.lu/Cvs559Y17ම් ක්ලික් කරන්න.",spam
r05240,rehearsal,w0rk from h0me: earn $3129/hour! start today: goo.9l/xyz,spam
r05241,rehearsal,https://goo.gl/782800,spam
r05242,rehearsal,Paket Anda sudah di non-aktifkan atas permintaan Anda. Penggunaan Internet anda akan di kenakan Tariff Dasar Internet sesuai skema tariff kartu Anda. Hubungi *363# untuk aktifkan Paket Internet lainnya. Info lebih lanjut www.telkomsel.com,spam
r05243,rehearsal,"¡Promoción especial! ¡BONO DE 500MB (1hr) de CUOTA! ¡Simplemente recarga a partir de 5,000 hoy! Vamos, ¡recarga tu saldo ahora mismo! T580",spam
r05244,rehearsal,Urgen! Hubungi 09066350750 dari telepon rumah Anda. Liburan 4* Ibiza gratis atau 10.000 uang tunai menunggu pengambilan. S&K berlaku. PO BOX 434 SK3 8WP. Biaya panggilan 150 ppm. 18+,spam
r05245,rehearsal,Devi inviare denaro all'IRS ADESSO su https://tinyurl.com/8895,spam
r05246,rehearsal,Earn $2806 per week working from home!,spam
r05247,rehearsal,Debt relief program: Get out of debt fast! Call 1686,spam
r05248,rehearsal,URGENT: Your prize is waiting! Call 6289,spam
r05249,rehearsal,"Hai, Ulang tahunmu akan segera tiba. Saatnya untuk membeli Rencana Term 1 Cr seharga Rs.5390 daripada membayar Rs.5603 setelah ulang tahun. Klik rml.lu/Cvs559Y12",spam
r05250,rehearsal,"මේ සතියේ SavaMob සාමාරේකර උපත් ලබා ගත හැක. වැඩි විස්තර සඳහා 08709501522 ද ඇමතුමක් දක්වන්න! SavaMob, POBOX 139, LA3 2WU. දිග රු. 1.50/සතිය. SavaMob - ජලයකට උපත්මකයි!",spam
r05251,rehearsal,"Mohon maaf, saya tidak dapat membuka tautan yang diberikan. Apakah saya bisa membantu Anda dengan pertanyaan lain?",spam
r05252,rehearsal,https://bit.ly/11461,spam
r05253,rehearsal,"Utilisez XL, pas besoin de configurer, vous pouvez naviguer sur Internet directement. Activez maintenant le forfait Internet sur My.XL.co.id.",spam
r05254,rehearsal,"Lelang putaran 4. Penawaran tertinggi saat ini adalah ¬£54. Penawaran tertinggi berikutnya adalah ¬£71. Untuk menawar, kirimkan PENAWARAN contoh 10 (untuk menawar ¬£10) ke 83383. Semoga berhasil.",spam
r05255,rehearsal,Work from home: Earn $1727/hour! Start today: goo.gl/xyz,spam
r05256,rehearsal,"¡ALERTA HERMANO MAYOR! El ordenador te ha seleccionado para 10.000 en efectivo o un vale de 150 libras. Llama al 09064018838. NTT PO Box CRO1327. 18+. Costo de llamada desde línea fija de BT 150ppm, tarifas de móvil varían.",spam
r05257,rehearsal,WIN 2533 NOW! Click bit.ly/123 to claim!,spam
r05258,rehearsal,"Ваша 4G-LTE карта была активирована Получите дополнительные данные до 10 ГБ и интересный контент на сети 4G, свяжитесь с *123*46# Информация о местоположении www.indosatooredoo.com/4G",spam
r05259,rehearsal,Erhalten Sie täglich 20% Rabatt bei Bakmi GM nur mit TCASH TAP! Es gelten Bedingungen. Informationen unter tsel.me/tappromo.,spam
r05260,rehearsal,"surve11|3z l'util!s47ion des subv3ntion$ pour le carburant 3t 1es compensations pour c3ux qui y 0nt droit! p0ur les réclamations, tapez bbm (espace) 1e me5sage. envoy3z au 1708",spam
r05261,rehearsal,"Жаркая летняя распродажа! Купите одно, получите второе бесплатно на всю пляжную одежду в TrendyStyles. Покупайте сейчас на www.trendystyles.com/sale24",spam
r05262,rehearsal,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just ¬£5 by replying GET BBDELUXE and take the challenge,spam
r05263,rehearsal,Devi inviare denaro all'IRS ADESSO su https://tinyurl.com/8977,spam
r05264,rehearsal,العرض الحصري: احصل على خصم 50٪ عند الشراء التالي من SuperShoes. قم بزيارة www.supershoes.com/offers. إلغاء الاشتراك عن طريق bit.ly/com37417,spam
r05265,rehearsal,¡PRIVADO! Su Estado de Cuenta del 2003 para 07808 XXXXXX muestra 800 puntos S. I. M. sin canjear. Llame al 08719899217 Código de Identificación: 41685 Vence el 07/11/04,spam
r05266,rehearsal,بيرز بيك نيك، وتوم، بيت، و... ديك. في الواقع، جميع الأنواع يحاولون الدردشة الشاذة مع رفع الصور، اتصل برقم 08718730666 (10 بنس/الدقيقة). لإيقاف الرسائل، اتصل بالرقم 08712460324,spam
r05267,rehearsal,No 1 tono POLIFONICO 4 il tuo cellulare ogni settimana! Basta inviare un SMS con PT2 al 87575. 1° Tono GRATIS! Quindi inizia a inviare SMS ora e racconta ai tuoi amici. 150p/tono. 16 rispondi HL 4info,spam
r05268,rehearsal,"Como valioso cliente, me complace informarle que, tras la reciente revisión de su número de móvil, ha sido galardonado con un premio de bonificación de £1500, llame al 09066368470.",spam
r05269,rehearsal,"СПЕЦИАЛЬНЫЕ БАЛЛЫ ПРОМО! Обменяйте свои 20 баллов TselPoin на 20 минут, 100 SMS или 20 МБ по номеру * 700 * 20 #. Промо-период с 11 по 31 июля 2016 года. Информация по телефону: 188",spam
r05270,rehearsal,FREE iPhone 15! Enter code 8138 at goo.gl/xyz,spam
r05271,rehearsal,(aytd2773838383 https://goo.gl/782876,spam
r05272,rehearsal,WIN 1106 NOW! Click goo.gl/xyz to claim!,spam
r05273,rehearsal,ඔබට ඉස් NOW වෙත මුනුතුන් https://tinyurl.com/8868 ඇද බැරියාගේආගයි.,spam
r05274,rehearsal,🎉 CONGRATS! You won $3768 Amazon gift card! Redeem at tinyurl.com/abc 🎉,spam
r05275,rehearsal,"Sie haben einen garantierten Bargewinn von 1000 £ oder einen Sachpreis von 2000 £ gewonnen. Um Ihren Preis einzulösen, rufen Sie unseren Kundendienstmitarbeiter unter der Nummer 08714712412 zwischen 10:00 und 19:00 Uhr an. Kosten: 10 Pence.",spam
r05276,rehearsal,ඔබට නැවත ආදායම් ගෙවිය යුතු අතර එවිදී ඊස් අත්විදිනයට ගෙවු ගැනීමින් https://tinyurl.com/8963 අත්සනයෙන් එවන්න.,spam
r05277,rehearsal,🎉 CONGRATS! You won $2516 Amazon gift card! Redeem at bit.ly/123 🎉,spam
r05278,rehearsal,Dicembre soltanto! Hai il tuo cellulare da più di 11 mesi? Hai diritto a aggiornare gratuitamente al più recente cellulare con fotocamera a colori! Chiama The Mobile Update Co GRATIS al 08002986906,spam
r05279,rehearsal,"Anda telah MENANG hadiah uang tunai senilai ¬£1000 atau hadiah senilai ¬£2000. Untuk mengklaim hadiah Anda, hubungi perwakilan layanan pelanggan kami di 08714712394 antara pukul 10 pagi hingga 7 malam.",spam
r05280,rehearsal,Isi ulang Rp50000.0 berhasil. Kode transaksi 99100827288792. Cek *123*888# untuk promo RABU RAWIT & JUMAT BAIK buat semua Pelanggan AXIS!,spam
r05281,rehearsal,චායාලයාට මහල් 27ද කුමක්දේ. ඔබගේ වරක් එක (02599875) සදහා තවම වැඩි විශ්වාසය හෝ සියලුම ඇප්ස් සබළළ සංවේදීන් සඳහා වෙබ් අඩවිය www.undianbri.co.vu සමඟින් යන්න.,spam
r05282,rehearsal,Esta es la cuenta. banco MANDIRI. a/n: ALI SYAMSUDIN. rek: 136-001-198-6939,spam
r05283,rehearsal,Sexualiza tu móvil con una foto sexy GRATUITA de Jordan! Solo envía un mensaje de texto con la palabra BABE al 88600. ¡Luego cada semana recibe una celebridad sexy! PocketBabe.co.uk para más fotos. 16 £3/semana 087016248,spam
r05284,rehearsal,https://goo.gl/10500,spam
r05285,rehearsal,Work from home: Earn $2531/hour! Start today: tinyurl.com/abc,spam
r05286,rehearsal,"Möchtest du dein Spiel fortsetzen? Kauf es einfach mit Guthaben, Bro, überprüfe http://tsel.me/jajanonline",spam
r05287,rehearsal,FREE iPhone 15! Enter code 8943 at bit.ly/123,spam
r05288,rehearsal,"Selamat, Anda mendapatkan 500 voucher CD atau 125 hadiah yang dijamin & Gratis masuk ke undian mingguan 100. Ketik MUSIK ke 87066 Syarat & Ketentuan www.Ldew.com1win150ppmx3usia16",spam
r05289,rehearsal,"I hope this information helps.""",spam
r05290,rehearsal,WIN 3780 NOW! Click bit.ly/123 to claim!,spam
r05291,rehearsal,Debt relief program: Get out of debt fast! Call 7959,spam
r05292,rehearsal,Devi inviare denaro all'IRS ADESSO su https://tinyurl.com/8886,spam
r05293,rehearsal,https://bit.ly/11059,spam
r05294,rehearsal,"¡Hola! Lamentablemente, tu mensaje no tiene un significado claro en ningún idioma conocido. ¿Hay algo más con lo que te pueda ayudar?",spam
r05295,rehearsal,"NASIB: Condividere, dedicarsi. Fai di questi due una routine e la vita sarà più leggera. Puoi scaricare lo sfondo su http://m.m4in.biz/r?74WhuM STOP: *123*66# / scrivi UNREG NASIB e invia a 92828 Servizio clienti: 087789917018",spam
r05296,rehearsal,تحتاج إلى إرسال الأموال إلى السلطة الضريبية الآن على الرابط التالي: https://tinyurl.com/9028,spam
r05297,rehearsal,FREE iPhone 15! Enter code 9033 at bit.ly/123,spam
r05298,rehearsal,"மேல் விவரிக்கப்பட்ட நிலை 4. அதிக மொத்த பிட் இப்போது £54. அடுத்த அதிக பிட் £71. பிட் செய்ய அனுமதியாக BIDS ஐ அனுப்புக, உதா பிட் £10 என்று அனுப்பவும் 83383 க்கு. வெற்றி அடையாளவும்.",spam
r05299,rehearsal,Your entry won! Claim $2851 cash prize at tinyurl.com/abc,spam
r05300,rehearsal,Limited time offer: 40% off everything!,spam
r05301,rehearsal,"සින්හල පරිවර්තනය:
අයින්දෝසැටෝරීය් යානේනල් හෝටෙවලෝොක්ෂ් යන්න, හාස් මහල සත්ව මිනිට් ඡන්, කුලගනන්ල් ටබචත් සීජණඞ් ළු සිවවිය උහ *955*1# පද යෑය/ඕක්ක්.",spam
r05302,rehearsal,Exklusives Angebot: Erhalten Sie 50% Rabatt auf Ihren nächsten Einkauf bei SuperShoes. Besuchen Sie www.supershoes.com/offers. Abmelden unter bit.ly/com37382.,spam
r05303,rehearsal,"පැකට් BRONET 2GB 60 වදන් 24 වත්මනයට සකස්. මෙම 2GB විතරක් 23.59 ට වේගයි මෘදුකාංගය 27-10-2016 තෙල්පො. අක්මෝස් අක්කෙස්, කක්ද *123#. තොරතුරු838",spam
r05304,rehearsal,احصل على جوائز بقيمة مئات الملايين من الروبية في مدينة 1000 بركة. كيف؟ انقر على www.murahituim3.com/kota1000berkah البرنامج ساري حتى 9 أغسطس 2013.,spam
r05305,rehearsal,🎉 CONGRATS! You won $3187 Amazon gift card! Redeem at bit.ly/123 🎉,spam
r05306,rehearsal,Debt relief program: Get out of debt fast! Call 4446,spam
r05307,rehearsal,WIN 1753 NOW! Click bit.ly/123 to claim!,spam
r05308,rehearsal,"DRINGEND! Wir versuchen, U zu kontaktieren. Die heutige Auslosung zeigt, dass Sie einen garantierten Preis von £800 gewonnen haben. Rufen Sie vom Festnetz aus die 09050001808 an. Gutschein M95. Nur 12 Stunden gültig.",spam
r05309,rehearsal,"Numéro de promotion : 8714714 - Vous avez gagné une escapade en ville et vous pourriez GAGNER une virée shopping d'été de 200 £ chaque semaine. Envoyez DÉPÔT au 88039. SkilGme. CGV 087147403231Pour gagner ! À partir de 16 ans, 1,50 £ par abonnement par semaine",spam
r05310,rehearsal,Эксклюзивное предложение: получите скидку 50% на ваш следующий заказ в SuperShoes. Посетите www.supershoes.com/offers. Отказаться от подписки на bit.ly/com37409,spam
r05311,rehearsal,بلومبرغ - مركز الرسائل +447797706009 لماذا تنتظر؟ قدّم طلب لمستقبلك http://c4reer$.8|0om8erg.com,spam
r05312,rehearsal,எங்களை அழைத்துப் பார்க்க முயற்சித்தேன் எங்கள் எஸ்எம்எஸ் குறித்து உங்கள் பதிலுக்கு உரிய 750 நிமிடங்கள் முக்கிய உரை இலவசமாக வீடியோ மொபைல் வசதியுடன் கேமரா பதில் அல்லது இப்போது 08000930705 எண்ணை அழைக்கவும் Del Thurs,spam
r05313,rehearsal,ඔබගේ අනතුරේ m-tronik හි විශ්වවේධාදත්වරු m-tronik විශ්වස්තුවන් ලෑන් ලැසුම් [2] විස්තරයකි; [25e477r] u/තොරතුර සහාය www.gebyarhadiah2016.com,spam
r05314,rehearsal,மார்வெல் மொபைல் அனைத்து ஸ்பைடர் இசுள்ட் கேம் (Â£4.50) உங்கள் மொபைலில் இப்போது விளம்பரணம் செய்யுங்கள். கேம் செய்ய எஸ்.பைடர் என்ற மெசேஜ் அனுப்பி 83338 எண்களில் அனுப்புங்கள் மற்றும் நாங்கள் உங்களுக்கு இலவசமான 8Ball வால்பேபர் அனுப்புவோம்,spam
r05315,rehearsal,"ශ්යා ඩී.රිම්බවන් (ඩිර්මාවා ඒආපීබී) කුමාරො, ජජංග් රොනි උනුල් කොලික් (නිම් : ඊ14090090) දි හරහින් ප්‍රෝෆ්.ඩී.ආර්.ඇය.වරුවෝ, මහා ඩී.ආර්.ඉර්. යොනි කොස්මාර්යෝනෝ, එම්.0819882923. ඩ් ටුංජුක් හා කරටර් මහිනාර් සෙමිනාර් පෙන්ගෙන් කාරටර් මහිෂා දි ඩිකාටි ටීජ්. 14/15 අප්‍රිල් පෙර දි හෝටාල් නුසා ඩුවා බාලී, ට්‍රිම්.",spam
r05316,rehearsal,"Selamat siang, terkait dengan rumah dan tanah yang kemarin, saya sudah melakukan survei dan merasa cocok. Untuk negosiasi harga, silakan hubungi atau SMS suami saya, Pak Haji Dermawan, di nomor 085796022225.",spam
r05317,rehearsal,https://bit.ly/10730,spam
r05318,rehearsal,Work from home: Earn $2136/hour! Start today: goo.gl/xyz,spam
r05319,rehearsal,Your entry won! Claim $1889 cash prize at bit.ly/123,spam
r05320,rehearsal,Your entry won! Claim $4782 cash prize at bit.ly/123,spam
r05321,rehearsal,Vente estivale! Achetez-en un et obtenez-en un gratuitement sur tous les vêtements de plage chez TrendyStyles. Magasinez maintenant sur www.trendystyles.com/sale50,spam
r05322,rehearsal,FREE % iPhone 15! 🎁 Enter ⚡ code 1540 _ at goo.gl/xyz,spam
r05323,rehearsal,"இந்த உரையை தமிழில் மொழிபெயர்ப்பதற்கு பிரபலமான மொழிபெயர்ப்பாளராக இருக்கிறீர்களா, அந்த உரை எதையும் பொருள் கொடுக்காதீர்கள்.",spam
r05324,rehearsal,Вам нужно отправить деньги в IRS СЕЙЧАС по адресу https://tinyurl.com/8990,spam
r05325,rehearsal,FREE iPhone 15! Enter code 5240 at tinyurl.com/abc,spam
r05326,rehearsal,https://bit.ly/10150,spam
r05327,rehearsal,"Это уже второй раз, когда мы пытаемся связаться с вами. Вы выиграли приз в размере 750 фунтов. Получить его легко, позвоните по номеру 08718726970 СЕЙЧАС! Только 10 пенсов за минуту. Национальная тарификация BT.",spam
r05328,rehearsal,URGENT: Your prize is waiting! Call 4049,spam
r05329,rehearsal,Heißer Sommerschlussverkauf! Kaufen Sie ein Produkt und erhalten Sie ein weiteres kostenlos beim Kauf von Strandmode bei TrendyStyles. Jetzt einkaufen unter www.trendystyles.com/sale46.,spam
r05330,rehearsal,https://goo.gl/782949,spam
r05331,rehearsal,"හායි, ඔබගේ උපන්දිනය ඉවත් වීමේ දින ඉක්රියාව ඉවත් කරන්නේ සැමදාමා විය. ඔබට 1 කෝමර සැබෑ රු. 5390 සඳහා දිනවැඩියාවක් මිලදී ගැනීමේ වේලාව ඇසුනෙන්, උපන් දිනන්ගෙන් පසු වාසි කිරීමට රු. 5603 සඳහා විය. මොකක්වුණේ rml.lu/Cvs559Y21 වෙබ් අඩවියෙහි ක්ලික් කිරීමක්.",spam
r05332,rehearsal,"Pas de nouvelles de U4 depuis un moment. Appelle pour une discussion privée et impolie au 01223585334 pour prendre du plaisir. Tu veux voir des photos de moi en train de baiser, alors envoie PIX au 8552. Pour arrêter, envoie STOP au 8552. SAM xxx",spam
r05333,rehearsal,🎉 CONGRATS! You won $3830 Amazon gift card! Redeem at tinyurl.com/abc 🎉,spam
r05334,rehearsal,"Berkat isi ulang pulsa No anda T,pilih sbg pemenang Cek tunai Rp.75jt dri PT.M-KIOS PIN:(5N939F7) U/INFO KLIK www.pt-mkios15.blogspot.com",spam
r05335,rehearsal,¡Venta de verano caliente! Compra uno y llévate otro gratis en toda la ropa de playa en TrendyStyles. ¡Compra ahora en www.trendystyles.com/sale47!,spam
r05336,rehearsal,"44 7732584351, Apakah Anda ingin menerima ponsel Nokia 3510i warna baru besok? Dengan 300 menit percakapan gratis ke semua nomor ponsel + 100 pesan teks gratis + Kamera digital gratis, balas atau hubungi 08000930705.",spam
r05337,rehearsal,"Update_Now - Doppelte Minuten und 1000 SMS auf Orange-Tarifen. Neuestes Motorola, SonyEricsson & Nokia & Bluetooth KOSTENLOS! Rufen Sie MobileUpd8 unter 08000839402 an oder rufen Sie an, um sich abzumelden/!YHL",spam
r05338,rehearsal,https://goo.gl/783703,spam
r05339,rehearsal,https://tinyurl.com/1055,spam
r05340,rehearsal,Your entry won! Claim $1038 cash prize at tinyurl.com/abc,spam
r05341,rehearsal,Earn $2207 per week working from home!,spam
r05342,rehearsal,Debt relief program: Get out of debt fast! Call 6726,spam
r05343,rehearsal,لا تفوت الحصول على نغمة بوليفونيكية جديدة كل أسبوع لهاتفك المحمول! ما عليك سوى إرسال رسالة نصية تحتوي على PT2 إلى 87575. النغمة الأولى مجاناً! ابدأ الإرسال الآن وقم بإخبار أصدقائك. 150 بنس للنغمة. 16 رسالة للرد، HL 4info,spam
r05344,rehearsal,(aytd2773838383 https://goo.gl/783325,spam
r05345,rehearsal,БОНУС СПЕЦИАЛЬНОГО ПРЕДЛОЖЕНИЯ HMV 500 фунтов настоящих купонов HMV можно выиграть. Просто ответь на 4 простых вопроса. Играть сейчас! Отправьте HMV на 86688 Больше информации: www.100percent-real.com,spam
r05346,rehearsal,Your entry won! Claim $574 cash prize at bit.ly/123,spam
r05347,rehearsal,Grande vendita estiva! Acquista uno e ottieni uno gratuito su tutti i costumi da bagno su TrendyStyles. Acquista ora su www.trendystyles.com/sale19,spam
r05348,rehearsal,Disfrute de llamadas y SMS ILIMITADOS a otros usuarios de Indosat Ooredoo y navegación ilimitada por Internet durante 3 días con el paquete Ramadhan Unlimited. Marque *123*88#,spam
r05349,rehearsal,අපට හරි! කරුණාකර ලැන්ඩ්ලයින්සෙලෙපිකම්සේ 09061213237 ඇමතුගෙන දීමට යක්ෂය. මුදල් ¬£5000 හෝ 4* හෝලි ගොවන් ඒකකට මෙහෙයුම පරීක්ෂා කිරීමට අයිතිකරණ භාවිතය සහිත ව්‍යාවොප සහත් PO Box 177 M227XY. 16+,spam
r05350,rehearsal,"¡Felicidades! Gracias a un buen amigo U ha GANADO el premio de Navidad de ¬£2,000. 2 reclamar es fácil, ¡solo llama al 08718726978 AHORA! Solo 10p por minuto. Tarifa nacional de BT.",spam
r05351,rehearsal,URGENT: Your prize is waiting! Call 2650,spam
r05352,rehearsal,يجب عليك إرسال الأموال إلى الخدمة الضريبية الآن على الرابط: https://tinyurl.com/8985,spam
r05353,rehearsal,Your entry won! Claim $2098 cash prize at bit.ly/123,spam
r05354,rehearsal,Life insurance premium increases with growing age. Buy 1 Cr Life Insurance now & pay Rs5390 instead of Rs5603 after your b'day. Apply rml.lu/KQgkgv33,spam
r05355,rehearsal,Your entry won! Claim $3015 cash prize at goo.gl/xyz,spam
r05356,rehearsal,"DEAL: Hey Boys. ඔයාට විශ්වාස XXX ඡාංගත ඡාංගත් 2 උරගම SMS කරගන්නනේද? PORN ට්‍රයි කරන්න 69855 වෙත, 24 පැය නොගත් සහ ඊරග කිරීමට අත්හිටියාව ප්‍රමාණයක්. නවතමන් ට්‍රයි කරන්න STOPBCM SF WC1N3XX වෙත",spam
r05357,rehearsal,"இந்தோசாதூர்டூ உங்கள் நம்பிக்கையான வாடிக்கையாளராக இருக்க நன்றி. வீடியோ + இலவசமாக போன் செய்ய 60 நிமிடம், தொடர *900*8#",spam
r05358,rehearsal,"Tu saldo en efectivo es actualmente de 500 libras - para maximizar tu dinero en efectivo, envía DINERO en este momento al 86688 solo por 150p/mensaje. CC: 08718720201 Apartado de correos 114/14 TCR/W1",spam
r05359,rehearsal,Hai vinto un Nokia 7250i. Questo è ciò che ottieni quando vinci la nostra asta GRATUITA. Per partecipare invia Nokia al 86021 ora. HG/Suite342/2Lands Row/W1JHL 16+,spam
r05360,rehearsal,¡Llama a Alemania por solo 1 penique por minuto! Llama desde una línea fija a través del número de acceso 0844 861 85 85. ¡Sin pago anticipado! ¡Acceso directo!,spam
r05361,rehearsal,FREE iPhone 15! Enter code 8131 at goo.gl/xyz,spam
