id,source,text,dataset_label,rule_label,rule,typesafe_label,typesafe_confidence,decision,decision_source
r06685,rehearsal,"Sorpresa PUNTI, premio di Rp 15 milioni ufficialmente assegnato al proprietario del numero 0812330xxxx. PIN-x7af2547. Per informazioni, contattare l'ufficio centrale di TELKOMSEL al 021-23867047, 021-23867048.",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r06721,rehearsal,அவசரம்! உங்களை தொடர நாங்கள் முயற்சிக்கிறோம் உங்களுக்கு வெற்றி சாதித்த ஒரு £800 பரிசு வெல்ல உள்ளது என்பதை இன்றைய வர்த்தகம் காட்சிக்கிருகிறது. லாந்திலிருந்து 09050000460 எண் அழையவும். கோர்ப்பது J89. பி.ஒ. பாக்ஸ்245c2150pm,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r06733,rehearsal,FREE: நீங்கள் இராசியாங்களுக்கு உங்கள் பணத்தை இப்போது அனுப்பவேண்டும் https://tinyurl.com/9048,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r06745,rehearsal,"Переведите просто деньги на счет в банке ----- An Ardiansyah 5500248418, когда перевод будет выполнен, просто отправьте СМС. Спасибо.",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r06754,rehearsal,Selamat KPD pemilik NO simCARD 085643XXXXXX mendapatkan . UANG TUNAI Rp 49jt dari PT.INDOSAT pin:RWD2749 www.indosat-poin-2013.jimdo.com atau HUB 085693577707 !spam!,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r06775,rehearsal,அவசியம்! உங்கள் மொபைல் எண் ஒரு ¬£2000 பெருமை உருவாக்கப்பட்டுள்ளது. நிலை வரை 09058094454 எண்ணிலிருந்து அழையவும். கிளைம் 3030. செம் 12 மணி நேரங்களில் மட்டுமே செயல்படுவது.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r06878,rehearsal,SLMT!!! NO anda m-dpt mobil AVANZA dr kartu AS di undi td malam di metro TV pkl : 23.00 wib u/info klik : www.telkomsell.jimdo atau/Hub : 0016285286552555,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r06944,rehearsal,Erhalten Sie einen kostenlosen mobilen Datenboost mit jedem neuen Handyvertrag bei MobileNet. Rufen Sie uns unter 800-555-0199 an oder besuchen Sie www.mobilenet.com/53.,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r07472,rehearsal,Obtenez un amplificateur de données mobile gratuit avec chaque nouveau forfait téléphonique chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/39,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r07953,rehearsal,Obtenez un amplificateur de données mobile gratuit avec chaque nouveau forfait téléphone chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/4,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r07970,rehearsal,Obtenga un amplificador de datos móviles gratis con cada nuevo plan de teléfono en MobileNet. Llámenos al 800-555-0199 o visite www.mobilenet.com/27,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r07972,rehearsal,Obtenez un booster de données mobile gratuit avec chaque nouveau forfait de téléphone chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/25,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r08091,rehearsal,Ottieni gratuitamente un potenziatore di dati mobili con ogni nuovo piano telefonico presso MobileNet. Chiamaci al 800-555-0199 o visita www.mobilenet.com/5,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r08122,rehearsal,Dapatkan penguat data seluler gratis dengan setiap rencana ponsel baru di MobileNet. Hubungi kami di 800-555-0199 atau kunjungi www.mobilenet.com/1,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r08241,rehearsal,Obtenez un amplificateur de données mobiles gratuit avec chaque nouveau forfait de téléphone chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/47,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r08340,rehearsal,Obtenga un amplificador de datos móviles gratuito con cada nuevo plan de teléfono en MobileNet. Llámenos al 800-555-0199 o visite www.mobilenet.com/52,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r08536,rehearsal,Obtenez un booster de données mobiles gratuit avec chaque nouveau forfait téléphonique chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/24,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r08706,rehearsal,Obtenez gratuitement un amplificateur de données mobiles avec chaque nouveau forfait téléphone chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/6,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r08770,rehearsal,Obtenez un amplificateur de données mobile gratuit avec chaque nouveau forfait téléphonique chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/10,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r08875,rehearsal,Obtenez un amplificateur de données mobile gratuit avec chaque nouveau forfait téléphonique chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/11,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r09296,rehearsal,Ricevi gratis un potenziatore di dati mobili con ogni nuovo piano telefonico su MobileNet. Chiamaci al 800-555-0199 o visita www.mobilenet.com/39,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r09314,rehearsal,Obtenez un amplificateur de données mobile gratuit avec chaque nouveau forfait téléphonique chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/18,phishing,phishing,,spam,0.99,spam,approved 2026-09-17 (bulk suggestion)
r04418,rehearsal,"GUT GEMACHT! Ihr 4* Costa Del Sol Urlaub oder £5000 warten auf Abholung. Rufen Sie jetzt unter 09050090044 an, um zu beanspruchen. SAE, AGB, Postfach 334, Stockport, SK38xh, Kosten £1,50/Min., Max. 10 Min.",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r04581,rehearsal,ඔබ හිතලා IRS හි මුදල් ඉවන්න අයිතිය තුල https://tinyurl.com/8918,spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r04606,rehearsal,ඔබට මුදල් යැවිය යුතු අංශය දැන් එය https://tinyurl.com/8846 මගින් දැනට යාමට අවශ්‍යයි.,spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r04840,rehearsal,"Вас особо отобрали для получения приза в размере 3000 \. Позвоните по номеру 08712402050 ДО закрытия линий. Стоимость 10 руб. за минуту. 16+. Применяются условия. AG Promo""",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r04944,rehearsal,"Saya maaf, tapi saya tidak dapat membuka tautan. Apakah ada sesuatu lagi yang bisa saya bantu?",spam,remove,decision4_translator_note,ham,0.98,remove,approved 2026-09-17 (bulk suggestion)
r05101,rehearsal,"Bitte überweise es einfach an MANDIRI, Konto auf den Namen ARYA. Kontonummer: 131-000-7252-937. Lass mich wissen, sobald du es überwiesen hast!",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r05140,rehearsal,"Saya maaf, saya tidak bisa membuka tautan yang diberikan. Apakah ada sesuatu yang bisa saya bantu selain itu?",spam,remove,decision4_translator_note,ham,0.98,remove,approved 2026-09-17 (bulk suggestion)
r05145,rehearsal,"PRIVAT! Laporan Rekening Anda tahun 2004 untuk 07742676969 menunjukkan 786 Bonus Points yang belum ditebus. Untuk mengklaimnya, hubungi 08719180248 Kode Pengenal: 45239 Berakhir",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r05177,rehearsal,"Urgente! Per favore, chiama il 0906346330. La tua vacanza spagnola di 4 stelle gratuita con ABTA o £10.000 in contanti ti aspettano per essere ritirati. Spedisci una busta preaffrancata alle condizioni di servizio del BOX 47 PO19 2EZ. 150p per minuto. Maggiorenni.",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r05184,rehearsal,"இந்த மாதத்தின் கொடுப்பனவு கேட்கும் 'Maaf' கேள்விக்கு பதிலாக, நீங்கள் பரிலப்பான பிரிப்பின் மூலம் Yogi அவர்களுக்கு செலுத்தவும்: 08562115779, ஏனையவர்களிடம் வெற்றிப்படைக்கப்பட்டது என்று முடியும்.",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r05398,rehearsal,"Maaf, saya tidak bisa membuka tautan yang Anda berikan. Apakah ada sesuatu yang bisa saya bantu?",spam,remove,decision4_translator_note,ham,0.98,remove,approved 2026-09-17 (bulk suggestion)
r05409,rehearsal,"வாழ்த்துக்கள்! PT.INDOFOOD இலிருந்து ஒரு நிசான் ஜூக் கார் பெற்றுள்ளீர். ஸ்டிக்கர் உங்கள் 27tdn55 இல் உள்ளது. விரும்பிய விபரங்களுக்கு, விருப்பமாக உதவியும், இணையதளம் www.popmieget-lucky.blogspot.com ஐ அணுகவும்.",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r05582,rehearsal,URGENT! Vous avez gagné une adhésion GRATUITE d'une semaine à notre Jackpot de prix de 100 000 ¬£! Envoyez le mot: RECLAMER au numéro: 81010 Conditions générales sur www.dbuk.net LCCLTD BOÎTE POSTALE 4403LDNW1A7RW18,spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r05792,rehearsal,Per favore CHIAMA immediatamente 08712402902 poiché c'è un messaggio urgente in attesa per te.,spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r05861,rehearsal,"Urgen! Tolong hubungi 09066612661 dari telepon rumah Anda, liburan gratis 4* Lux Costa Del Sol atau 1000 poundsterling CASH menunggu untuk diambil. ppm 150 SAE T&Cs James 28, EH74RR",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r05882,rehearsal,தயவுசெய்து நீங்கள் தெரிவு செய்திக்கும் நேரத்தில் எங்கள் வாடிக்கையாளர் சேவை பேச்சாளரை இலவசமாக அழைக்கவும். 0808 145 4742 என்ற தொலைபேசி எண்ணை 9 மணி முதல் 11 மணி வரை அழையுங்கள். உங்கள் வெற்றி உண்டுவிழ் ஆர்க்கள் மத்தியமாக இலவச பணம் அல்லது பரிசு பெற்றுள்ளீர்கள்!,spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r05909,rehearsal,ඔබ වෙනස් කර මුදල් එළිම් IRS වෙත දැනුම්දෙන්න එකතු https://tinyurl.com/8866,spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r06122,rehearsal,"Urgente! Chiama il 09061749602 da un telefono fisso. La tua vacanza a Tenerife 4* omaggio o £10,000 in contanti ti aspettano per il ritiro. SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r06210,rehearsal,Saya tidak bisa mengakses atau membuka tautan yang Anda berikan. Apakah ada sesuatu yang bisa saya bantu?,spam,remove,decision4_translator_note,ham,0.98,remove,approved 2026-09-17 (bulk suggestion)
r06222,rehearsal,நீங்கள் இராசியிடம் உங்கள் தேவைக்காக பணம் அனுப்ப வேண்டும் https://tinyurl.com/8955,spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r06540,rehearsal,"Tolle Neuigkeiten! Rufen Sie KOSTENLOS unter 08006344447 an, um Ihren garantierten Betrag von £1000 IN BAR oder ein Geschenk im Wert von £2000 zu erhalten. Sprechen Sie JETZT mit einem Live-Berater!",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r06665,rehearsal,வணக்கம்!! உங்களுக்கு பரிந்துரைக்கூட்ட ரூ. 75 லட்சம் பெற்றுள்ளீர்கள். டெல்கோம்செல் பாயின் மூலம். இன்டடில் எப்போது 11:30 மணிக்கு லக்ஷக்கல் பரிந்துரை செய்யப்பட்டது. தகவல் கொடு : 085377177138. ஐ.ஆர். செரியான்டோ. அனுப்பினார்: *777,spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r06673,rehearsal,"Estimado Dave, esta es tu última notificación para recoger tus vacaciones en Tenerife de 4 estrellas o el premio en efectivo de 5000 libras. Llama al 09061743806 desde un teléfono fijo. Términos y condiciones. Carta y sobre auto-dirigido a Box326 CW25WX. 150 ppm.",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r06884,rehearsal,"தனிப்பட்டு! உங்கள் 2003 கணக்கு அறை எண் 07815296484 க்கு 800 பயன்படுத்தாத S.I.M. புள்ளிகள் காட்டுகின்றன. 08718738001 எண்ணை அழைக்கவும் அடையாள குறியீடு 41782, காலாவ஧ி 18/11/04 முடிகின்றது.",spam,spam,,phishing,0.98,phishing,approved 2026-09-17 (bulk suggestion)
r06989,rehearsal,Obtenez un amplificateur de données mobile gratuit avec chaque nouveau forfait téléphonique chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/59,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r07066,rehearsal,Ricevi un potenziatore dati mobile gratuito con ogni nuovo piano telefonico presso MobileNet. Chiamaci al 800-555-0199 o visita www.mobilenet.com/6,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r07093,rehearsal,Obtenez un amplificateur de données mobile gratuit avec chaque nouveau forfait téléphonique chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/45,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r07173,rehearsal,Erhalten Sie einen kostenlosen mobilen Datenverstärker bei jedem neuen Handyvertrag bei MobileNet. Rufen Sie uns unter 800-555-0199 an oder besuchen Sie www.mobilenet.com/44.,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r07323,rehearsal,Obtén un amplificador de datos móviles gratis con cada nuevo plan de teléfono en MobileNet. Llámanos al 800-555-0199 o visita www.mobilenet.com/59,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r07453,rehearsal,Получите бесплатный усилитель мобильных данных при покупке нового телефонного плана в MobileNet. Позвоните нам по номеру 800-555-0199 или посетите www.mobilenet.com/18,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r07526,rehearsal,Dapatkan perkuat data seluler gratis dengan setiap paket ponsel baru di MobileNet. Hubungi kami di 800-555-0199 atau kunjungi www.mobilenet.com/13,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r07662,rehearsal,Получите бесплатный усилитель мобильных данных при каждом новом телефонном плане в MobileNet. Позвоните нам по номеру 800-555-0199 или посетите www.mobilenet.com/25,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r07754,rehearsal,Erhalten Sie einen kostenlosen mobilen Datenverstärker bei jedem neuen Handyvertrag bei MobileNet. Rufen Sie uns unter 800-555-0199 an oder besuchen Sie www.mobilenet.com/45.,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r07790,rehearsal,Erhalten Sie bei jedem neuen Handyvertrag bei MobileNet einen kostenlosen Datenaufbooster. Rufen Sie uns unter 800-555-0199 an oder besuchen Sie www.mobilenet.com/24.,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r07941,rehearsal,Obtén un potenciador gratuito de datos móviles con cada nuevo plan de teléfono en MobileNet. Llámanos al 800-555-0199 o visita www.mobilenet.com/43,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r08188,rehearsal,Obtenez un amplificateur de données mobiles gratuit avec chaque nouveau forfait téléphonique chez MobileNet. Appelez-nous au 800-555-0199 ou visitez le site www.mobilenet.com/0,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r08213,rehearsal,Obtenez un amplificateur de données mobile gratuit avec chaque nouveau forfait téléphonique chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/69,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r08236,rehearsal,Obtenga un amplificador de datos móviles gratuito con cada nuevo plan de teléfono en MobileNet. Llámenos al 800-555-0199 o visite www.mobilenet.com/17,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r09108,rehearsal,Получите бесплатный усилитель мобильных данных при покупке нового телефонного плана в MobileNet. Звоните нам по телефону 800-555-0199 или посетите www.mobilenet.com/6,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r09112,rehearsal,Obtenga un amplificador de datos móviles gratuito con cada nuevo plan de teléfono en MobileNet. Llámenos al 800-555-0199 o visite www.mobilenet.com/17,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r09162,rehearsal,Obtenga un amplificador gratuito de datos móviles con cada nuevo plan de teléfono en MobileNet. Llámenos al 800-555-0199 o visite www.mobilenet.com/65,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r09338,rehearsal,Obtenga un amplificador gratuito de datos móviles con cada nuevo plan de teléfono en MobileNet. Llámenos al 800-555-0199 o visite www.mobilenet.com/2,phishing,phishing,,spam,0.98,spam,approved 2026-09-17 (bulk suggestion)
r04510,rehearsal,"Sy Ajeng hat eine SMS von PT. 3Care Indonesia über eine Bargeldzahlung von Rp. 100 Millionen auf der Website www.pttricare2016.blogspot.com erhalten, wurde jedoch gebeten, eine Verwaltungsgebühr von Rp. 1,250 Millionen zu bezahlen... Sy wurde auch von Herrn Bambang Purwanto angerufen und die Bankverbindung zur Zahlung der Administrationsgebühr über die Bank BRI auf den Namen PT. TRI LESTARI erhalten. Es wurde sogar der Personalausweis des Marketingleiters des PT. 3 Care Indonesia auf der Website angegeben.",spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r04675,rehearsal,"DRINGEND. Wichtige Informationen für 02-Benutzer. Heute ist Ihr Glückstag! Um herauszufinden warum, loggen Sie sich unter http://www.urawinner.com ein. Es erwartet Sie eine fantastische Überraschung!",spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r04697,rehearsal,"தயவுசெய்து அம்மாவிக்கு முதலில் 25 ரூபாய் புல்ஸாவை AS எண் 085245318024 பொருளாதிகள், ஏனெனில் அம்மாவின் நண்பர் சம்பவம் ஏற்பட்டுவிட்டது, இப்போது அவர்களை தொடர்புகொள்ள வேண்டும், அப்போது அம்மா பணம் புதைக்கும், முக்கியம்",spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r04880,rehearsal,முக்கிய செய்தி. இது ஒரு கடைசி தொடர் மூலம் உங்களை தொடர்பு கொள்ள முயற்சி செய்கிறோம். உங்களுக்கு மிகமுதல் செய்திகள் எங்கள் உத்திக்குவிக் பிரதிப் இல்லம் காத்திருக்கின்றன. காலாவதி 13/4/04. இப்போது 08717507382 அழையவும்!,spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r05066,rehearsal,!خاص! كشف حسابك لعام 2003 من رقم 07815296484 يظهر 800 نقطة S.I.M. غير مستردة. اتصل بالرقم 08718738001 واستخدم رمز التعريف 41782 قبل انتهاء الصلاحية في 18/11/04.,spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r05082,rehearsal,"БЕСПЛАТНОЕ СООБЩЕНИЕ: Мы ошибочно выставили счёт на ваш мобильный номер с кодом 83332. Пожалуйста, позвоните по номеру 08081263000, чтобы вернуть вам деньги за переплату. Этот звонок будет бесплатным с фиксированного телефона BT.",spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r05450,rehearsal,كاميرا - تم منحك كاميرا رقمية SiPix! اتصل على الرقم 09061221066 من الهاتف الثابت. التسليم خلال 28 يومًا,spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r05519,rehearsal,நீங்கள் உதவியை உங்கள் ஐஆர்எஸ் உற்பத்தி செய்ய வேண்டும் இப்போது https://tinyurl.com/8933 இல் கட்டுப்படுத்தவும்.,spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r05596,rehearsal,"ශ්‍රී උබ අභිලාෂයන් , ඔබගේ සිම් කාඩ්පත් හා වෙනත් දත්ත ප්‍රාදේශීයයක් දැන් 1 ඒයි Honda Jazz කරයි , Tri 3Care පින් ඔබගේ PIN සියඩපකිහීම 25ZT67KM අරබයංකගilage සහත්කාරයට පින් කිඳවන්ව්: www.infohadiahtricare.ml",spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r05633,rehearsal,"Срочно! Пожалуйста, позвоните по номеру 0906346330. Ваш отдых в Испании 4* от ABTA или наличные в размере £10,000 ждут вас. Адрес для получения информации о правилах и условиях: BOX 47 PO19 2EZ. Стоимость звонка 150 р/мин. 18+",spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r05917,rehearsal,Перевод: Отправьте мне 20 тысяч пульса на этот номер 085285485839 Мистер Агус,spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r05948,rehearsal,"<Пересылка с 21870000>Привет - это оповещение о SMS-сообщении вашего почтового ящика. У вас 40 совпадений. Пожалуйста, перезвоните по номеру 09056242159, чтобы прослушать ваши сообщения и совпадения за 100 рублей в минуту",spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r06059,rehearsal,"VINCITORE: Abbiamo un vincitore! Il signor T. Foley ha vinto un iPod! Presto arriveranno altri premi emozionanti, quindi resta aggiornato sul tuo cellulare o visita www.win-82050.co.uk",spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r06127,rehearsal,"Maaf, saya tidak dapat membuka tautan yang disediakan. Apakah ada yang bisa saya bantu?",spam,remove,decision4_translator_note,ham,0.97,remove,approved 2026-09-17 (bulk suggestion)
r06202,rehearsal,"Message Information importante pour l'utilisateur d'O2. Aujourd'hui est votre jour de chance! Pour découvrir pourquoi, connectez-vous sur http://www.urawinner.com. Une fantastique surprise vous attend.",spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r06316,rehearsal,"Dringend! Ihnen wurde eine kostenlose Reise nach EuroDisinc Trav, Aco&Entry41 oder £1000 verliehen. Senden Sie zur Beantragung eine SMS mit dem Text DIS an die Nummer 87121. 18+6*£1,50 (weitere Gebühren können von Mobiltelefonen abweichen. Teilen Sie uns mit, um die Anruf- oder Einzelschließungsnummer zu teilen) 10, LS1 3AJ.",spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r06638,rehearsal,மிகப் பெரிய செய்தி! உங்கள் உறுதியான ¬£1000 பணம் அல்லது ¬£2000 பரிசுக்கான கோரிக்கையை பெற இந்த இலவசமாக அழைய FREEFONE 08006344447 செய்யவும். இப்போது ஒரு உண்மையான ஆய்தாரை பேச மன்னிக்கவும்!,spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r06806,rehearsal,"Anda telah memenangkan Nokia 6230 plus kamera digital gratis. Ini yang Anda dapatkan saat memenangkan lelang GRATIS kami. Untuk ikut serta, kirimkan NOKIA ke 83383 sekarang. POBOX114/14TCR/W1 16",spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r06843,rehearsal,Kabar bagus! Hubungi FREEFONE 08006344447 untuk klaim uang tunai sebesar ¬£1000 atau hadiah senilai ¬£2000 yang dijamin. Segera bicarakan dengan operator langsung!,spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r06857,rehearsal,Sei stato premiato con una fotocamera digitale SiPix! Chiama il 09061221061 da una linea fissa. Consegna entro 28 giorni. T e C Casella 177. M221BP. Garanzia di 2 anni. 150 ppm. 16. p p£3.99,spam,spam,,phishing,0.97,phishing,approved 2026-09-17 (bulk suggestion)
r07475,rehearsal,احصل على مكبر بيانات مجاني للهاتف المحمول مع كل خطة هاتف جديدة في شركة MobileNet. اتصل بنا على الرقم 800-555-0199 أو قم بزيارة الموقع www.mobilenet.com/1,phishing,phishing,,spam,0.97,spam,approved 2026-09-17 (bulk suggestion)
r07829,rehearsal,احصل على مكبر لبيانات الجوال مجانًا مع كل خط جديد في MobileNet. اتصل بنا على 800-555-0199 أو قم بزيارة www.mobilenet.com/59,phishing,phishing,,spam,0.97,spam,approved 2026-09-17 (bulk suggestion)
r08223,rehearsal,احصل على مكبر لبيانات الجوال مجانًا مع كل خط جديد في MobileNet. اتصل بنا على 800-555-0199 أو قم بزيارة www.mobilenet.com/39,phishing,phishing,,spam,0.97,spam,approved 2026-09-17 (bulk suggestion)
r03852,rehearsal,انقاذ نفسك من التوتر. إذا كان لديك الشخص حساب في المسكن، فقط أرسل تفاصيل حسابك وسيتم إرسال المال لك.,ham,ham,,phishing,0.96,phishing,approved 2026-09-17 (bulk suggestion)
r04439,rehearsal,"කරුණාකර මුදල් ගෙවියා යන්න, බැන්ක් ----- An Ardiansyah 5500248418 වෙත, ගුකීත් ගොඩනැහවෙලා ඉම්ස් කරනවා, ස්තුතින්න",spam,spam,,phishing,0.96,phishing,approved 2026-09-17 (bulk suggestion)
r04532,rehearsal,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,spam,spam,,phishing,0.96,phishing,approved 2026-09-17 (bulk suggestion)
r04628,rehearsal,PRIVATO! Il tuo estratto conto del 2003 mostra 800 punti S. I. M. non utilizzati. Chiama 08715203694 Codice Identificativo: 40533 Scade il 31/10/04,spam,spam,,phishing,0.96,phishing,approved 2026-09-17 (bulk suggestion)
r04736,rehearsal,நீங்கள் இருவருக்கும் பணம் அன்புக்கு அருகில் அனுப்ப வேண்டும் https://tinyurl.com/9059,spam,spam,,phishing,0.96,phishing,approved 2026-09-17 (bulk suggestion)
r04774,rehearsal,PRIBADI! Laporan Rekening Anda untuk tahun 2003 dengan nomor akun 07808247860 menunjukkan 800 poin S. I. M. yang belum ditebus. Hubungi 08719899229 Kode Pengenal: 40411 Berlaku hingga 06/11/04,spam,spam,,phishing,0.96,phishing,approved 2026-09-17 (bulk suggestion)
r04998,rehearsal,"Has ganado un Nokia 7250i. Esto es lo que recibes cuando ganas nuestra subasta GRATUITA. Para participar, envía Nokia al 86021 ahora. HG/Suite342/2Lands Row/W1JHL 16+",spam,spam,,phishing,0.96,phishing,approved 2026-09-17 (bulk suggestion)
r05359,rehearsal,Hai vinto un Nokia 7250i. Questo è ciò che ottieni quando vinci la nostra asta GRATUITA. Per partecipare invia Nokia al 86021 ora. HG/Suite342/2Lands Row/W1JHL 16+,spam,spam,,phishing,0.96,phishing,approved 2026-09-17 (bulk suggestion)
r05490,rehearsal,"අත්පොරොදුරක්! ඔබගේ ජංගම දුර 077xxx 02/06/03 දිනයේ Â£2,000 රුගයේ බෝනම් කෝස්ක් තරගය ලබාදුන්! මෙය ඔබ වෙනත් අවශ්‍යසැපයපට වූ දෙකක් එක්කරන්න! 09066362206 වලංගු දැන්ම අපෙන් අපට ඇපකරන්න! BOX97N7QP, 150ppm",spam,spam,,phishing,0.96,phishing,approved 2026-09-17 (bulk suggestion)
