text,label,corpus_label,source,confidence,p_ham,p_spam,p_phishing,p_no_message
Je n'ai que msn. C'est yijue@hotmail.com,ham,ham,corpus,0.99,1.0,0.0,0.0,0.0
ඉපෝඩ් ගිලන දැන් සත්යයන් මත ගනිමු. සම්පූර්ණ පණඩයන් ලබා දෙනවා (ප්රදර්ශනා සංස්කරණයන්) මුල් හොඳින් 80981 ට POD යවන්න T&C's වාර්තාවන් සංඛ්යාත්මය 08452810073 පිළිබඳ 18+,spam,spam,corpus,0.81,0.0101,0.8687,0.1212,0.01
Lara mengatakan dia bisa meminjamkan saya &lt;#&gt; .,ham,ham,corpus,0.98,0.98,0.01,0.01,0.0
Envoyer de l'argent maintenant http//bit.ly/2745,phishing,phishing,corpus,0.98,0.0,0.02,0.98,0.0
تمتع بهدية سخية:20٪ خصمحبوب مجانية مضاعفةمع خالص التحيةمونيكا هوفمانالهاتف: +44 151 832 0580البريد الإلكتروني: central@csdep.net,spam,ham,corpus,0.95,0.0,0.96,0.04,0.0
"Buonasera Signore, a che ora possiamo venire in ufficio domani?",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Отправьте деньги сейчас http//bit.ly/1416,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
Your order #7302 has been shipped.,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
දැන් මුනින් මුදල් යවන්න http//bit.ly/2800,phishing,phishing,corpus,0.98,0.01,0.01,0.98,0.0
Non c'è modo che io torni lì!,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"шаловливая маленькая мысль: ""лучше флиртовать, флиртовать и еще раз флиртовать, чем любить кого-то и получать боль, боль и еще боль...:-) Спокойной ночи""",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Ich denke nicht. Es schaltet sich wie zufällig innerhalb von 5 Minuten nach dem Öffnen aus.,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Prize winner! Claim your $678 gift card at goo.gl/xyz,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
RM0.00 Firefly FY3552 PEN-KNO il 21DIC23 è stato riprogrammato per le 0700. Nuovo itinerario inviato via email. Gentilmente chiamare +60378454543 per informazioni,ham,ham,corpus,0.96,0.97,0.0,0.03,0.0
Enviar Dinero Ahora http//bit.ly/2051,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
"Je pense que 50 devrait être ok, a-t-il dit plus ou moins 10... Ai-je laissé une ligne entre les paragraphes?",ham,ham,corpus,0.95,1.0,0.0,0.0,0.03
Work from home: Earn $4710/hour! Start today: bit.ly/123,spam,spam,corpus,0.89,0.0,0.91,0.09,0.0
Package di Terminal ditahan: http://ffnst.com/7DH1073,phishing,phishing,corpus,0.91,0.06,0.0,0.94,0.0
Dunno lei... I might b eatin wif my frens... If Ã_ wan to eat then i wait 4 Ã_ lar,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Apakah kamu mengirimi saya pesan teka-teki? Lalu ingin minum teh/kopi?,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Send Money Now http//bit.ly/1684,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
"Halo, aku akan pergi ke Bristol pada minggu pertama bulan April. Les dan Rudi pergi pada Malam Tahun Baru, tapi aku tertidur. Mereka mabuk! Apakah kamu sudah kembali ke kampus? Tempat kerjaku mengirim tinta ke Bath.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
WIN 2436 NOW! Click bit.ly/123 to claim!,phishing,spam,corpus,0.97,0.0,0.02,0.98,0.0
"Jika aku meninggal, aku ingin kamu memiliki semua barang-barangku.",ham,ham,corpus,0.99,0.99,0.0,0.01,0.0
Diskon Musim Panas! Beli satu gratis satu untuk semua pakaian pantai di TrendyStyles. Belanja sekarang di www.trendystyles.com/sale14,spam,spam,corpus,1.0,0.0,1.0,0.0,0.0
"DISKON 50% utk Kacamata Lengkap + Bonus Kacamata Hitam, Tunjukan SMS ini di JL Gatot Soebroto 88 T.7333812. S&amp;K Berlaku.Promo*606#",spam,spam,corpus,1.0,0.0,1.0,0.0,0.0
Confirmation code: 1198. Valid for 10 minutes,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Der Grund, warum ich nur da bin, wenn es Zeit ist zu rauchen, ist, dass ich mir aufgrund von Geldmangel nur leisten kann, da zu sein, wenn mir gesagt wird, da zu sein, und das anscheinend nur passiert, wenn jemand anzünden möchte.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Hola, Tu cumpleaños se acerca pronto. Es hora de comprar un Plan a Término de 1 Cr por Rs.5390 en lugar de pagar Rs.5603 después de tu cumpleaños. Haz clic en rml.lu/Cvs559Y6",spam,spam,corpus,0.86,0.0,0.9,0.1,0.0
Confirmation code: 6626. Valid for 10 minutes,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Call 1767 for customer support,ham,ham,corpus,0.85,0.899,0.0,0.101,0.01
"அவர், நீங்கள் முடிந்துவிட்டீர்களா?",ham,ham,corpus,0.99,1.0,0.0,0.0,0.0
"Mon ami ah... D'accord, je vais passer mon permis de conduire puis faire du shopping après ça...",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"JANGAN BERI kode ini ke siapa pun, TERMASUK SHOPEE. WASPADA PENIPUAN! Kode verifikasi (OTP) 391660 hanya berlaku selama 15 menit.",ham,ham,corpus,0.98,0.99,0.0,0.01,0.0
Yg sebelah warteg bahri apa sebrangnya? Yg 15,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Kirim Uang Sekarang http//bit.ly/2487,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
"FreeMsg: se sentant un peu seul, j'espère que tu aimes être en ma compagnie! Je viens de recevoir un téléphone portable avec caméra, tu veux voir ma photo? Envoie un SMS ou réponds DATE au 82242. Msg150p pour recevoir. Aide 08712317606 pour arrêter envoie STOP au 82242",spam,spam,corpus,0.78,0.01,0.83,0.16,0.0
"! ( !اتصل بالرقم 09061743810 على هاتف ثابت. انتظر قدوم عطلة تينيريفي الفاخرة بنجمتين أو مبلغ نقدي بقيمة 5000 جنيه أسترليني مجانًا من ABTA. يُرجى المراسلة إلى عنوان Box 326 CW25WX لمزيد من المعلومات. ستُطبق شروط وأحكام. سعر الرسالة 150 بنس.""",phishing,spam,corpus,0.78,0.0,0.16,0.84,0.0
"Oh wirklich? Auftreten, einen Aufsatz schreiben, ins Kino gehen UND bis Mitternacht zu Hause sein, nicht wahr?",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
لكن الأمر حقا مضحك بشكل لور... ثم يجب أن تكون قد جريت مسافة أقل باتّجاه ما...,ham,ham,corpus,0.97,1.0,0.0,0.0,0.02
Send Money Now http//bit.ly/1167,phishing,phishing,corpus,0.99,0.0,0.01,0.99,0.0
Bank of America: Suspicious charge of $4261. Review at goo.gl/xyz,phishing,phishing,corpus,0.95,0.04,0.0,0.96,0.0
Puoi ricevere messaggi con immagini sul tuo telefono?,ham,ham,corpus,0.99,0.99,0.0,0.01,0.0
"Нет, смотрю телевизор дома... Не выхожу. Очень скучно...",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Kirim Uang Sekarang http//bit.ly/2014,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
Kirim Uang Sekarang http//bit.ly/1814,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
Sende jetzt Geld: http//bit.ly/2138,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
Kirim Uang Sekarang http//bit.ly/1641,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
"Ja, er ist wirklich großartig. Bhaji sagte, dass Kallis der beste Cricketspieler nach Sachin auf der Welt sei :). Sehr schwer, ihn auszuschalten.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Earn $3838 per week working from home!,spam,spam,corpus,0.99,0.0,0.99,0.01,0.0
Senden Sie jetzt Geld http//bit.ly/2336,phishing,phishing,corpus,0.99,0.0,0.0,1.0,0.0
Send Money Now http//bit.ly/1632,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
WIN 3780 NOW! Click bit.ly/123 to claim!,phishing,spam,corpus,0.97,0.0,0.02,0.98,0.0
Lil febbre:) ora bene:),ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Бонус Rp. 5,000 для вас! Просто отправьте SMS 2 раза сегодня, чтобы получить бонус, только сегодня! Т483",spam,spam,corpus,0.7,0.01,0.77,0.22,0.0
Enviar dinero ahora http//bit.ly/2259,phishing,phishing,corpus,0.99,0.0,0.0,1.0,0.0
Your payment of $2645 was processed,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
هههه!جيدة واحدة,ham,ham,corpus,0.93,1.0,0.0,0.0,0.05
Your entry won! Claim $4151 cash prize at goo.gl/xyz,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
"URGENTE! Il tuo numero di cellulare 07xxxxxxxxx ha vinto un premio bonus chiamante di £2.000 il 02/06/03! Questo è il 2° tentativo di contattarti! Chiama immediatamente il 09066362231! BOX97N7QP, 150PPM",phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
தயவுசெய்து இந்த எஸ்எம்எஸ்-ஐ பதிலளித்துக்கொள்ளாதீர்கள்.,ham,ham,corpus,0.71,0.8764,0.0112,0.1124,0.11
Your account balance is $568,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
أريد ولكن مبكرًا جدًا لاي... أنا خارج الآن ولن أكون في المنزل بهذه السرعة... لا بأس بذلك بعد ذلك...,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Selamat! Anda mendapatkan tiket spesial bioskop selama 1 tahun untuk 2 orang. Hubungi 09061209465 sekarang! C Suprman V, Matrix3, StarWars3, dan lainnya semua GRATIS! bx420-ip4-5we. Pukul 15.00 WIB. Jangan lewatkan kesempatan ini!",phishing,spam,corpus,0.9,0.0,0.08,0.92,0.0
"Хорошо, держите меня в курсе.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Mah b, aku akan mengambilnya besok",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"¡Has ganado ?1,000 en efectivo o un premio de ?2,000! Para reclamar, llama al 09050000327",phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
தயவுசெய்து உங்களுக்கு உண்மை செய்தியும் நிரப்பப்படுகிறதுக் கடிதத்தை உடைக்கும் 08712402779 எண்ணை உக்கிருங்கள்,phishing,spam,corpus,0.92,0.04,0.01,0.95,0.0
Sende jetzt Geld http//bit.ly/2842,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
"Non riceverai più messaggi dal servizio di chat. Per servizi Hardcore GRATUITI, invia un SMS con GO al: 69988 Se non ricevi niente, devi verificare l'età con il tuo operatore di rete e riprovare",spam,spam,corpus,0.8,0.06,0.85,0.09,0.0
Envoyer de l'argent maintenant http//bit.ly/2608,phishing,phishing,corpus,0.97,0.0,0.02,0.98,0.0
Your entry won! Claim $1444 cash prize at goo.gl/xyz,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Your order #2959 has been shipped.,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"எந்த அங்காடியிலும் அதே வாங்கலாம் என்று பொருத்தவைக்கும் பொருள்களை பேக்கிட்டாங்கள். உணவை பேக் செய்ய வேண்டியவற்றில், கரி அல்லது உங்கள் இழுக்க பூர்வமான என்னைக் காணக் கூடிய பொருட்களை பேக் செய்யுங்கள்.",ham,ham,corpus,0.68,0.9268,0.0488,0.0244,0.18
"Muy extraño. y están viendo el segundo ahora pero yo estoy en la cama. Dulces sueños, te extraño",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
نيتفلكس - ثلاث خطوات أخرى وسنقوم بالباقي. انهي عملية التسجيل هنا: m.netflix.com/jbWF32APQJh,phishing,ham,corpus,0.77,0.14,0.04,0.82,0.0
Enviar dinero ahora http//bit.ly/1615,phishing,phishing,corpus,0.99,0.0,0.01,0.99,0.0
ඔබගේ ඩිස්කෝඩ් ආරක්ෂක නිර්බාස් කෝඩය වේ: 607620 \\\tzD9jY28Wrn,ham,ham,corpus,0.83,0.88,0.0,0.12,0.0
Kirim Uang Sekarang http://bit.ly/2650,phishing,phishing,corpus,0.97,0.0,0.02,0.98,0.0
يا تخمين ماذا أسقطت للتو,ham,ham,corpus,0.95,0.9697,0.0,0.0303,0.01
Earn $1340 per week working from home!,spam,spam,corpus,0.99,0.0,0.99,0.01,0.0
Vous n'avez pas non plus obtenu na hi hi hi hi hi,ham,ham,corpus,0.77,1.0,0.0,0.0,0.16
شكرًا لاهتمامك بي. أنا حقًا أقدر ذلك.,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Sende jetzt Geld http//bit.ly/2757,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
Sende jetzt Geld http//bit.ly/1821,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
"Все ценится только в двух случаях: первый - до того, как это получили... второй - после того, как потеряли...",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Prize winner! Claim your $873 gift card at goo.gl/xyz,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
WIN 2241 NOW! Click goo.gl/xyz to claim!,phishing,spam,corpus,0.97,0.0,0.02,0.98,0.0
"DRINGEND! Wir versuchen, Sie zu kontaktieren. Das letzte Wochenende zeigte, dass Sie einen garantierten Preis von £900 gewonnen haben. Rufen Sie 09061701939 an. Gutscheincode S89. Nur 12 Stunden gültig.",phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
காத்திரு &lt;#&gt; நிமிஷம்.,ham,ham,corpus,0.98,1.0,0.0,0.0,0.02
Dear Subscriber ur draw 4 Â£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,phishing,spam,corpus,0.6,0.0,0.3,0.7,0.0
Avviso di chiamata persa. Questi numeri hanno chiamato ma non hanno lasciato nessun messaggio. 07008009200,ham,spam,corpus,0.88,0.9891,0.0,0.0109,0.08
Your tax refund of $1294 is ready. Claim at tinyurl.com/abc,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
رسالة TRI CARE الرسمية رقم الفائز الخاص بك_8JF2177 حصل على وحدة 1 من تويوتا ياريس للمزيد من المعلومات، يرجى النقر على: www.gebyar3care.jimdo.com CS:021-80001234/089643122237,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
"Posta di Serbia: A causa dell'indirizzo mancante e del numero di posta impreciso, il vostro pacco non può essere consegnato e dovrete sostenere i costi di un'altra consegna. Fate clic sul link sottostante per modificare l'indirizzo e richiedere una nuova spedizione: https://tinyurl.com/57d2j68b?fwf=m5CWOgiZM4 Si prega di farlo entro 12 ore per evitare perdite inutili. Buona giornata, Posta di Serbia!",phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
Paket im Terminal festgehalten: http://ffnst.com/7DH570,phishing,phishing,corpus,0.7,0.23,0.0,0.77,0.0
Package held at terminal: http://ffnst.com/7DH195,phishing,phishing,corpus,0.73,0.202,0.0,0.798,0.01
كيف حال الشارع حيث ينتهي ممشى المكتبة؟,ham,ham,corpus,0.98,0.9899,0.0,0.0101,0.01
Your account balance is $1689,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
WhatsApp: New security code: 8388. Don't share it.,ham,phishing,corpus,1.0,1.0,0.0,0.0,0.0
تم إعادة شحن الرصيد Rp.5000 بواسطة HD COM 4 SUKSES في 09/02 الساعة 12:34. المرجع: 763179369. رصيد مجاني حتى 250rb و7 ساعات 7 دقائق. لإرسال مجاني، أرسل مجاني إلى 123.,ham,spam,corpus,0.86,0.89,0.06,0.05,0.0
Debt relief program: Get out of debt fast! Call 5218,spam,spam,corpus,0.84,0.0,0.88,0.12,0.0
PRIVÉ! Votre relevé de compte de 2003 montre 800 points S.I.M non échangés. Appelez le 08715203652 Code d'identification : 42810 Expire le 29/10/0,phishing,spam,corpus,0.98,0.01,0.0,0.99,0.0
Earn $2229 per week working from home!,spam,spam,corpus,0.99,0.0,0.99,0.01,0.0
Hot Summer Sale! Buy one get one free on all beachwear at TrendyStyles. Shop now at www.trendystyles.com/sale24,spam,spam,corpus,1.0,0.0,1.0,0.0,0.0
"Acabo de buscarlo y Addie regresa el lunes, qué mal para ella.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
ربما لن آكل اليوم على الإطلاق. أعتقد أنني سأنفجر. كيف كان عطلة نهاية الأسبوع الخاصة بك؟ هل فاتني وجودي؟,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Kirim Uang Sekarang http//bit.ly/2760,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
"IKEA-код 309409 для регистрации, действителен в течение 5 минут",ham,ham,corpus,0.96,0.97,0.0,0.03,0.0
"Пожалуйста, приходите завтра на футзал в 4 часа в Сампоерна, не опаздывайте.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
ඔබව අපගේ දත්ත සේවාවේ වෙන්කරා විතානද නිලධාරීතාව ලෙස! එහි කුමන පුද්ගලයෙකින් හෝ කූඩුවෙක් මානවකට ලිපියට පිවිසෙන්න 09050000928 හෝ PoBox45W2TG150P ඇතුළත් කරන්න.,phishing,spam,corpus,0.89,0.0404,0.0202,0.9394,0.01
Package held at terminal: http://ffnst.com/7DH462,phishing,phishing,corpus,0.77,0.17,0.0,0.83,0.0
Amore !!! Mi manchiiiiiiiiii tantissimo! Ho bisogno di te !!! Ho una voglia folle di te !!! :-( ... Uffff ... Sono così triste senza di te amore ... Ti amo ...,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Semakin banyak orang yang sedang berkumpul di area Anda sekarang. Hubungi 09090204448 dan bergabung dengan para pria yang memiliki minat yang sama. Mengapa tidak mengatur satu sendiri. Ada 1 acara malam ini. A¬£1.50 minAPN LS278BB,spam,spam,corpus,0.95,0.0,0.97,0.03,0.0
Odio quando fa così. Trasforma ciò che dovrebbe essere un divertente viaggio di shopping in una fastidiosa giornata su come tutto sarebbe in casa sua.,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Sudah selesai, tetapi koneksi internet sangat lambat dan tidak dapat mengirimkannya. Akan mencoba lagi nanti atau pertama kali besok.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
ارسل المال الآن http//bit.ly/1229,phishing,phishing,corpus,0.99,0.0,0.0,1.0,0.0
Exklusives Angebot: Erhalten Sie 50% Rabatt auf Ihren nächsten Einkauf bei SuperShoes. Besuchen Sie www.supershoes.com/offers. Abmelden unter bit.ly/com37422.,spam,spam,corpus,1.0,0.0,1.0,0.0,0.0
"Halo, saldo akun Voicespin ARBEL_PHARMA Anda saat ini adalah -34.45. Jika tidak segera diisi, saldo akan mencapai batas kredit dan akan diblokir secara otomatis.",ham,ham,corpus,0.75,0.81,0.0,0.19,0.0
"Pernikahan teratur adalah saat Anda sedang berjalan, sayangnya ular menggigit Anda. Tapi pernikahan karena cinta adalah menari di depan ular dan berkata Gigit saya, gigit saya.",ham,ham,corpus,0.99,1.0,0.0,0.0,0.01
"හැකි, මං එවිට ආචාර්ය Jay කිසිවක් බලා කියමු වියළුල්ලානුවෙනි හේතවාස කරදීමට ෆොන් කිය යුතුවෙනුවෙන්දී.",ham,ham,corpus,0.8,0.9663,0.0,0.0337,0.11
මම මගේ ෆිලොසොෆි හෝසේහ් වෙනත් උපතලාගෙන් කරඩාගෙන් කළා,ham,ham,corpus,0.83,1.0,0.0,0.0,0.12
إذا ليس هناك رسائل. هل تناولت وجبة؟,ham,ham,corpus,0.91,1.0,0.0,0.0,0.06
"أنا لا أدخن بينما يستخدم الأشخاص “التدخين بشكل كبير جدًا” لتبرير تدمير ممتلكاتي"".",ham,ham,corpus,0.99,1.0,0.0,0.0,0.0
Earn $3441 per week working from home!,spam,spam,corpus,0.99,0.0,0.99,0.01,0.0
Kirim Uang Sekarang http//bit.ly/1416,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
"Congratulations! Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
aathi.. நீ எங்கே இருக்கியே..,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Ok lor. Sono in città adesso.,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
ماذا أفكر؟ لا أحد يتحدث بوضوح. حسنًا، دعها لا حاجة للسؤال عنها. سأذهب مهما كانت ستأتي أم لا.,ham,ham,corpus,0.92,1.0,0.0,0.0,0.06
"Да, мама выглядит крепкой:)",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Halo, saldo akun Voicespin Test_account Anda adalah 202,0. Kecuali Anda mengisi ulang segera, saldo akan mencapai batas kredit dan akan diblokir secara otomatis.",ham,ham,corpus,0.76,0.83,0.0,0.17,0.0
Surat Keputusan PT.TRI CARE Slamat No.Anda Resmi Meraih Hadiah TOYOTA YARIS PIN Undian:477FBG7S Info Hub:089636872499 KLIK:www.pusat-tricare.com,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
¿Yo traigo o tú traes?,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Уважаемый клиент, ваш счет заморожен из-за ошибки и должен быть перепроверен, чтобы его можно было использовать снова. Прежде чем прийти в офис, пожалуйста, позвоните ARYADHI по номеру 0816288602. Спасибо.",phishing,spam,corpus,0.82,0.13,0.0,0.87,0.0
Bank of America: Suspicious charge of $3302. Review at bit.ly/123,phishing,phishing,corpus,0.95,0.03,0.0,0.97,0.0
நீங்கள் உரிமைப்பேறு கடந்து அதை உத்தரவாதிக்கு இப்போது https://tinyurl.com/9061 இணைப்பில் அனுப்ப வேண்டும்,phishing,spam,corpus,0.96,0.02,0.0,0.98,0.0
Kirim Uang Sekarang http//bit.ly/1475,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
WhatsApp: New security code: 4410. Don't share it.,ham,phishing,corpus,0.99,1.0,0.0,0.0,0.0
"Bonjour Stu, que fais-tu ? Je suis dans tellement de problèmes à la maison en ce moment, tout le monde me déteste même toi ! Qu'est-ce que j'ai fait maintenant ? Pourquoi ne veux-tu pas me dire ? Réponds s'il te plaît. Bisous, Dan",ham,ham,corpus,0.98,0.99,0.0,0.01,0.0
Your account balance is $2543,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
බර්ගර් කින් - මහා උන් වෙසනට ෆූටි නැමද? 1 සැප්තැම්බර් පෙරවද වගේම හෝ සූපර් අටුලට සක්රියයි දමා සලසන්න. කොකා-කෝකේ සමග බරගැනීමට 2 බර්ගර් කින් ලප හා විගක් කරන්න.,spam,spam,corpus,0.85,0.0707,0.8889,0.0404,0.01
Your entry won! Claim $4464 cash prize at tinyurl.com/abc,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
நீங்கள் இந்த வாரம் அனைத்து நாட்களும் பணிக்கு செல்லுகிறீர்களா?,ham,ham,corpus,0.99,0.99,0.0,0.01,0.0
"வணிக கடை-CELL Disc 45% குஷுஸ் ப்ரோமோ :- Blackberry- NOKIA- SAMSUNG- IPHONE முதலியவை, விவரம் அறிய / எஸ்.எம்.எஸ் செய்க : 082-33333-783 எங்கே தெரிந்து கொள்ளவும் : www.niaga-cell.blogspot.com",spam,spam,corpus,0.99,0.0,1.0,0.0,0.0
Offre exclusive : Profitez de 50% de réduction sur votre prochain achat chez SuperShoes. Rendez-vous sur www.supershoes.com/offers. Désabonnez-vous sur bit.ly/com37384.,spam,spam,corpus,1.0,0.0,1.0,0.0,0.0
Paquete retenido en la terminal: http://ffnst.com/7DH466,phishing,phishing,corpus,0.94,0.04,0.0,0.96,0.0
Obtén un potenciador gratuito de datos móviles con cada nuevo plan de teléfono en MobileNet. Llámanos al 800-555-0199 o visita www.mobilenet.com/43,spam,phishing,corpus,0.98,0.0,0.99,0.01,0.0
WIN 1760 NOW! Click tinyurl.com/abc to claim!,phishing,spam,corpus,0.96,0.0,0.03,0.97,0.0
Your tax refund of $4133 is ready. Claim at goo.gl/xyz,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
"Привет, твой день рождения скоро. Пришло время купить страховой план на сумму 1 кр за 5390 рупий, а не платить 5603 рупии после дня рождения. Нажми rml.lu/Cvs559Y34",spam,spam,corpus,0.76,0.0,0.82,0.18,0.0
Send Money Now http//bit.ly/1894,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
Debt relief program: Get out of debt fast! Call 6672,spam,spam,corpus,0.84,0.0,0.88,0.12,0.0
Paket im Terminal festgehalten: http://ffnst.com/7DH678,phishing,phishing,corpus,0.68,0.23,0.0,0.77,0.0
பணம் அனைத்தும் இப்போது அனுப்பு http//bit.ly/2510,phishing,phishing,corpus,0.99,0.0,0.0,1.0,0.0
"Airbnb : Malheureusement, Susi a annulé sa réservation HMQJ8N83YB commençant le 20/12/2023. Veuillez consulter votre e-mail pour plus de détails.",ham,ham,corpus,0.99,0.99,0.0,0.01,0.0
🎉 CONGRATS! You won $1420 Amazon gift card! Redeem at tinyurl.com/abc 🎉,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Debt relief program: Get out of debt fast! Call 1051,spam,spam,corpus,0.84,0.0,0.88,0.12,0.0
Your account balance is $2667,ham,ham,corpus,0.99,1.0,0.0,0.0,0.0
Work from home: Earn $4644/hour! Start today: bit.ly/123,spam,spam,corpus,0.89,0.0,0.92,0.08,0.0
Хотите заняться искусством?! :D,ham,ham,corpus,0.83,0.88,0.12,0.0,0.0
"Mi dispiace, ho completamente dimenticato * li farò passare questa settimana se sei ancora qui?",ham,ham,corpus,0.95,0.97,0.0,0.03,0.0
"WERBUNG BLACKBERRY BB DAKOTA 2,9jt BB Torch 2jt BB Davis 1,5jt BB Onyx 1,4jt BB Gemini 950rb Bei Interesse kontaktieren Sie: 085715186696 *Begrenztes Angebot",spam,spam,corpus,1.0,0.0,1.0,0.0,0.0
Colis retenu au terminal : http://ffnst.com/7DH481,phishing,phishing,corpus,0.65,0.26,0.0,0.74,0.0
El premium del seguro de vida aumenta con la edad. Compra un seguro de vida de 1 Cr ahora y paga Rs5390 en lugar de Rs5603 después de tu cumpleaños. Aplica rml.lu/KQgkgv4,spam,spam,corpus,0.99,0.0,0.99,0.01,0.0
එය දැන් කන්නල හොදේනම් වැටලාවක්කවුනාද?,ham,ham,corpus,0.92,0.9495,0.0,0.0505,0.01
"1000 stanno flirtando ORA! Scrivi RAGAZZA o RAGAZZO e il TUO NOME e ETA', ad esempio RAGAZZA ZOE 18 a 8007 per unirti e iniziare a chattare!",spam,spam,corpus,1.0,0.0,1.0,0.0,0.0
قم بتمرير هذا إلى كل جهات اتصالك وانظر ما الذي ستحصل عليه! أحمر: أنا مغرم بك. أزرق: أنت تجعلني أبتسم. بنفسجي: أنت ساخن حقًا. وردي: أنت لطيف للغاية. برتقالي: أعتقد أنني أحبك. أخضر: أنا حقًا أرغب في الخروج معك. أصفر: أريدك مرة أخرى. أسود: أنا غيور منك. بني: أنا أفتقدك. الآن، يُرجى تحديد لون واحد.,ham,ham,corpus,0.78,0.83,0.16,0.01,0.0
Necesitas enviar dinero al IRS AHORA en https://tinyurl.com/9021,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
لكنني أتبع نظامًا غذائيًا. وتناولت قطعة واحدة زائدة من البيتزا أمس. أه، أنا دائمًا على نظام غذائي.,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Tu es toujours là ? Je compte passer te voir plus tard,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Colis retenu au terminal : http://ffnst.com/7DH430,phishing,phishing,corpus,0.76,0.17,0.0,0.83,0.0
